"Singapore Residents by Planning Area/Subzone, Age Group and Sex, June 2001",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Planning Area,Subzone,Total,0 - 4,5 - 9,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 & Over,,,
Punggol,Total,710,50,30,50,40,50,70,80,70,70,70,60,20,20,10,10,10,-,-,,,
,Subzone 1,220,10,10,20,10,20,20,10,20,20,30,30,10,10,10,-,-,-,-,,,
,Subzone 2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Subzone 3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Subzone 4,490,50,20,30,30,30,60,70,60,50,40,30,10,10,-,-,-,-,-,,,
,Subzone 5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Subzone 6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Queenstown,Total,"96,000","5,110","5,290","4,840","4,620","5,940","8,350","8,430","8,580","7,800","7,230","7,170","4,920","5,710","4,670","3,480","1,980","1,080",810,,,
,Commonwealth,"8,980",450,380,380,390,500,780,790,730,710,610,590,480,630,590,430,260,160,130,,,
,Dover,"11,810",680,770,630,570,760,"1,040","1,070","1,200","1,050",890,940,570,570,430,290,160,110,80,,,
,Ghim Moh,"12,130",650,620,530,550,870,"1,210","1,020",970,780,850,"1,000",770,800,630,440,240,130,90,,,
,Holland Drive,"16,990",900,820,720,690,"1,040","1,770","1,660","1,460","1,240","1,110","1,300",960,"1,130",860,650,340,200,150,,,
,Kent Ridge,"1,270",70,110,110,90,80,100,120,140,130,120,100,40,30,20,10,10,-,-,,,
,Margaret Drive,"6,750",390,370,360,310,430,560,620,640,590,530,510,310,350,290,240,140,70,50,,,
,Mei Chin,"17,310",900,"1,010",970,870,910,"1,290","1,460","1,660","1,540","1,420","1,170",760,"1,020",870,700,420,190,160,,,
,National University Of Singapore,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,One North,230,10,20,20,10,10,20,20,30,30,20,20,10,-,10,-,-,-,-,,,
,Pasir Panjang 1,"3,110",190,230,260,210,200,200,220,280,360,320,250,100,100,70,60,30,20,20,,,
,Pasir Panjang 2,"3,210",170,250,260,250,230,170,200,280,330,410,290,130,90,50,40,30,20,20,,,
,Port,290,10,20,20,10,20,30,20,30,30,20,20,10,10,10,10,-,-,10,,,
,Queensway,260,20,10,10,20,20,20,20,20,20,30,20,10,10,-,10,-,-,-,,,
,Singapore Polytechnic,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tanglin Halt,"13,480",660,660,580,650,840,"1,160","1,190","1,110",990,900,950,750,970,840,590,340,180,110,,,
River Valley,Total,"9,370",390,570,570,510,570,700,770,830,940,860,780,510,410,290,270,200,110,90,,,
,Institution Hill,"2,840",130,160,180,160,190,250,250,270,270,270,240,120,110,80,70,50,30,10,,,
,Leonie Hill,"2,910",120,200,190,150,160,200,230,280,340,270,200,150,110,90,80,70,30,20,,,
,One Tree Hill,"1,890",80,120,120,130,110,120,140,140,160,160,180,140,90,60,50,50,30,20,,,
,Oxley,"1,520",60,80,80,60,90,120,140,120,140,130,140,90,90,60,60,40,20,20,,,
,Paterson,220,10,10,10,10,10,20,10,20,20,20,20,20,10,10,20,-,10,10,,,
Rochor,Total,"17,760",720,810,820,840,"1,100","1,400","1,250","1,280","1,510","1,390","1,400","1,030","1,100",950,960,690,260,240,,,
,Bencoolen,"2,750",120,130,100,120,130,210,210,210,240,210,220,140,180,180,140,90,60,70,,,
,Farrer Park,"2,610",100,110,130,170,170,170,150,170,220,240,210,170,140,140,130,110,40,20,,,
,Kampong Glam,410,20,10,10,10,10,20,20,20,20,20,20,30,40,20,60,60,10,10,,,
,Little India,"5,110",200,230,250,220,340,410,330,360,400,390,400,290,340,280,330,240,60,60,,,
,Mackenzie,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Mount Emily,860,40,60,40,30,30,90,90,100,100,80,50,30,30,20,40,20,-,10,,,
,Rochor Canal,190,-,10,-,-,10,-,10,-,10,10,10,10,20,20,30,20,10,20,,,
,Selegie,390,20,30,30,30,30,40,30,30,30,40,30,20,10,10,20,-,-,-,,,
,Sungei Road,"2,540",110,110,110,110,170,230,190,190,200,180,200,180,180,150,120,80,40,20,,,
,Victoria,"2,830",110,120,140,150,220,230,220,200,280,220,270,160,170,120,100,70,40,40,,,
Seletar,Total,440,30,20,10,30,30,30,40,60,50,40,30,30,20,10,10,-,-,-,,,
,Seletar,440,30,20,10,30,30,30,40,60,50,40,30,30,20,10,10,-,-,-,,,
Sembawang,Total,"44,830","4,170","3,150","3,320","2,810","2,490","5,080","5,320","4,730","4,390","3,140","2,070","1,100","1,020",820,550,350,190,130,,,
,Admiralty,"5,180",410,290,330,280,330,630,550,540,510,340,270,180,180,150,90,50,30,20,,,
,Sembawang Central,"23,450","2,300","1,760","1,830","1,480","1,300","2,640","2,850","2,540","2,280","1,640","1,010",510,430,370,230,140,80,50,,,
,Sembawang East,140,-,10,10,10,10,10,20,10,10,10,10,10,10,10,-,-,-,-,,,
,Sembawang North,"13,590","1,320",910,960,900,700,"1,590","1,720","1,410","1,380",980,580,300,280,220,160,100,50,40,,,
,Sembawang Springs,"1,850",100,130,130,110,140,160,140,170,140,140,150,90,70,60,50,30,20,20,,,
,Sembawang Straits,580,30,50,50,30,30,50,30,50,60,40,50,20,30,20,20,10,10,10,,,
,Senoko North,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Senoko South,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,The Wharves,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sengkang,Total,"87,560","8,280","6,580","6,450","5,360","4,850","8,450","9,930","9,570","8,960","6,470","4,380","2,200","1,920","1,540","1,230",720,420,260,,,
,Buangkok,"9,550",810,460,650,640,660,"1,200",980,"1,020",990,770,520,240,210,160,110,70,40,20,,,
,Jalan Kayu East,360,10,30,30,20,20,20,20,30,40,40,40,10,10,10,10,-,10,-,,,
,Jalan Kayu West,"1,310",60,90,90,100,90,80,80,110,150,120,100,70,60,40,40,10,10,10,,,
,Sengkang Town Centre,"37,910","3,810","2,980","2,710","2,140","1,940","3,770","4,550","4,290","3,830","2,630","1,830",890,830,640,530,310,160,100,,,
,Sungei Serangoon East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sungei Serangoon West,"38,070","3,590","3,020","2,960","2,460","2,140","3,380","4,300","4,130","3,950","2,890","1,850",930,750,610,500,300,190,120,,,
,Trafalgar,360,-,-,-,-,-,-,-,10,10,30,40,50,70,70,30,30,10,20,,,
Serangoon,Total,"121,060","6,880","9,330","9,980","8,380","7,800","8,460","8,530","10,500","12,460","11,380","9,210","4,910","4,410","3,160","2,430","1,580",900,770,,,
,Seletar Hills,"11,510",580,890,"1,000",770,770,760,650,840,"1,150","1,100",940,620,540,350,250,160,70,70,,,
,Serangoon Central,"50,550","2,630","3,600","4,380","3,590","3,220","3,610","3,380","4,220","5,530","4,880","4,020","2,000","1,890","1,310","1,000",660,360,280,,,
,Serangoon Garden,"41,140","1,930","2,820","3,260","3,000","2,880","2,980","2,630","3,200","4,020","4,040","3,360","1,830","1,610","1,230",990,630,390,350,,,
,Serangoon North,"17,860","1,740","2,010","1,340","1,030",930,"1,120","1,870","2,240","1,770","1,370",900,450,370,270,190,120,80,70,,,
Simpang,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pulau Seletar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Simpang North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Simpang South,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tanjong Irau,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Singapore River,Total,"1,040",60,60,40,40,50,100,120,120,100,80,80,60,40,20,30,20,10,10,,,
,Boat Quay,340,10,20,10,10,20,20,30,20,30,30,30,30,20,20,20,10,10,10,,,
,Clarke Quay,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Robertson Quay,660,40,40,30,30,30,80,90,90,60,50,50,30,20,10,10,10,-,-,,,
Southern Islands,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sentosa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Southern Group,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Straits View,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Straits View,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sungei Kadut,Total,900,20,40,50,40,70,80,50,50,50,50,60,50,60,40,50,40,40,50,,,
,Kranji,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Mandai,170,-,10,10,-,-,-,-,-,-,-,-,-,10,20,20,20,30,50,,,
,Pang Sua,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Reservoir View,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Turf Club,650,20,30,40,40,70,70,50,40,40,40,60,40,50,20,10,10,10,10,,,
Tampines,Total,"252,280","19,050","23,100","22,320","18,260","15,350","16,430","21,540","26,330","26,700","21,680","15,100","7,130","6,160","4,760","3,760","2,430","1,310",880,,,
,Simei,"37,620","2,820","3,490","3,400","2,400","2,170","2,560","3,240","4,120","4,110","3,140","2,390","1,080",870,640,530,360,200,140,,,
,Tampines East,"136,190","9,980","12,510","11,800","10,150","8,430","8,800","11,390","14,000","14,270","11,930","8,170","3,940","3,470","2,710","2,120","1,350",740,470,,,
,Tampines North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tampines West,"76,520","6,080","6,910","6,950","5,610","4,680","4,980","6,740","7,920","8,030","6,450","4,460","2,080","1,800","1,380","1,100",720,370,260,,,
,Xilin,"1,950",170,200,170,110,80,90,180,300,280,170,90,30,20,30,20,10,10,10,,,
Tanglin,Total,"14,530",740,"1,040",970,760,860,950,"1,120","1,360","1,370","1,320","1,310",760,600,450,400,260,160,120,,,
,Chatsworth,"4,300",220,280,250,200,250,340,380,410,410,370,380,230,190,120,100,80,50,40,,,
,Nassim,"6,350",330,510,470,340,370,350,420,650,610,590,580,320,220,190,180,120,70,50,,,
,Ridout,"1,110",40,60,50,70,70,80,80,90,90,90,120,70,50,40,50,20,20,10,,,
,Tyersall,"2,780",150,190,200,150,180,180,240,220,250,270,230,140,130,100,70,40,20,20,,,
Tengah,Total,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tengah,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Toa Payoh,Total,"119,210","5,810","7,110","7,040","6,500","7,430","9,480","9,290","10,130","11,080","9,740","9,010","6,160","6,730","5,000","3,780","2,430","1,410","1,080",,,
,Bidadari,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Boon Teck,"16,730",800,"1,030",900,850,950,"1,260","1,260","1,440","1,560","1,380","1,120",930,"1,000",820,600,430,240,180,,,
,Braddell,"11,670",530,690,660,640,700,900,820,"1,000","1,060",970,870,630,730,490,420,290,150,120,,,
,Kallang,"8,950",440,510,480,450,580,780,740,790,740,630,690,460,530,390,310,210,120,100,,,
,Kim Keat,"9,170",490,640,670,530,570,740,750,790,950,710,640,420,500,300,220,120,80,70,,,
,Marymount,"12,910",540,710,670,640,740,"1,050","1,020","1,090","1,130","1,020","1,040",740,860,640,450,290,150,130,,,
,Paya Lebar,"7,070",350,450,500,420,480,550,520,590,660,590,560,330,350,270,220,130,60,60,,,
,Pei Chun,"12,040",690,650,640,630,740,"1,100","1,070","1,050","1,070",890,830,610,670,540,370,250,150,90,,,
,Potong Pasir,"13,590",560,730,900,960,"1,050","1,110",930,"1,010","1,280","1,420","1,280",690,610,420,270,180,120,80,,,
,Sennett,"4,280",150,250,310,250,260,260,290,270,420,380,370,230,200,180,200,130,80,70,,,
,Toa Payoh Central,"21,390","1,170","1,320","1,160","1,020","1,280","1,660","1,820","1,980","2,040","1,600","1,520","1,080","1,260",940,700,400,250,180,,,
,Woodleigh,"1,420",80,140,150,100,80,70,80,130,180,150,100,40,30,30,20,20,10,10,,,
Tuas,Total,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pioneer,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tengeh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Bay,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Coast,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Promenade,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas View,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Western Islands,Total,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Bukum,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Jurong Island,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sudong,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Western Water Catchment,Total,490,40,40,50,20,20,20,30,80,60,50,40,30,10,-,-,-,-,-,,,
,Western Water Catchment,490,40,40,50,20,20,20,30,80,60,50,40,30,10,-,-,-,-,-,,,
Woodlands,Total,"199,260","20,850","18,710","15,480","12,480","10,970","16,500","23,730","22,290","18,220","13,310","9,080","4,800","4,430","3,360","2,460","1,440",690,480,,,
,Greenwood Park,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Midview,"30,310","3,710","3,630","2,310","1,690","1,370","1,980","4,200","3,890","2,550","1,790","1,130",580,540,360,260,190,70,60,,,
,North Coast,"14,970",920,"1,110","1,100","1,040","1,220","1,240","1,280","1,300","1,280","1,220","1,110",630,560,430,280,140,60,50,,,
,Senoko West,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Woodgrove,"29,670","3,100","3,470","2,520","1,860","1,590","1,910","3,430","3,570","2,760","2,020","1,280",580,540,420,300,170,90,70,,,
,Woodlands East,"71,590","8,430","6,200","5,340","4,340","3,600","6,600","9,420","8,220","6,710","4,460","2,820","1,460","1,330",990,800,490,230,170,,,
,Woodlands Regional Centre,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Woodlands South,"24,400","2,670","1,790","1,880","1,580","1,370","2,670","2,970","2,480","2,230","1,620","1,050",590,500,390,320,160,90,60,,,
,Woodlands West,"28,280","2,030","2,510","2,330","1,960","1,830","2,100","2,440","2,840","2,700","2,180","1,670",940,940,780,500,290,150,90,,,
Yishun,Total,"174,580","11,550","14,450","15,480","12,790","11,990","13,960","14,650","18,320","17,670","14,540","10,520","5,520","4,660","3,360","2,320","1,350",810,650,,,
,Khatib,"11,880",720,"1,020","1,100",830,780,900,"1,000","1,230","1,250","1,040",760,380,300,230,140,100,60,40,,,
,Lower Seletar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Nee Soon,580,30,30,40,40,50,50,40,60,50,40,40,30,30,20,20,10,10,-,,,
,Northland,"31,750","2,210","2,530","2,900","2,530","2,160","2,560","2,730","3,250","3,310","2,580","1,850",940,780,560,390,250,130,100,,,
,Springleaf,"2,760",130,230,250,210,220,210,150,210,250,240,260,140,110,60,40,30,20,10,,,
,Yishun Central,"1,650",110,170,150,120,120,100,100,200,170,140,90,60,40,30,20,20,10,-,,,
,Yishun East,"30,500","2,350","3,120","2,890","1,880","1,970","2,400","2,670","3,690","3,090","2,280","1,600",810,670,470,310,160,90,60,,,
,Yishun South,"40,470","2,540","3,540","3,710","2,840","2,740","3,100","3,230","4,300","4,200","3,490","2,480","1,240","1,110",790,530,330,180,140,,,
,Yishun West,"55,010","3,470","3,820","4,450","4,340","3,950","4,650","4,740","5,400","5,350","4,730","3,440","1,930","1,630","1,190",870,470,320,280,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
