"Singapore Residents by Planning Area/Subzone, Age Group and Sex, June 2007",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Planning Area,Subzone,Total,0 - 4,5 - 9,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 & Over,,,
,Gul Circle,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Joo Koon,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pioneer Sector,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Punggol,Total,"51,060","6,360","3,720","2,380","2,400","2,040","4,170","9,110","5,680","3,870","3,190","2,580","2,010","1,240",940,580,400,220,160,,,
,Subzone 1,230,20,10,20,10,10,20,20,20,20,20,20,30,10,10,10,-,-,-,,,
,Subzone 2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Subzone 3,"6,090",730,380,260,300,240,530,"1,080",590,480,430,340,270,160,130,80,50,30,20,,,
,Subzone 4,"37,680","4,540","2,940","1,870","1,820","1,540","2,870","6,370","4,380","2,930","2,410","1,920","1,440",930,690,440,300,170,120,,,
,Subzone 5,"7,060","1,080",400,240,260,250,750,"1,640",690,450,330,310,280,150,120,50,50,10,10,,,
,Subzone 6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Queenstown,Total,"95,100","4,380","4,680","4,720","4,670","4,680","7,070","8,450","8,190","8,150","7,400","7,000","6,560","4,970","5,150","3,870","2,710","1,430","1,040",,,
,Commonwealth,"8,460",350,330,260,350,410,620,710,650,710,650,640,590,470,560,480,350,180,160,,,
,Dover,"11,760",590,690,730,640,570,870,"1,050","1,050","1,110",990,810,790,570,530,370,200,120,80,,,
,Ghim Moh,"11,640",460,540,560,520,570,890,990,940,880,770,790,910,770,750,580,360,200,150,,,
,Holland Drive,"15,670",670,700,680,630,670,"1,170","1,530","1,480","1,260","1,120","1,050","1,140",920,"1,030",710,480,240,180,,,
,Kent Ridge,"1,490",100,80,80,90,110,160,140,140,140,110,120,100,50,30,20,10,-,-,,,
,Margaret Drive,"8,890",510,460,420,370,360,800,"1,070",790,760,670,580,550,400,400,320,240,110,100,,,
,Mei Chin,"17,020",800,910,970,"1,000",880,"1,030","1,320","1,490","1,550","1,420","1,370","1,080",720,870,630,520,290,190,,,
,National University Of Singapore,140,10,10,10,-,10,20,20,20,20,10,10,-,-,-,-,-,-,-,,,
,One North,230,10,10,10,10,10,20,20,40,30,30,10,10,10,-,-,-,-,-,,,
,Pasir Panjang 1,"3,200",170,190,210,240,220,260,240,280,270,310,300,200,120,80,50,40,30,10,,,
,Pasir Panjang 2,"3,570",170,200,270,270,240,270,240,270,320,320,370,270,150,90,40,30,20,20,,,
,Port,280,10,20,20,20,20,20,30,20,30,30,20,20,10,10,10,10,-,-,,,
,Queensway,290,10,10,10,10,20,30,40,30,30,20,30,20,10,10,10,-,-,-,,,
,Singapore Polytechnic,160,10,10,10,-,10,30,10,20,20,10,10,10,-,-,-,-,-,-,,,
,Tanglin Halt,"12,320",500,510,490,530,580,910,"1,030",980,"1,040",940,910,860,760,800,660,460,230,150,,,
River Valley,Total,"8,900",420,500,520,480,420,640,810,980,840,780,700,560,430,280,200,140,110,90,,,
,Institution Hill,"2,770",140,180,170,140,150,230,270,330,270,230,230,160,100,70,50,20,20,20,,,
,Leonie Hill,"2,820",130,170,170,160,120,200,260,320,280,260,220,170,140,70,50,40,40,20,,,
,One Tree Hill,"1,730",90,90,110,100,90,100,110,150,170,150,140,120,100,70,50,30,40,30,,,
,Oxley,"1,520",60,60,70,80,60,110,150,170,110,140,110,110,90,70,50,40,20,20,,,
,Paterson,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Rochor,Total,"15,470",630,630,680,800,850,"1,220","1,360","1,200","1,190","1,290","1,190","1,180",820,820,610,510,270,230,,,
,Bencoolen,"1,550",50,70,70,70,100,90,120,140,140,150,120,110,70,80,70,60,30,30,,,
,Farrer Park,"3,210",160,120,130,160,200,310,320,240,250,260,270,210,170,130,110,80,80,30,,,
,Kampong Glam,210,10,10,10,-,10,20,10,10,10,10,20,20,10,10,10,20,10,10,,,
,Little India,"4,210",170,200,190,240,210,300,360,310,300,350,330,340,220,260,170,140,70,60,,,
,Mackenzie,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Mount Emily,900,40,40,40,40,50,80,120,120,90,80,60,40,20,20,20,20,10,20,,,
,Rochor Canal,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Selegie,380,20,20,20,20,30,30,40,30,30,20,30,30,20,10,10,10,-,-,,,
,Sungei Road,"2,510",110,110,110,140,140,170,190,180,180,190,160,200,160,180,130,90,40,30,,,
,Victoria,"2,470",80,80,100,120,120,210,210,170,190,220,210,230,150,130,100,80,40,40,,,
Seletar,Total,490,40,50,20,10,10,20,40,60,80,60,30,30,20,10,10,-,-,-,,,
,Seletar,490,40,50,20,10,10,20,40,60,80,60,30,30,20,10,10,-,-,-,,,
Sembawang,Total,"65,220","5,560","5,130","4,200","4,460","3,710","5,190","7,620","6,720","5,780","5,220","4,090","2,660","1,550","1,280",920,570,290,270,,,
,Admiralty,"10,550","1,070",720,540,640,500,980,"1,490","1,050",820,760,600,440,280,260,180,110,50,50,,,
,Sembawang Central,"27,960","2,140","2,360","2,040","2,100","1,700","1,930","3,000","2,990","2,650","2,370","1,810","1,110",590,470,330,210,100,80,,,
,Sembawang East,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sembawang North,"22,650","2,130","1,780","1,300","1,410","1,310","2,040","2,840","2,310","1,940","1,750","1,420",890,490,410,290,170,100,70,,,
,Sembawang Springs,"3,130",180,220,250,230,160,190,210,290,300,230,210,170,150,90,80,70,40,60,,,
,Sembawang Straits,790,30,40,60,70,30,40,60,60,70,100,50,50,40,30,30,10,10,10,,,
,Senoko North,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Senoko South,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,The Wharves,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sengkang,Total,"144,730","12,090","11,370","9,850","9,220","7,830","10,870","17,000","15,170","12,500","11,940","9,460","6,530","3,570","2,810","1,820","1,400",740,570,,,
,Buangkok,"27,560","3,060","2,000","1,410","1,460","1,280","2,090","4,480","3,130","2,100","1,970","1,540","1,170",650,530,290,220,110,70,,,
,Jalan Kayu East,"9,010","1,080",440,340,430,450,"1,110","1,670",780,520,550,540,420,260,160,100,100,40,30,,,
,Jalan Kayu West,"1,020",20,40,80,70,60,60,50,50,70,100,90,70,40,50,40,40,30,70,,,
,Sengkang Town Centre,"48,220","3,550","4,260","3,750","3,230","2,580","3,160","4,710","5,350","4,640","4,200","3,130","2,100","1,130",930,630,470,240,190,,,
,Sungei Serangoon East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sungei Serangoon West,"53,840","3,870","4,370","4,110","3,770","3,230","3,710","5,260","5,450","4,810","4,780","3,860","2,530","1,380","1,030",690,530,290,190,,,
,Trafalgar,"5,090",510,260,170,260,240,750,840,420,360,350,310,240,120,110,70,40,30,20,,,
Serangoon,Total,"122,060","4,950","7,080","9,030","9,950","8,230","8,000","8,040","8,740","10,130","11,460","11,230","8,680","5,270","4,140","2,830","2,040","1,240","1,040",,,
,Seletar Hills,"11,380",380,650,920,"1,070",770,660,600,640,860,"1,050","1,070",910,600,470,310,220,120,110,,,
,Serangoon Central,"52,610","2,190","2,920","3,670","4,330","3,550","3,400","3,630","3,820","4,250","5,140","4,930","3,740","2,250","1,850","1,190",880,510,380,,,
,Serangoon Garden,"39,980","1,440","2,030","2,670","3,130","2,820","2,760","2,570","2,630","3,060","3,640","3,790","3,140","1,940","1,480","1,110",780,510,480,,,
,Serangoon North,"18,090",950,"1,480","1,760","1,420","1,080","1,170","1,240","1,660","1,960","1,630","1,450",900,480,360,220,170,90,70,,,
Simpang,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pulau Seletar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Simpang North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Simpang South,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tanjong Irau,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Singapore River,Total,"1,340",80,80,60,40,40,90,200,210,150,110,80,60,50,30,20,10,10,10,,,
,Boat Quay,190,10,10,10,10,10,20,30,20,20,20,10,10,10,10,10,-,-,-,,,
,Clarke Quay,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Robertson Quay,"1,080",70,70,50,30,30,70,160,190,130,90,60,50,30,20,20,10,10,10,,,
Southern Islands,Total,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sentosa,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Southern Group,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Straits View,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Straits View,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sungei Kadut,Total,850,30,20,40,40,40,60,60,60,60,60,50,60,50,50,50,40,40,50,,,
,Kranji,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Mandai,150,-,-,-,-,-,-,-,-,-,-,10,10,10,10,20,20,20,50,,,
,Pang Sua,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Reservoir View,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Turf Club,630,30,20,30,40,40,60,50,40,50,50,30,60,40,40,30,20,10,10,,,
Tampines,Total,"254,200","12,790","17,040","21,340","21,900","17,890","17,240","17,650","20,010","23,570","24,730","21,350","14,880","7,730","5,920","4,120","3,010","1,750","1,290",,,
,Simei,"41,990","2,280","2,920","3,420","3,580","2,480","2,710","3,370","3,710","3,980","4,080","3,310","2,430","1,250",920,620,450,270,200,,,
,Tampines East,"134,040","6,540","8,670","11,350","11,560","9,700","9,160","8,960","10,070","12,410","12,990","11,600","8,000","4,140","3,260","2,280","1,670",950,750,,,
,Tampines North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tampines West,"76,150","3,850","5,300","6,370","6,600","5,610","5,260","5,200","6,070","6,910","7,410","6,260","4,340","2,300","1,710","1,200",870,530,340,,,
,Xilin,"2,010",110,160,210,160,100,100,120,150,270,240,180,100,40,20,30,20,10,10,,,
Tanglin,Total,"16,840",860,"1,120","1,140",970,730,940,"1,360","1,710","1,720","1,510","1,320","1,130",770,550,340,310,200,160,,,
,Chatsworth,"4,940",250,290,300,270,200,310,490,550,510,450,360,300,210,180,100,80,50,50,,,
,Nassim,"7,320",370,530,520,450,330,380,510,710,780,650,600,540,330,200,140,140,90,70,,,
,Ridout,"1,220",70,60,70,60,60,70,110,110,100,110,110,100,70,50,30,30,20,10,,,
,Tyersall,"3,360",180,240,250,200,130,170,260,340,340,310,260,200,160,130,80,60,40,20,,,
Tengah,Total,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tengah,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Toa Payoh,Total,"116,310","4,610","5,560","6,580","6,810","6,280","7,940","8,900","8,860","9,580","10,170","9,470","8,330","6,160","6,280","4,330","3,220","1,750","1,480",,,
,Bidadari,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Boon Teck,"16,200",700,720,860,890,820,"1,010","1,120","1,160","1,320","1,440","1,320","1,100",960,980,730,520,300,270,,,
,Braddell,"11,160",380,490,630,660,630,800,790,790,890,960,960,780,620,670,430,320,200,160,,,
,Kallang,"8,540",320,430,530,470,440,600,650,650,660,740,610,650,450,520,340,260,130,120,,,
,Kim Keat,"8,760",310,430,570,660,530,560,610,690,760,860,710,610,440,430,260,180,90,70,,,
,Marymount,"12,820",460,560,620,670,630,860,"1,090",970,"1,050","1,050",970,950,720,840,540,400,240,220,,,
,Paya Lebar,"6,420",250,300,390,460,360,440,480,470,500,570,540,470,330,310,220,190,100,70,,,
,Pei Chun,"11,800",560,680,640,600,590,730,960,"1,050","1,060",990,860,760,600,660,470,330,160,120,,,
,Potong Pasir,"12,370",410,540,610,770,830,970,950,880,950,"1,050","1,260","1,170",690,520,340,210,120,110,,,
,Sennett,"4,120",110,200,240,330,260,250,200,240,290,400,390,310,230,180,140,170,90,80,,,
,Toa Payoh Central,"22,800","1,060","1,160","1,360","1,180","1,090","1,640","2,000","1,890","2,000","1,980","1,720","1,440","1,080","1,150",860,630,310,260,,,
,Woodleigh,"1,310",50,70,110,130,100,90,70,80,110,140,140,100,40,30,20,20,10,10,,,
Tuas,Total,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pioneer,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tengeh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Bay,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Coast,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Promenade,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas View,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Western Islands,Total,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Bukum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Jurong Island,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sudong,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Western Water Catchment,Total,790,60,70,50,40,40,60,70,90,90,100,70,30,20,10,-,-,-,-,,,
,Western Water Catchment,790,60,70,50,40,40,60,70,90,90,100,70,30,20,10,-,-,-,-,,,
Woodlands,Total,"229,050","15,550","20,150","21,010","17,470","14,200","15,220","19,380","23,040","22,820","19,450","14,560","9,720","5,450","4,420","2,940","1,960","1,030",700,,,
,Greenwood Park,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Midview,"32,430","1,920","3,290","3,740","2,630","1,950","1,760","2,170","3,470","3,720","2,750","1,910","1,160",620,540,340,230,140,110,,,
,North Coast,"14,360",610,800,"1,040","1,100","1,030","1,050",900,"1,080","1,250","1,350","1,210","1,040",650,530,360,210,100,60,,,
,Senoko West,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Woodgrove,"33,540","1,780","3,090","3,790","2,860","2,100","1,930","2,150","3,400","3,830","2,920","2,260","1,360",660,540,380,250,140,100,,,
,Woodlands East,"90,330","7,560","8,430","7,600","6,350","5,220","6,250","9,370","9,890","8,740","7,290","5,110","3,290","1,780","1,380",910,610,340,220,,,
,Woodlands Regional Centre,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Woodlands South,"29,210","2,340","2,750","2,390","2,170","1,880","2,270","2,810","2,990","2,560","2,350","1,700","1,170",670,480,300,230,110,60,,,
,Woodlands West,"29,160","1,340","1,800","2,450","2,370","2,030","1,970","1,970","2,210","2,710","2,790","2,370","1,700","1,060",940,650,430,210,140,,,
Yishun,Total,"177,800","9,250","11,350","12,910","15,210","12,840","13,110","13,660","14,310","16,690","16,910","14,340","10,390","5,890","4,440","2,860","1,860","1,020",760,,,
,Khatib,"11,370",470,600,830,"1,050",850,820,840,830,"1,070","1,200",960,770,390,280,170,120,70,60,,,
,Lower Seletar,850,70,80,100,50,30,30,70,120,100,70,40,30,30,20,20,-,10,-,,,
,Nee Soon,850,50,50,50,60,60,50,60,90,80,70,50,60,40,30,10,10,10,10,,,
,Northland,"31,460","1,680","2,170","2,320","2,650","2,370","2,340","2,450","2,570","2,910","3,080","2,470","1,770",920,710,430,320,170,120,,,
,Springleaf,"3,280",150,170,280,320,220,240,190,180,220,280,300,280,190,120,50,50,30,30,,,
,Yishun Central,"1,600",50,90,150,150,110,150,90,90,150,160,150,110,60,40,30,20,10,10,,,
,Yishun East,"31,290","1,810","2,260","2,680","2,960","1,990","2,120","2,510","2,570","3,260","2,950","2,300","1,580",860,600,420,210,120,90,,,
,Yishun South,"39,530","1,940","2,350","2,950","3,550","2,870","2,920","2,910","3,060","3,630","3,840","3,290","2,380","1,300","1,020",670,430,250,180,,,
,Yishun West,"57,570","3,030","3,570","3,560","4,410","4,330","4,450","4,540","4,800","5,280","5,260","4,780","3,410","2,110","1,640","1,080",690,360,260,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
