"Singapore Residents by Planning Area/Subzone, Age Group and Sex, June 2015",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Planning Area,Subzone,Total,0 - 4,5 - 9,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 & Over,,,
,Pasir Ris West,"36,330","1,480","1,960","2,610","3,580","3,340","1,970","2,030","2,430","2,920","3,860","3,690","2,380","1,560",970,540,460,330,230,,,
Paya Lebar,Total,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Airport Road,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar East,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar North,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar West,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Plab,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Pioneer,Total,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Benoi Sector,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Gul Basin,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Gul Circle,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Joo Koon,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pioneer Sector,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Punggol,Total,"109,750","12,000","9,200","6,190","4,450","3,940","6,750","15,690","13,400","10,610","6,500","5,540","4,730","3,960","3,020","1,560","1,040",660,510,,,
,Coney Island,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Matilda,"30,440","4,310","2,190","1,230",960,920,"2,290","6,060","3,690","2,300","1,430","1,260","1,070","1,060",790,400,230,150,110,,,
,Northshore,280,10,20,20,30,20,20,10,20,20,30,30,30,20,10,10,10,10,-,,,
,Punggol Canal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Punggol Field,"43,300","2,890","3,850","3,270","2,330","1,970","2,130","3,390","4,920","5,230","3,240","2,720","2,360","1,800","1,390",700,520,320,280,,,
,Punggol Town Centre,"7,390","1,200",610,260,170,150,540,"1,590","1,130",540,300,220,200,180,140,80,60,30,20,,,
,Waterway East,"28,340","3,600","2,530","1,410",960,880,"1,780","4,650","3,650","2,520","1,500","1,310","1,070",910,700,380,230,160,110,,,
Queenstown,Total,"98,050","4,450","4,510","4,360","4,750","5,290","6,150","7,110","7,650","8,050","7,610","7,500","6,730","6,150","5,900","3,950","3,700","2,420","1,780",,,
,Commonwealth,"8,130",310,310,310,340,380,530,590,560,630,630,670,610,520,490,370,390,290,210,,,
,Dover,"13,200",670,820,730,760,800,800,900,"1,010","1,140","1,100","1,020",850,720,710,430,390,200,160,,,
,Ghim Moh,"11,900",530,550,530,570,630,730,850,860,910,800,880,750,710,840,620,530,370,240,,,
,Holland Drive,"14,230",510,480,550,580,630,810,890,"1,130","1,290","1,110","1,050",940,950,1040,790,720,430,320,,,
,Kent Ridge,"1,080",30,50,50,40,60,100,90,70,90,110,90,80,80,60,40,20,10,-,,,
,Margaret Drive,"10,520",730,580,420,440,450,670,"1,070","1,080",880,730,680,630,580,580,330,320,200,150,,,
,Mei Chin,"16,750",640,750,820,990,"1,030","1,060","1,080","1,090","1,270","1,350","1,410","1,300","1,130",870,580,630,420,330,,,
,National University Of S'pore,360,10,10,10,10,170,60,20,10,20,10,20,10,10,-,-,-,-,-,,,
,One North,620,40,50,20,30,20,20,60,70,90,90,50,20,20,20,10,-,-,-,,,
,Pasir Panjang 1,"4,010",200,200,210,210,260,280,290,380,350,330,330,280,250,200,100,60,50,40,,,
,Pasir Panjang 2,"3,520",170,140,180,220,250,260,240,230,260,280,280,290,330,200,90,50,30,30,,,
,Port,140,-,-,-,10,10,10,-,10,10,10,20,20,10,10,-,-,-,-,,,
,Queensway,280,10,10,10,20,20,20,30,20,40,20,20,20,20,20,10,10,-,-,,,
,Singapore Polytechnic,160,20,10,10,10,10,10,10,20,10,10,10,10,10,-,-,-,-,-,,,
,Tanglin Halt,"13,160",580,550,510,520,570,780,"1,000","1,110","1,080","1,020",980,930,830,860,580,580,400,280,,,
River Valley,Total,"9,190",420,520,520,410,470,500,640,870,"1,050",870,670,620,500,470,260,180,100,130,,,
,Institution Hill,"3,380",210,230,190,130,150,190,280,390,430,310,190,180,170,150,70,50,20,20,,,
,Leonie Hill,"2,450",100,140,150,120,130,130,170,230,310,240,200,170,130,110,60,30,20,20,,,
,One Tree Hill,"1,840",60,70,100,120,110,90,100,110,160,180,160,170,120,100,70,40,30,40,,,
,Oxley,"1,380",50,70,70,40,70,90,80,120,130,120,100,90,80,100,60,50,20,40,,,
,Paterson,150,-,10,10,-,10,10,10,20,20,10,20,10,10,-,-,-,-,-,,,
Rochor,Total,"14,590",550,570,580,610,690,890,"1,050","1,270","1,260","1,060","1,110","1,130","1,050",900,620,510,340,400,,,
,Bencoolen,"1,460",70,50,40,60,70,90,100,110,120,130,120,130,110,90,50,50,40,40,,,
,Farrer Park,"3,130",130,170,140,130,130,180,250,310,290,240,210,210,230,160,110,90,60,110,,,
,Kampong Glam,170,10,10,-,-,-,10,10,10,10,10,20,10,10,10,10,10,10,30,,,
,Little India,"3,850",110,140,160,180,210,230,230,300,320,280,310,330,300,260,190,150,90,90,,,
,Mackenzie,110,-,10,10,10,-,-,20,20,20,10,10,-,-,-,-,-,-,-,,,
,Mount Emily,"1,110",70,60,50,30,30,60,120,170,150,100,70,60,50,40,10,10,10,20,,,
,Rochor Canal,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Selegie,270,10,10,10,10,20,20,20,40,20,20,20,20,20,10,10,10,10,10,,,
,Sungei Road,"2,420",110,90,110,120,130,170,150,170,180,160,180,170,170,180,130,100,70,40,,,
,Victoria,"2,060",50,50,50,70,100,130,150,160,150,130,180,200,170,170,110,100,50,60,,,
Seletar,Total,270,10,20,20,20,10,10,-,20,40,30,40,20,10,10,-,10,-,-,,,
,Pulau Punggol Barat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pulau Punggol Timor,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Seletar,260,10,20,20,20,10,-,-,20,40,30,30,20,10,10,-,10,-,-,,,
,Seletar Aerospace Park,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sembawang,Total,"76,530","4,460","5,400","5,370","4,820","4,490","5,120","6,380","7,200","7,650","6,110","5,670","4,890","3,440","2,210","1,280",930,620,490,,,
,Admiralty,"14,410","1,000","1,130","1,000",780,700,"1,020","1,310","1,470","1,490","1,030",980,820,570,420,280,200,130,90,,,
,Sembawang Central,"29,140","1,500","1,840","2,020","2,010","1,900","2,050","2,300","2,550","2,900","2,450","2,290","2,010","1,360",770,450,330,230,200,,,
,Sembawang East,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sembawang North,"26,860","1,700","2,100","1,940","1,570","1,460","1,710","2,470","2,750","2,720","2,080","1,870","1,670","1,210",740,380,260,150,90,,,
,Sembawang Springs,"4,290",170,240,310,320,290,240,200,320,390,390,350,250,220,190,120,110,90,100,,,
,Sembawang Straits,"1,700",100,90,110,140,130,100,90,110,150,140,160,130,70,80,40,30,20,10,,,
,Senoko North,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Senoko South,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,The Wharves,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sengkang,Total,"206,680","15,340","15,180","12,630","11,840","10,870","14,330","21,130","21,090","19,230","14,700","13,630","12,640","9,270","6,430","3,350","2,410","1,450","1,160",,,
,Anchorvale,"38,040","3,000","3,170","2,550","1,800","1,620","3,000","4,020","4,060","4,220","2,460","2,120","2,030","1,540","1,100",600,390,200,170,,,
,Compassvale,"18,510","1,930","1,710",950,580,570,"1,170","2,500","3,000","1,700",970,870,760,670,490,290,210,90,60,,,
,Fernvale,"35,590","4,160","2,900","1,650","1,310","1,310","2,740","5,470","4,220","2,810","1,910","1,750","1,630","1,260","1,010",550,400,290,230,,,
,Lorong Halus North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Rivervale,"59,860","3,080","3,810","3,960","4,260","3,930","4,080","4,430","4,940","5,520","4,830","4,690","4,390","3,210","2,160","1,020",740,460,350,,,
,Sengkang Town Centre,"54,680","3,160","3,580","3,530","3,880","3,450","3,340","4,720","4,870","4,990","4,530","4,200","3,830","2,590","1,670",890,670,420,350,,,
,Sengkang West,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Serangoon,Total,"120,670","4,070","5,080","6,210","7,730","9,160","9,040","7,510","7,460","8,540","8,770","10,040","10,780","9,160","6,850","3,680","2,980","1,930","1,660",,,
,Lorong Chuan,"8,390",310,430,530,660,680,540,380,450,620,720,790,720,480,370,210,200,150,160,,,
,Seletar Hills,"13,580",530,600,760,990,"1,100",970,720,750,960,980,"1,090","1,160",980,780,450,360,220,180,,,
,Serangoon Central,"26,480",880,960,"1,250","1,480","1,810","2,210","1,870","1,680","1,940","1,850","2,150","2,500","2,200","1,590",780,690,380,290,,,
,Serangoon Garden,"39,180","1,250","1,570","1,850","2,310","2,790","2,860","2,500","2,450","2,690","2,680","3,080","3,500","3,190","2,490","1,390","1,100",770,710,,,
,Serangoon North,"17,490",590,900,"1,100","1,390","1,550","1,190","1,090","1,160","1,300","1,490","1,630","1,440","1,110",680,360,250,160,110,,,
,Serangoon North Ind Estate,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Upper Paya Lebar,"15,540",510,640,730,900,"1,230","1,270",960,970,"1,040","1,050","1,300","1,480","1,200",930,500,390,250,210,,,
Simpang,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pulau Seletar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Simpang North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Simpang South,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tanjong Irau,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Singapore River,Total,"2,720",200,170,120,90,80,90,280,360,410,270,190,140,100,90,50,40,10,30,,,
,Boat Quay,180,10,10,-,-,-,10,20,20,20,10,10,10,10,10,10,10,-,-,,,
,Clarke Quay,130,-,-,-,10,-,10,20,10,20,10,10,10,-,-,-,-,-,10,,,
,Robertson Quay,"2,420",180,170,120,80,80,80,240,330,370,240,160,130,90,70,40,30,10,20,,,
Southern Islands,Total,"1,480",90,90,80,90,80,70,60,120,160,200,180,110,70,40,20,10,10,-,,,
,Sentosa,"1,470",90,90,80,90,80,70,60,120,160,200,180,110,70,40,20,10,10,-,,,
,Southern Group,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Straits View,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Straits View,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sungei Kadut,Total,850,30,30,40,40,40,50,50,40,60,60,50,70,50,60,40,40,30,50,,,
,Gali Batu,130,-,-,-,-,-,-,-,-,10,-,-,10,10,10,20,10,10,40,,,
,Kranji,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pang Sua,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Reservoir View,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Turf Club,660,30,20,30,40,40,50,40,40,40,50,50,50,40,50,30,30,20,10,,,
Tampines,Total,"261,230","11,210","12,260","13,820","18,180","21,380","20,420","18,820","18,000","18,310","19,840","22,810","22,490","17,360","11,470","5,500","4,300","2,830","2,240",,,
,Simei,"42,710","1,920","2,140","2,300","2,900","3,310","2,970","3,140","3,290","3,410","3,250","3,730","3,460","2,600","1,860",850,710,420,430,,,
,Tampines East,"138,500","5,820","6,220","7,100","9,680","11,610","10,970","10,030","9,220","9,170","10,530","12,140","12,200","9,440","6,220","3,000","2,350","1,560","1,220",,,
,Tampines North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tampines West,"78,110","3,410","3,830","4,310","5,430","6,280","6,340","5,530","5,390","5,600","5,900","6,700","6,630","5,210","3,320","1,630","1,220",820,580,,,
,Xilin,"1,920",70,70,110,170,180,130,110,100,130,160,240,200,110,60,30,20,20,10,,,
Tanglin,Total,"19,000",930,"1,290","1,110","1,010",960,880,"1,140","1,580","1,990","1,800","1,530","1,260","1,140",940,540,380,250,270,,,
,Chatsworth,"5,740",310,340,280,270,250,260,460,600,710,570,430,350,300,250,170,100,60,60,,,
,Nassim,"8,340",420,640,560,440,430,360,410,640,860,790,690,560,510,430,210,150,110,130,,,
,Ridout,"1,400",70,70,80,70,80,70,100,110,100,110,130,100,100,90,40,40,30,30,,,
,Tyersall,"3,520",130,240,190,220,210,200,170,240,320,340,280,260,230,160,120,90,60,50,,,
Tengah,Total,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tengah,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Toa Payoh,Total,"124,940","5,040","5,650","5,740","6,470","7,330","7,620","8,440","9,040","10,140","9,440","9,730","9,910","8,290","7,410","5,040","4,500","2,810","2,350",,,
,Bidadari,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Boon Teck,"15,110",530,650,730,800,950,900,870,830,"1,050","1,120","1,270","1,280","1,050",940,690,660,430,390,,,
,Braddell,"10,760",390,510,500,590,690,690,690,730,800,840,840,850,740,610,440,390,220,250,,,
,Joo Seng,"6,720",220,350,300,360,400,440,420,480,550,500,540,530,490,410,250,230,150,120,,,
,Kim Keat,"8,610",300,360,330,440,600,650,560,570,660,610,690,790,590,540,330,280,160,140,,,
,Lorong 8 Toa Payoh,"8,220",270,300,340,450,540,490,470,530,630,620,660,680,580,530,400,350,210,170,,,
,Pei Chun,"11,780",410,550,640,630,620,640,690,830,"1,030","1,000",940,950,720,680,510,460,280,220,,,
,Potong Pasir,"12,650",460,470,570,540,720,900,910,910,"1,080",920,930,"1,100","1,100",900,460,340,220,140,,,
,Sennett,"4,540",130,180,230,270,330,300,260,250,300,280,350,410,330,310,190,150,130,150,,,
,Toa Payoh Central,"30,740","1,800","1,640","1,450","1,640","1,620","1,710","2,520","2,760","2,680","2,340","2,250","2,110","1,640","1,520","1,060",960,610,450,,,
,Toa Payoh West,"13,360",410,480,520,600,710,760,890,950,"1,110","1,000","1,100","1,030",900,880,680,670,370,320,,,
,Woodleigh,"2,440",130,170,140,140,170,150,180,210,240,210,180,180,150,90,40,20,20,20,,,
Tuas,Total,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tengeh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Bay,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas North,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Promenade,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas View,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas View Extension,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Western Islands,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Jurong Island And Bukom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Semakau,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sudong,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Western Water Catchment,Total,900,40,50,50,40,130,80,40,90,100,60,60,60,40,10,10,10,10,30,,,
,Western Water Catchment,900,40,50,50,40,130,80,40,90,100,60,60,60,40,10,10,10,10,30,,,
Woodlands,Total,"250,290","11,960","14,430","17,000","21,030","20,050","17,920","18,460","18,680","21,110","22,230","21,060","16,810","11,640","7,630","4,060","3,090","1,890","1,250",,,
,Greenwood Park,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Midview,"35,510","1,560","1,840","2,550","3,520","3,290","2,570","2,400","2,240","2,670","3,520","3,190","2,280","1,520",950,540,400,270,210,,,
,North Coast,"14,610",510,580,740,"1,020","1,190","1,100",940,960,"1,020","1,180","1,340","1,200",980,800,430,330,190,110,,,
,Senoko West,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Woodgrove,"35,850","1,360","1,800","2,340","3,470","3,450","2,570","2,320","2,310","2,800","3,600","3,240","2,540","1,640","1,000",540,410,270,200,,,
,Woodlands East,"95,510","4,930","6,210","7,040","7,900","6,860","6,730","7,400","8,010","9,200","8,400","7,780","5,890","3,840","2,360","1,160",920,550,360,,,
,Woodlands Regional Centre,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Woodlands South,"35,840","2,230","2,550","2,630","2,780","2,310","2,490","3,070","3,190","3,200","2,860","2,540","2,120","1,600","1,070",530,350,220,140,,,
,Woodlands West,"32,890","1,370","1,450","1,690","2,350","2,950","2,450","2,320","1,950","2,220","2,670","2,960","2,790","2,070","1,470",860,690,400,240,,,
Yishun,Total,"201,970","10,230","9,950","10,440","12,190","14,650","17,010","17,040","15,420","15,110","14,950","17,360","15,950","12,310","8,340","4,430","3,190","1,940","1,480",,,
,Khatib,"10,850",340,440,490,640,920,900,780,720,770,810,"1,060","1,030",770,540,280,170,120,80,,,
,Lower Seletar,"2,870",290,210,210,180,140,300,340,230,260,240,190,110,60,50,30,20,10,10,,,
,Nee Soon,900,50,40,50,50,50,60,40,70,80,80,80,60,50,50,40,20,20,10,,,
,Northland,"30,380","1,110","1,460","1,630","1,970","2,380","2,490","2,220","2,270","2,270","2,340","2,800","2,690","1,910","1,270",640,460,260,220,,,
,Springleaf,"3,880",140,170,220,260,350,290,190,250,250,250,310,330,300,250,130,90,40,50,,,
,Yishun Central,"1,490",50,70,50,110,150,120,120,80,70,110,150,140,120,70,40,20,10,10,,,
,Yishun East,"54,880","4,580","3,210","2,850","3,110","3,600","5,010","6,470","4,800","3,890","3,660","4,060","3,340","2,570","1,720",820,590,360,230,,,
,Yishun South,"38,840","1,430","1,770","1,980","2,350","3,120","3,290","2,700","2,750","2,940","2,790","3,600","3,310","2,630","1,800",930,670,430,360,,,
,Yishun West,"57,890","2,240","2,590","2,960","3,520","3,930","4,550","4,200","4,250","4,570","4,690","5,110","4,940","3,900","2,590","1,520","1,140",680,520,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
