"Singapore Residents by Planning Area/Subzone, Age Group and Sex, June 2008",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Planning Area,Subzone,Total,0 - 4,5 - 9,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 & Over,,,
,Gul Basin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Gul Circle,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Joo Koon,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pioneer Sector,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Punggol,Total,"54,560","6,600","4,290","2,600","2,530","2,160","3,960","8,940","6,750","4,190","3,420","2,860","2,210","1,570","1,010",640,430,250,160,,,
,Subzone 1,230,10,10,20,10,10,20,10,30,20,20,20,20,20,10,-,10,-,-,,,
,Subzone 2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Subzone 3,"6,350",730,430,260,310,250,490,"1,090",690,470,460,370,290,180,130,80,60,30,20,,,
,Subzone 4,"40,080","4,650","3,330","2,060","1,910","1,640","2,820","6,080","5,130","3,170","2,570","2,110","1,580","1,170",750,490,310,190,130,,,
,Subzone 5,"7,910","1,200",520,260,300,260,640,"1,760",900,530,380,360,320,200,130,70,50,20,10,,,
,Subzone 6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Queenstown,Total,"96,140","4,480","4,600","4,850","4,790","4,760","6,900","8,370","8,270","8,140","7,510","7,090","6,480","5,470","5,010","4,010","2,830","1,520","1,050",,,
,Commonwealth,"8,510",350,340,290,350,420,610,670,660,710,670,650,580,490,540,480,370,200,150,,,
,Dover,"11,660",610,680,700,660,550,820,"1,020","1,050","1,060",940,830,760,660,490,400,220,140,80,,,
,Ghim Moh,"11,780",490,560,600,540,560,850,960,960,910,810,790,860,820,750,570,390,200,160,,,
,Holland Drive,"15,540",650,690,690,640,700,"1,050","1,480","1,460","1,270","1,130","1,050","1,090","1,010","1,000",710,500,250,190,,,
,Kent Ridge,"1,340",70,70,80,80,90,140,120,140,130,90,120,90,60,40,20,10,-,-,,,
,Margaret Drive,"8,770",560,440,420,410,330,720,"1,070",800,700,700,560,530,410,380,310,220,130,90,,,
,Mei Chin,"17,090",790,870,990,"1,010",920,"1,010","1,260","1,440","1,530","1,450","1,380","1,120",790,820,680,540,290,200,,,
,National University Of Singapore,230,20,20,10,-,50,30,30,20,20,20,10,-,-,-,-,-,-,-,,,
,One North,210,10,10,10,10,-,20,20,40,30,30,10,10,10,10,-,-,-,-,,,
,Pasir Panjang 1,"3,260",160,190,210,230,220,250,230,290,290,300,300,210,140,80,60,50,30,30,,,
,Pasir Panjang 2,"3,520",170,170,260,270,240,260,230,270,300,300,370,290,180,110,40,30,20,20,,,
,Port,300,10,20,20,20,20,20,30,20,30,30,20,20,20,10,-,10,-,-,,,
,Queensway,300,20,20,20,20,20,20,40,30,20,30,20,20,20,10,10,-,-,-,,,
,Singapore Polytechnic,170,10,20,10,10,10,20,20,20,20,20,10,-,-,-,-,-,-,-,,,
,Tanglin Halt,"13,480",570,540,550,570,640,"1,090","1,200","1,070","1,110","1,000",980,920,870,790,730,470,260,140,,,
River Valley,Total,"8,390",380,440,470,500,410,600,710,890,830,730,660,560,430,270,190,120,100,90,,,
,Institution Hill,"2,750",150,170,160,150,130,230,270,310,290,220,210,170,110,70,50,20,20,20,,,
,Leonie Hill,"2,570",110,130,150,160,140,180,210,280,260,250,210,170,140,70,40,40,20,20,,,
,One Tree Hill,"1,610",70,80,100,100,80,100,100,140,160,130,140,110,90,60,60,30,30,30,,,
,Oxley,"1,390",60,60,60,90,60,90,130,140,110,120,100,100,90,70,40,30,20,20,,,
,Paterson,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Rochor,Total,"15,570",670,630,680,780,810,"1,210","1,400","1,230","1,200","1,230","1,240","1,170",880,830,620,500,280,220,,,
,Bencoolen,"1,590",50,60,70,70,90,110,110,140,160,140,140,110,80,80,70,60,30,20,,,
,Farrer Park,"3,330",180,140,130,150,190,340,360,260,240,260,260,240,160,140,100,80,80,30,,,
,Kampong Glam,200,10,10,10,-,10,20,10,10,10,10,20,20,10,10,10,30,20,10,,,
,Little India,"4,210",180,200,190,240,200,280,350,310,320,330,340,320,250,250,170,150,70,60,,,
,Mackenzie,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Mount Emily,850,40,30,50,40,40,80,120,100,80,70,60,40,30,20,20,20,10,10,,,
,Rochor Canal,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Selegie,340,10,20,20,20,20,20,40,30,20,20,30,30,20,10,10,10,10,-,,,
,Sungei Road,"2,520",120,110,100,130,140,160,190,190,180,190,180,190,180,170,140,90,40,30,,,
,Victoria,"2,480",90,70,110,120,120,190,210,180,190,200,210,230,160,140,110,70,40,50,,,
Seletar,Total,520,30,50,40,20,10,20,40,60,80,70,40,20,30,10,10,-,-,-,,,
,Seletar,520,30,50,40,20,10,20,40,60,80,70,40,20,30,10,10,-,-,-,,,
Sembawang,Total,"67,630","5,550","5,410","4,350","4,480","3,870","5,310","7,480","7,270","5,920","5,390","4,360","2,930","1,760","1,360",940,620,330,300,,,
,Admiralty,"10,960","1,060",830,570,620,540,900,"1,520","1,170",850,790,630,470,310,270,180,120,50,50,,,
,Sembawang Central,"28,950","2,130","2,420","2,070","2,130","1,790","2,150","2,880","3,190","2,660","2,450","1,950","1,200",670,490,350,220,120,90,,,
,Sembawang East,110,10,-,-,10,10,10,10,20,10,10,10,10,10,10,-,-,-,-,,,
,Sembawang North,"23,320","2,150","1,890","1,370","1,410","1,320","1,990","2,790","2,520","2,010","1,770","1,490","1,000",560,430,300,170,110,70,,,
,Sembawang Springs,"3,450",170,230,270,240,170,220,230,290,330,270,230,190,170,130,90,100,50,80,,,
,Sembawang Straits,790,40,30,60,70,40,50,50,60,60,100,60,50,40,30,30,10,10,10,,,
,Senoko North,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Senoko South,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,The Wharves,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sengkang,Total,"152,990","12,760","11,680","10,350","9,410","8,420","11,750","17,020","16,550","12,940","12,360","10,350","7,150","4,310","3,050","1,920","1,490",830,660,,,
,Buangkok,"29,290","3,200","2,200","1,510","1,440","1,410","2,270","4,290","3,650","2,210","2,040","1,700","1,260",790,610,310,220,130,80,,,
,Jalan Kayu East,"9,990","1,280",520,340,440,500,"1,040","1,820",970,580,590,620,470,330,190,120,120,50,30,,,
,Jalan Kayu West,"1,120",20,40,80,80,50,50,50,50,70,100,100,80,50,70,50,60,50,100,,,
,Sengkang Town Centre,"49,860","3,580","4,200","3,950","3,320","2,740","3,490","4,490","5,500","4,760","4,300","3,420","2,250","1,320",980,640,490,260,190,,,
,Sungei Serangoon East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sungei Serangoon West,"55,080","3,840","4,300","4,250","3,810","3,400","3,810","4,950","5,730","4,840","4,850","4,100","2,770","1,640","1,060",700,540,310,210,,,
,Trafalgar,"7,650",860,420,230,330,320,"1,090","1,430",660,490,480,420,320,190,150,110,60,40,60,,,
Serangoon,Total,"122,750","4,870","6,760","8,630","10,040","8,540","8,370","7,770","8,850","9,790","11,100","11,420","9,070","5,900","4,160","2,990","2,130","1,270","1,110",,,
,Seletar Hills,"11,550",390,620,890,"1,080",820,700,620,670,810,"1,040","1,090",920,640,470,330,230,120,110,,,
,Serangoon Central,"52,640","2,100","2,830","3,440","4,260","3,760","3,530","3,400","3,860","4,100","4,910","5,040","3,880","2,560","1,850","1,280",890,550,410,,,
,Serangoon Garden,"40,130","1,450","1,940","2,540","3,170","2,800","2,890","2,520","2,710","2,950","3,480","3,810","3,250","2,140","1,480","1,150",840,500,520,,,
,Serangoon North,"18,440",940,"1,370","1,770","1,530","1,160","1,240","1,230","1,610","1,920","1,670","1,480","1,020",570,360,240,170,100,80,,,
Simpang,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pulau Seletar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Simpang North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Simpang South,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tanjong Irau,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Singapore River,Total,"1,350",90,70,60,50,50,90,180,210,160,110,90,60,40,40,20,10,10,10,,,
,Boat Quay,200,10,-,-,10,10,20,30,30,20,10,10,10,10,10,10,-,-,-,,,
,Clarke Quay,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Robertson Quay,"1,080",70,60,60,50,40,60,140,170,130,100,70,50,30,30,10,10,10,10,,,
Southern Islands,Total,220,10,10,10,10,10,-,10,30,40,30,20,20,10,10,-,-,-,-,,,
,Sentosa,220,10,10,10,10,10,-,10,30,40,30,20,20,10,10,-,-,-,-,,,
,Southern Group,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Straits View,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Straits View,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sungei Kadut,Total,830,30,20,40,40,40,60,50,60,60,50,50,50,70,40,50,30,40,50,,,
,Kranji,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Mandai,150,-,-,-,-,-,-,-,-,-,-,10,10,10,10,20,20,30,50,,,
,Pang Sua,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Reservoir View,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Turf Club,610,20,20,30,40,40,60,50,50,50,40,40,40,50,30,40,10,10,10,,,
Tampines,Total,"256,760","12,340","16,070","20,720","22,380","18,560","18,330","17,440","19,400","22,810","24,520","22,430","15,890","9,160","6,040","4,200","3,150","1,880","1,430",,,
,Simei,"42,280","2,190","2,730","3,300","3,740","2,600","2,820","3,200","3,640","3,860","4,100","3,480","2,510","1,510",930,650,480,300,240,,,
,Tampines East,"135,610","6,340","8,160","10,980","11,800","9,960","9,860","9,000","9,720","12,000","12,850","12,190","8,610","4,910","3,310","2,340","1,760","1,020",820,,,
,Tampines North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tampines West,"76,800","3,700","5,040","6,250","6,670","5,880","5,530","5,110","5,900","6,710","7,330","6,570","4,660","2,680","1,770","1,190",890,560,370,,,
,Xilin,"2,070",110,150,190,180,120,120,130,140,250,240,200,110,50,30,20,30,10,10,,,
Tanglin,Total,"16,330",880,"1,010","1,060","1,020",720,880,"1,190","1,640","1,660","1,520","1,280","1,100",800,560,350,280,210,160,,,
,Chatsworth,"4,770",280,260,300,280,190,300,410,550,510,430,360,280,210,180,100,60,50,50,,,
,Nassim,"7,040",370,490,460,460,320,350,460,690,690,660,580,500,370,200,140,140,100,80,,,
,Ridout,"1,180",60,50,70,70,60,80,90,90,100,110,110,100,80,40,30,30,20,10,,,
,Tyersall,"3,340",180,220,230,220,150,150,230,320,370,310,240,230,150,130,90,60,40,20,,,
Tengah,Total,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tengah,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Toa Payoh,Total,"118,990","4,840","5,520","6,510","7,020","6,360","8,350","8,840","9,240","9,590","10,090","9,840","8,440","6,770","6,210","4,520","3,340","1,880","1,630",,,
,Bidadari,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Boon Teck,"15,500",650,700,850,860,800,990,980,"1,090","1,190","1,370","1,280","1,060",940,880,710,530,300,330,,,
,Braddell,"11,280",420,460,630,670,620,820,810,800,870,960,980,790,660,660,440,330,200,170,,,
,Kallang,"8,590",290,400,520,510,440,590,650,660,650,720,640,660,480,520,350,280,130,120,,,
,Kim Keat,"8,840",340,410,520,680,550,590,590,730,720,820,760,600,490,410,280,180,100,70,,,
,Marymount,"12,910",450,550,620,660,630,880,"1,010","1,040","1,040","1,040",970,950,780,820,580,420,260,230,,,
,Paya Lebar,"6,470",260,300,370,460,370,450,460,460,510,580,550,470,370,300,220,170,110,60,,,
,Pei Chun,"12,020",580,660,640,600,620,780,930,"1,040","1,080","1,000",920,760,640,650,480,350,170,130,,,
,Potong Pasir,"12,700",450,530,600,770,810,"1,030",960,970,970,"1,010","1,270","1,190",800,540,360,220,120,110,,,
,Sennett,"4,290",130,190,250,330,270,280,220,240,290,380,430,330,270,180,140,170,110,90,,,
,Toa Payoh Central,"24,850","1,210","1,240","1,420","1,320","1,170","1,820","2,140","2,100","2,130","2,060","1,890","1,560","1,290","1,230",940,670,370,300,,,
,Woodleigh,"1,530",60,100,100,160,90,110,90,110,140,150,160,100,60,30,20,20,10,10,,,
Tuas,Total,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pioneer,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tengeh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Bay,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Coast,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Promenade,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas View,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Western Islands,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Bukum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Jurong Island,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sudong,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Western Water Catchment,Total,890,60,70,60,40,90,60,80,110,80,110,60,50,20,10,-,-,-,-,,,
,Western Water Catchment,890,60,70,60,40,90,60,80,110,80,110,60,50,20,10,-,-,-,-,,,
Woodlands,Total,"234,520","15,090","19,320","21,560","18,410","14,880","16,400","18,770","22,720","23,330","20,240","15,590","10,470","6,230","4,510","3,110","2,010","1,170",720,,,
,Greenwood Park,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Midview,"33,540","1,850","3,060","3,870","2,890","2,110","2,000","2,090","3,240","3,890","2,950","2,080","1,280",720,560,390,240,170,150,,,
,North Coast,"14,560",610,760,990,"1,170","1,030","1,060",950,"1,050","1,300","1,360","1,200","1,070",740,530,380,200,110,60,,,
,Senoko West,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Woodgrove,"34,120","1,690","2,840","3,850","3,060","2,220","2,120","2,150","3,090","3,870","3,050","2,400","1,460",770,580,390,280,160,110,,,
,Woodlands East,"91,840","7,190","8,130","7,990","6,550","5,480","6,640","8,730","10,070","8,880","7,540","5,560","3,550","2,030","1,390",940,600,370,200,,,
,Woodlands Regional Centre,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Woodlands South,"30,380","2,380","2,780","2,480","2,210","1,930","2,400","2,870","3,110","2,670","2,470","1,800","1,310",750,490,320,230,120,70,,,
,Woodlands West,"30,080","1,380","1,750","2,370","2,540","2,110","2,180","1,970","2,170","2,710","2,860","2,540","1,790","1,220",950,690,460,240,140,,,
Yishun,Total,"180,400","9,130","10,870","12,620","15,270","13,350","13,830","13,500","14,370","15,970","17,210","15,030","11,010","6,700","4,700","2,930","1,990","1,100",830,,,
,Khatib,"11,480",470,550,800,"1,050",860,880,820,850,"1,000","1,200","1,010",810,460,300,160,130,80,60,,,
,Lower Seletar,970,60,90,110,70,40,50,70,110,110,90,50,30,30,30,20,10,10,-,,,
,Nee Soon,840,50,40,50,60,50,50,70,80,70,80,60,50,50,30,10,20,10,10,,,
,Northland,"31,950","1,630","2,100","2,290","2,640","2,480","2,490","2,450","2,610","2,770","3,090","2,650","1,850","1,070",740,480,290,180,130,,,
,Springleaf,"3,400",140,170,290,330,250,230,210,210,210,300,320,290,200,120,50,50,30,20,,,
,Yishun Central,"1,580",50,70,140,140,130,150,90,80,140,160,150,110,60,40,30,20,10,10,,,
,Yishun East,"31,840","1,840","2,170","2,590","3,100","2,060","2,240","2,480","2,560","3,100","3,090","2,390","1,740",960,650,420,250,120,90,,,
,Yishun South,"39,720","1,860","2,230","2,750","3,610","2,980","3,060","2,840","3,060","3,440","3,850","3,390","2,510","1,560","1,040",650,480,250,190,,,
,Yishun West,"58,630","3,030","3,450","3,600","4,280","4,510","4,690","4,480","4,820","5,130","5,370","5,010","3,640","2,310","1,760","1,110",750,410,310,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
