"Singapore Residents by Planning Area/Subzone, Age Group and Sex, June 2003",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Planning Area,Subzone,Total,0 - 4,5 - 9,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 & Over,,,
,Pioneer Sector,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Punggol,Total,"24,450","2,500","1,440","1,430","1,130","1,210","3,400","3,760","2,390","2,100","1,620","1,130",800,550,380,260,180,90,70,,,
,Subzone 1,200,10,20,10,20,10,10,10,10,20,20,20,20,10,-,-,-,-,-,,,
,Subzone 2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Subzone 3,"1,860",180,90,100,90,80,270,270,200,160,130,90,60,60,30,20,20,10,-,,,
,Subzone 4,"21,830","2,250","1,310","1,270","1,020","1,090","3,000","3,410","2,120","1,880","1,430","1,000",710,480,340,230,160,80,70,,,
,Subzone 5,560,60,20,40,20,30,120,70,60,40,40,20,20,10,10,-,-,-,-,,,
,Subzone 6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Queenstown,Total,"92,570","4,780","4,920","4,880","4,350","5,300","7,510","8,030","8,160","7,590","7,260","6,590","5,610","5,410","4,540","3,540","2,070","1,160",870,,,
,Commonwealth,"8,630",440,330,370,370,460,680,730,720,670,670,560,470,590,550,460,280,170,130,,,
,Dover,"11,330",670,750,690,530,640,880,970,"1,110","1,030",890,820,690,540,440,290,210,100,70,,,
,Ghim Moh,"11,590",540,580,520,510,720,"1,050",980,950,790,800,850,850,810,630,500,260,160,110,,,
,Holland Drive,"16,100",840,760,690,640,870,"1,520","1,640","1,370","1,220","1,090","1,120","1,060","1,090",830,640,350,200,160,,,
,Kent Ridge,"1,280",70,90,90,80,90,110,140,140,120,130,100,60,40,20,10,-,-,-,,,
,Margaret Drive,"6,600",360,370,360,290,390,530,560,600,600,510,500,370,340,300,230,160,80,70,,,
,Mei Chin,"17,120",880,"1,000","1,010",870,870,"1,220","1,400","1,560","1,540","1,480","1,170",880,930,810,710,420,220,170,,,
,National University Of Singapore,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,One North,190,10,10,20,10,10,10,20,30,30,20,10,10,10,-,10,-,-,-,,,
,Pasir Panjang 1,"3,020",160,210,240,220,220,220,190,270,310,340,230,150,90,60,50,30,20,20,,,
,Pasir Panjang 2,"3,210",160,240,270,240,240,190,200,270,310,360,310,180,120,40,40,30,20,10,,,
,Port,220,10,10,10,10,20,20,20,20,30,20,20,10,10,-,10,10,-,-,,,
,Queensway,240,10,10,10,10,20,20,20,20,20,30,30,10,10,10,-,-,-,-,,,
,Singapore Polytechnic,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tanglin Halt,"12,870",630,550,570,570,750,"1,030","1,130","1,090",920,920,890,860,850,850,590,350,190,130,,,
River Valley,Total,"8,950",400,520,560,460,520,750,840,840,790,870,660,550,350,270,190,170,110,100,,,
,Institution Hill,"2,750",140,150,180,140,190,260,270,270,230,260,210,150,100,70,50,40,20,20,,,
,Leonie Hill,"2,780",130,190,190,140,140,230,260,290,290,270,190,150,90,70,50,50,40,30,,,
,One Tree Hill,"1,830",70,110,110,110,120,120,150,160,130,190,140,150,80,70,40,40,30,30,,,
,Oxley,"1,420",60,70,70,50,70,130,150,120,120,130,110,100,80,60,40,30,20,20,,,
,Paterson,170,10,10,10,10,10,10,10,10,10,10,20,10,10,10,10,10,-,10,,,
Rochor,Total,"14,900",580,670,770,730,890,"1,210","1,150","1,120","1,230","1,270","1,230",950,930,710,640,390,240,180,,,
,Bencoolen,"1,680",70,80,90,90,80,120,140,140,150,130,130,90,100,80,80,40,40,30,,,
,Farrer Park,"2,480",90,120,110,160,170,190,150,150,220,240,230,150,140,110,100,90,40,30,,,
,Kampong Glam,220,10,10,10,10,10,10,10,10,10,20,20,10,20,10,30,20,-,10,,,
,Little India,"4,230",160,190,240,200,250,340,320,330,330,360,360,280,280,200,190,100,50,60,,,
,Mackenzie,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Mount Emily,820,40,50,60,30,30,70,100,110,90,70,40,30,20,20,30,20,10,10,,,
,Rochor Canal,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Selegie,340,20,20,20,20,30,40,20,30,30,30,30,20,20,10,10,-,-,-,,,
,Sungei Road,"2,420",110,100,120,110,120,200,200,170,170,180,190,190,190,150,110,60,50,10,,,
,Victoria,"2,670",80,100,130,120,190,240,210,190,230,240,240,190,160,130,90,60,50,30,,,
Seletar,Total,380,30,30,10,20,20,30,30,60,50,40,20,20,10,10,10,-,-,-,,,
,Seletar,380,30,30,10,20,20,30,30,60,50,40,20,20,10,10,10,-,-,-,,,
Sembawang,Total,"54,310","5,200","4,020","3,910","3,300","3,170","5,000","6,920","5,490","5,110","4,120","2,720","1,640","1,270",950,680,370,260,180,,,
,Admiralty,"7,770",700,460,470,430,470,900,"1,020",710,690,570,400,280,230,180,130,50,50,20,,,
,Sembawang Central,"25,860","2,550","2,100","2,040","1,610","1,430","2,250","3,310","2,690","2,510","1,950","1,220",700,520,380,290,150,100,70,,,
,Sembawang East,120,-,10,10,10,10,10,20,10,10,-,10,10,20,10,10,-,-,-,,,
,Sembawang North,"17,600","1,800","1,220","1,150","1,080","1,050","1,640","2,370","1,800","1,640","1,370",880,500,390,290,190,120,70,50,,,
,Sembawang Springs,"2,370",120,190,190,140,160,160,170,240,190,190,170,140,100,60,60,40,30,30,,,
,Sembawang Straits,530,20,40,50,30,30,30,30,40,60,40,40,30,30,30,10,10,10,10,,,
,Senoko North,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Senoko South,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,The Wharves,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sengkang,Total,"113,030","10,150","9,270","8,010","6,820","6,200","9,550","14,070","11,640","11,050","9,020","6,060","3,540","2,580","1,800","1,480",920,510,360,,,
,Buangkok,"21,400","1,910","1,280","1,230","1,160","1,220","2,920","3,120","1,970","1,870","1,570","1,140",660,540,310,250,150,60,60,,,
,Jalan Kayu East,"2,120",120,80,120,160,150,240,210,150,200,220,160,110,60,40,40,20,10,10,,,
,Jalan Kayu West,920,30,60,80,60,80,60,40,70,100,110,70,50,40,20,20,20,-,10,,,
,Sengkang Town Centre,"42,370","4,040","3,850","3,090","2,430","2,100","2,980","5,340","4,700","4,250","3,300","2,150","1,240",950,710,580,350,210,120,,,
,Sungei Serangoon East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sungei Serangoon West,"46,190","4,040","3,990","3,490","3,020","2,650","3,350","5,370","4,750","4,630","3,830","2,540","1,480",990,710,580,380,230,160,,,
,Trafalgar,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Serangoon,Total,"117,900","5,890","8,230","10,020","8,550","7,790","7,680","8,160","9,300","11,280","11,770","9,400","6,250","4,470","3,240","2,480","1,510","1,030",860,,,
,Seletar Hills,"11,010",450,760,"1,040",820,730,670,600,700,"1,020","1,110",930,680,530,370,270,150,110,60,,,
,Serangoon Central,"49,370","2,350","3,200","4,170","3,770","3,170","3,230","3,400","3,720","4,840","5,190","4,010","2,680","1,910","1,370","1,020",630,390,330,,,
,Serangoon Garden,"39,750","1,710","2,390","3,240","2,870","2,860","2,690","2,620","2,830","3,600","3,950","3,430","2,290","1,620","1,220",980,610,440,400,,,
,Serangoon North,"17,770","1,370","1,870","1,570","1,100","1,030","1,090","1,540","2,050","1,820","1,530","1,040",590,410,280,210,120,90,70,,,
Simpang,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pulau Seletar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Simpang North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Simpang South,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tanjong Irau,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Singapore River,Total,940,60,50,40,40,40,100,150,130,100,80,40,50,30,20,10,20,-,-,,,
,Boat Quay,160,10,-,10,10,10,10,20,20,20,10,10,10,10,10,10,-,-,-,,,
,Clarke Quay,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Robertson Quay,720,50,40,40,30,20,80,120,110,80,60,30,30,20,10,10,10,-,-,,,
Southern Islands,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sentosa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Southern Group,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Straits View,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Straits View,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sungei Kadut,Total,840,20,30,50,40,70,60,60,50,40,50,50,60,60,60,40,30,30,50,,,
,Kranji,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Mandai,160,-,-,-,-,-,-,-,-,-,-,-,10,10,20,20,20,20,50,,,
,Pang Sua,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Reservoir View,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Turf Club,630,20,30,40,40,70,60,50,40,30,40,40,50,50,40,10,10,10,10,,,
Tampines,Total,"249,300","16,140","21,380","22,890","18,530","16,450","15,700","18,970","23,990","25,690","23,500","16,660","9,660","6,430","4,690","3,800","2,380","1,440","1,000",,,
,Simei,"38,120","2,610","3,160","3,650","2,500","2,230","2,450","3,240","3,740","4,140","3,490","2,560","1,510",940,660,520,350,210,170,,,
,Tampines East,"133,190","8,320","11,400","12,070","10,110","9,050","8,290","9,680","12,810","13,500","12,780","9,050","5,200","3,530","2,610","2,150","1,300",800,540,,,
,Tampines North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tampines West,"75,910","5,050","6,600","6,960","5,810","5,080","4,860","5,920","7,160","7,780","7,000","4,930","2,900","1,930","1,390","1,110",730,430,280,,,
,Xilin,"2,070",160,220,210,120,90,100,130,280,270,220,120,50,40,20,20,10,10,10,,,
Tanglin,Total,"14,470",740,"1,040","1,040",790,760,980,"1,190","1,400","1,420","1,300","1,130",880,610,400,320,250,130,110,,,
,Chatsworth,"4,330",220,280,270,210,240,340,420,430,440,390,320,250,190,130,70,70,40,40,,,
,Nassim,"6,230",310,490,490,360,330,360,460,610,620,570,500,390,230,150,150,100,60,50,,,
,Ridout,"1,070",60,70,70,60,60,80,90,90,100,80,90,80,50,30,30,30,10,10,,,
,Tyersall,"2,850",160,200,220,160,140,210,220,270,270,270,220,150,140,90,70,50,20,10,,,
Tengah,Total,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tengah,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Toa Payoh,Total,"114,320","5,070","6,290","6,970","6,000","6,900","8,420","8,820","9,350","10,140","10,020","8,650","7,010","6,630","5,050","3,920","2,370","1,520","1,180",,,
,Bidadari,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Boon Teck,"16,240",710,890,880,780,920,"1,050","1,180","1,290","1,490","1,410","1,160","1,040","1,040",860,680,390,290,200,,,
,Braddell,"11,040",440,600,660,560,690,810,800,830,980,990,810,690,710,500,390,280,170,130,,,
,Kallang,"8,650",400,490,490,410,550,720,730,690,720,620,670,510,530,370,340,190,130,110,,,
,Kim Keat,"8,850",430,530,670,550,510,630,740,730,850,780,630,520,450,330,220,130,70,70,,,
,Marymount,"12,810",480,620,690,610,710,990,"1,000","1,070","1,090","1,060","1,000",850,870,650,480,310,170,170,,,
,Paya Lebar,"6,630",260,380,500,370,430,530,470,510,600,610,510,400,320,260,220,130,80,60,,,
,Pei Chun,"11,540",640,640,610,580,650,910,"1,020","1,060",980,910,800,660,680,530,400,230,140,100,,,
,Potong Pasir,"12,870",510,610,830,830,990,990,900,940,"1,090","1,340","1,290",860,620,440,280,170,120,90,,,
,Sennett,"3,990",130,210,300,250,250,230,230,280,350,400,320,250,200,160,180,110,90,60,,,
,Toa Payoh Central,"20,360","1,000","1,230","1,180",950,"1,120","1,500","1,690","1,860","1,840","1,750","1,380","1,160","1,180",930,710,420,260,190,,,
,Woodleigh,"1,330",60,100,170,100,100,50,60,90,150,170,100,60,30,20,20,20,10,10,,,
Tuas,Total,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pioneer,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tengeh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Bay,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Coast,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Promenade,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas View,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Western Islands,Total,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Bukum,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Jurong Island,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sudong,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Western Water Catchment,Total,600,50,50,50,30,30,30,50,70,100,70,40,20,10,-,-,-,-,-,,,
,Western Water Catchment,600,50,50,50,30,30,30,50,70,100,70,40,20,10,-,-,-,-,-,,,
Woodlands,Total,"212,440","19,070","21,300","17,690","13,550","12,400","15,300","22,900","23,650","20,220","15,690","10,590","6,400","4,740","3,530","2,480","1,570",840,540,,,
,Greenwood Park,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Midview,"31,190","3,030","4,030","2,920","1,900","1,530","1,750","3,250","4,160","2,990","2,090","1,280",720,560,400,250,170,110,60,,,
,North Coast,"14,460",800,980,"1,100","1,020","1,090","1,120","1,110","1,260","1,290","1,190","1,130",790,600,440,260,150,70,50,,,
,Senoko West,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Woodgrove,"30,310","2,440","3,720","2,960","2,050","1,730","1,680","2,740","3,740","2,970","2,370","1,470",770,570,430,300,200,110,70,,,
,Woodlands East,"82,280","8,270","7,900","6,260","4,970","4,720","6,890","10,340","9,130","7,820","5,760","3,690","2,130","1,500","1,080",850,520,280,180,,,
,Woodlands Regional Centre,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Woodlands South,"26,110","2,780","2,310","2,020","1,680","1,460","1,940","3,340","2,660","2,440","1,860","1,260",780,550,380,280,210,90,80,,,
,Woodlands West,"28,080","1,760","2,350","2,430","1,930","1,880","1,910","2,130","2,700","2,700","2,430","1,760","1,210",940,790,540,330,180,110,,,
Yishun,Total,"172,630","10,910","12,490","15,350","12,860","12,230","12,980","14,390","16,400","17,510","15,420","11,320","7,080","5,060","3,280","2,440","1,410",860,650,,,
,Khatib,"11,490",600,840,"1,060",850,790,820,910,"1,090","1,230","1,090",840,500,330,180,160,90,70,40,,,
,Lower Seletar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Nee Soon,510,20,20,40,50,40,40,30,30,50,50,30,40,30,10,10,10,10,-,,,
,Northland,"31,280","2,100","2,340","2,750","2,500","2,300","2,330","2,650","2,920","3,230","2,790","1,960","1,150",800,570,380,260,150,100,,,
,Springleaf,"2,690",100,210,260,210,210,210,140,150,230,240,250,190,120,60,50,30,20,20,,,
,Yishun Central,"1,610",70,160,150,130,120,100,90,160,170,150,120,60,40,30,30,10,10,10,,,
,Yishun East,"30,150","2,170","2,590","3,190","1,950","1,920","2,220","2,540","3,250","3,220","2,460","1,780","1,040",710,480,310,170,90,70,,,
,Yishun South,"39,410","2,360","2,840","3,700","2,900","2,750","2,880","3,240","3,650","4,090","3,590","2,630","1,680","1,140",750,580,320,210,140,,,
,Yishun West,"55,510","3,500","3,490","4,210","4,280","4,100","4,380","4,800","5,140","5,290","5,070","3,710","2,440","1,900","1,200",920,510,310,270,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
