"Singapore Residents by Planning Area/Subzone, Age Group and Sex, June 2012",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Planning Area,Subzone,Total,0 - 4,5 - 9,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 & Over,,,
Paya Lebar,Total,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Airport Road,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar East,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar North,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar West,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Plab,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Pioneer,Total,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Benoi Sector,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Gul Basin,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Gul Circle,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Joo Koon,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pioneer Sector,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Punggol,Total,"74,730","7,700","6,270","4,230","3,070","3,080","5,580","9,720","10,140","6,460","4,720","3,900","3,300","2,650","1,540","1,110",610,370,270,,,
,Coney Island,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Matilda,"10,910","1,180",740,540,410,430,"1,180","1,640","1,390",820,660,560,460,360,220,150,90,50,40,,,
,Northshore,260,10,20,20,20,20,10,10,20,30,30,20,20,10,10,10,10,-,-,,,
,Punggol Canal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Punggol Field,"42,860","3,750","3,970","2,890","2,000","1,960","2,290","4,200","6,060","4,230","2,930","2,510","2,090","1,590",940,670,380,220,180,,,
,Punggol Town Centre,"4,160",700,240,120,90,90,450,"1,110",480,220,160,120,140,100,60,50,20,10,10,,,
,Waterway East,"16,540","2,070","1,300",660,550,580,"1,670","2,770","2,190","1,170",940,700,600,580,320,240,110,80,40,,,
Queenstown,Total,"97,830","4,480","4,350","4,610","4,870","5,190","5,900","7,650","8,410","8,070","8,020","7,170","6,720","6,400","4,680","4,640","3,250","2,030","1,400",,,
,Commonwealth,"8,540",310,330,350,330,430,560,650,650,670,720,640,610,560,430,490,410,250,170,,,
,Dover,"12,260",670,690,640,710,660,680,950,"1,130","1,060","1,060",900,750,780,540,470,290,160,130,,,
,Ghim Moh,"11,500",460,520,570,600,550,630,800,910,890,880,760,760,840,720,660,480,270,200,,,
,Holland Drive,"14,910",580,540,620,620,670,840,1110,"1,360","1,280","1,130","1,070",1000,1090,870,930,600,350,250,,,
,Kent Ridge,"1,200",40,60,60,60,80,100,100,110,110,110,100,100,90,50,20,20,-,-,,,
,Margaret Drive,"9,250",600,450,440,410,400,520,920,980,760,720,610,560,590,380,390,270,170,110,,,
,Mei Chin,"17,230",720,790,910,1030,"1,000","1,100","1,080","1,290","1,410","1,510","1,400","1,320","1,020",660,790,530,400,260,,,
,National University Of S'pore,380,10,20,10,10,200,30,20,20,20,20,10,10,-,-,-,-,-,-,,,
,One North,550,40,20,20,20,10,20,80,70,100,60,30,30,20,20,10,-,-,-,,,
,Pasir Panjang 1,"3,960",200,210,220,240,280,280,300,360,370,340,320,290,210,130,80,60,40,40,,,
,Pasir Panjang 2,"3,490",150,160,190,260,260,220,260,240,280,300,300,340,240,140,80,30,20,30,,,
,Port,260,-,-,10,10,20,20,30,20,20,30,30,20,20,20,10,10,10,-,,,
,Queensway,280,10,10,20,20,10,20,20,30,30,30,20,20,20,10,10,-,-,-,,,
,Singapore Polytechnic,130,-,10,10,10,10,10,10,20,10,20,10,10,-,-,-,-,-,-,,,
,Tanglin Halt,"13,910",690,550,560,540,600,870,"1,320","1,230","1,080","1,100",970,910,920,730,720,550,360,220,,,
River Valley,Total,"8,590",380,450,460,480,450,480,640,870,940,840,670,580,470,340,220,150,90,120,,,
,Institution Hill,"3,010",150,180,180,160,160,190,280,360,350,260,190,190,140,90,70,40,20,20,,,
,Leonie Hill,"2,280",100,120,130,130,110,120,170,230,270,230,200,160,120,90,40,30,20,20,,,
,One Tree Hill,"1,770",60,80,90,120,100,90,90,120,160,210,160,130,120,80,60,50,30,40,,,
,Oxley,"1,390",50,60,60,60,80,70,90,140,150,120,110,100,80,80,60,30,30,30,,,
,Paterson,140,10,10,10,10,10,-,10,10,20,20,20,10,10,-,10,-,-,-,,,
Rochor,Total,"15,250",600,620,600,680,850,960,"1,290","1,390","1,170","1,180","1,210","1,100","1,090",740,680,490,330,300,,,
,Bencoolen,"1,510",60,60,50,60,90,110,100,130,140,130,150,100,100,60,70,60,40,30,,,
,Farrer Park,"3,410",190,160,140,150,180,240,330,330,270,250,250,250,190,150,110,90,60,90,,,
,Kampong Glam,170,10,-,-,-,-,10,20,20,10,10,20,10,10,-,10,-,10,20,,,
,Little India,"4,040",130,150,180,190,240,230,310,340,290,310,340,310,320,200,220,120,90,70,,,
,Mackenzie,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Mount Emily,"1,020",60,70,30,40,40,60,120,150,120,90,60,50,60,20,10,10,20,10,,,
,Rochor Canal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Selegie,290,10,10,10,20,20,10,40,30,20,20,10,30,20,10,10,10,10,-,,,
,Sungei Road,"2,490",100,110,110,120,150,150,170,200,180,180,190,160,190,150,150,100,60,30,,,
,Victoria,"2,240",50,60,60,90,130,140,190,170,140,180,190,190,200,140,110,90,60,50,,,
Seletar,Total,300,20,20,20,10,10,10,20,40,40,30,40,20,10,10,10,10,-,-,,,
,Pulau Punggol Barat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pulau Punggol Timor,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Seletar,280,20,20,20,10,10,10,10,40,40,30,30,20,10,10,10,10,-,-,,,
,Seletar Aerospace Park,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sembawang,Total,"73,310","5,090","5,360","5,180","4,330","4,670","5,020","7,070","7,880","6,680","5,810","5,190","4,090","2,680","1,560","1,170",760,460,330,,,
,Admiralty,"12,340",960,"1,000",790,630,730,800,"1,220","1,520","1,080",880,810,600,460,300,230,170,90,60,,,
,Sembawang Central,"29,800","1,860","2,030","2,240","1,940","2,100","2,080","2,720","3,060","2,800","2,520","2,230","1,710","1,050",560,410,260,150,100,,,
,Sembawang East,110,-,10,-,-,10,10,10,10,20,-,10,10,10,10,10,-,-,-,,,
,Sembawang North,"26,050","2,030","2,050","1,810","1,370","1,490","1,890","2,820","2,900","2,330","1,940","1,760","1,460",910,490,380,210,130,80,,,
,Sembawang Springs,"3,640",150,210,250,290,230,180,230,280,310,350,250,230,190,150,110,90,80,80,,,
,Sembawang Straits,"1,340",80,70,80,100,110,70,70,100,130,130,140,90,60,50,40,20,10,10,,,
,Senoko North,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Senoko South,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,The Wharves,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sengkang,Total,"177,770","13,560","12,930","11,650","10,390","10,100","11,980","18,800","19,410","15,540","13,120","12,570","10,120","7,090","3,880","2,900","1,730","1,180",840,,,
,Anchorvale,"31,130","2,670","2,830","1,950","1,450","1,530","1,770","3,180","4,320","2,960","2,050","2,000","1,590","1,150",670,500,250,170,110,,,
,Compassvale,"14,730","1,840","1,190",600,470,530,880,"2,700","2,160","1,060",770,680,590,480,290,220,130,80,60,,,
,Fernvale,"20,680","2,290","1,460",940,780,860,"1,800","3,100","2,450","1,420","1,160","1,100","1,030",830,470,370,250,190,160,,,
,Lorong Halus North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Rivervale,"55,890","3,110","3,750","4,110","3,980","3,740","3,610","4,450","5,240","5,040","4,570","4,590","3,730","2,500","1,320",920,560,380,260,,,
,Sengkang Town Centre,"55,340","3,650","3,700","4,040","3,710","3,440","3,920","5,360","5,240","5,070","4,560","4,200","3,190","2,120","1,130",890,540,360,240,,,
,Sengkang West,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Serangoon,Total,"123,320","4,570","5,680","7,220","8,810","9,710","8,310","7,950","8,350","8,880","10,000","10,950","10,560","8,130","4,850","3,790","2,490","1,690","1,400",,,
,Lorong Chuan,"8,430",320,460,610,700,660,400,390,580,700,780,790,620,420,290,230,200,150,120,,,
,Seletar Hills,"12,380",440,570,820,930,"1,090",740,680,750,820,1000,"1,050","1,000",890,550,450,280,190,130,,,
,Serangoon Central,"27,470",980,1150,"1,450","1,710","2,140","2,130","1,830","1,910","2,010","2,070","2,520","2,590","1,910","1,120",890,520,310,250,,,
,Serangoon Garden,"40,170","1,450","1,680","2,140","2,720","3,010","2,790","2,570","2,680","2,690","3,070","3,490","3,570","2,920","1,790","1,370",960,660,630,,,
,Serangoon North,"18,410",790,1070,"1,360","1,630","1,410","1,170","1,350","1,310","1,560","1,810","1,530","1,360",860,450,320,200,140,100,,,
,Serangoon North Ind Estate,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Upper Paya Lebar,"16,430",590,740,840,1120,"1,400","1,080",1140,1120,"1,110","1,270","1,570","1,420","1,130",650,540,340,240,170,,,
Simpang,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pulau Seletar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Simpang North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Simpang South,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tanjong Irau,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Singapore River,Total,"2,340",130,140,110,90,80,110,270,340,340,220,150,120,80,60,40,20,20,20,,,
,Boat Quay,170,10,-,-,-,10,10,20,30,10,20,10,10,10,10,10,10,-,-,,,
,Clarke Quay,120,-,10,10,-,-,10,10,20,20,20,10,10,-,-,-,-,-,10,,,
,Robertson Quay,"2,050",120,130,100,90,80,90,240,300,320,180,130,100,70,50,30,20,10,10,,,
Southern Islands,Total,"1,080",70,50,60,60,60,40,60,90,140,150,120,90,40,30,10,10,10,-,,,
,Sentosa,"1,070",70,50,60,60,60,40,60,90,140,150,120,90,40,30,10,10,10,-,,,
,Southern Group,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Straits View,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Straits View,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sungei Kadut,Total,880,30,30,40,40,40,60,60,50,60,60,60,60,60,40,50,50,40,60,,,
,Gali Batu,150,-,-,-,-,-,-,-,-,-,-,10,10,10,-,20,20,20,40,,,
,Kranji,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pang Sua,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Reservoir View,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Turf Club,690,30,30,30,40,40,50,50,50,50,50,50,40,60,40,30,30,10,10,,,
Tampines,Total,"259,990","11,560","13,010","16,600","20,870","21,630","18,730","18,800","18,290","19,170","22,350","23,700","20,430","14,240","7,250","5,480","3,600","2,400","1,870",,,
,Simei,"42,790","2,050","2,190","2,730","3,240","3,360","2,870","3,430","3,460","3,370","3,600","3,770","3,080","2,330","1,140",860,570,410,340,,,
,Tampines East,"138,010","6,050","6,680","8,580","11,310","11,570","10,100","9,880","9,220","9,890","11,960","12,660","11,150","7,680","3,930","3,040","1,980","1,300","1,030",,,
,Tampines North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tampines West,"77,140","3,400","4,020","5,110","6,140","6,550","5,660","5,360","5,470","5,780","6,530","7,040","6,050","4,150","2,140","1,560","1,030",670,490,,,
,Xilin,"2,050",70,120,170,190,160,110,130,140,140,250,230,160,90,40,20,20,20,10,,,
Tanglin,Total,"17,780",900,"1,090","1,080","1,020",920,800,"1,130","1,640","1,900","1,610","1,400","1,210","1,070",730,510,300,250,220,,,
,Chatsworth,"5,150",280,250,270,260,250,270,430,560,590,450,390,330,290,200,150,70,50,60,,,
,Nassim,"7,820",390,590,500,440,390,310,450,710,850,750,580,510,490,300,200,130,120,110,,,
,Ridout,"1,310",60,60,70,90,70,60,80,110,110,100,110,110,90,70,40,30,30,20,,,
,Tyersall,"3,500",160,200,230,240,200,160,180,270,360,310,310,260,200,160,120,70,60,30,,,
Tengah,Total,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tengah,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Toa Payoh,Total,"126,180","5,120","5,680","6,300","7,310","7,430","7,530","8,970","10,010","9,800","10,070","10,310","9,500","8,250","5,930","5,750","3,730","2,490","2,010",,,
,Bidadari,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Boon Teck,"16,980",650,770,900,1040,1050,950,1060,1140,"1,220","1,390","1,450","1,310","1,040",860,840,590,370,360,,,
,Braddell,"10,690",400,500,540,670,660,670,720,790,800,840,880,860,680,480,500,290,220,180,,,
,Joo Seng,"6,970",300,350,330,390,440,400,500,570,550,540,580,540,460,310,280,190,140,100,,,
,Kim Keat,"8,940",340,340,420,590,660,580,640,640,690,730,810,700,570,430,350,230,130,110,,,
,Lorong 8 Toa Payoh,"8,600",270,340,450,540,520,470,550,640,670,670,730,600,630,430,480,290,190,130,,,
,Pei Chun,"12,200",500,600,700,620,630,670,830,1030,"1,080","1,040",970,830,740,570,600,400,230,170,,,
,Potong Pasir,"13,230",520,540,590,660,810,960,1010,1090,"1,010",990,1050,"1,210","1,120",650,460,300,150,130,,,
,Sennett,"4,480",120,180,240,300,350,270,250,260,290,290,400,400,310,240,180,130,160,120,,,
,Toa Payoh Central,"27,970","1,490","1,420","1,400","1,620","1,430","1,620","2,330","2,550","2,270","2,250","2,150","1,850","1,610","1,140","1,180",790,520,370,,,
,Toa Payoh West,"14,090",430,510,600,710,720,810,970,1160,"1,050","1,160","1,120","1,030",990,780,840,520,370,320,,,
,Woodleigh,"2,040",90,130,140,170,160,130,120,160,190,190,170,170,120,50,30,10,20,10,,,
Tuas,Total,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tengeh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Bay,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas North,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Promenade,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas View,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas View Extension,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Western Islands,Total,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Jurong Island And Bukom,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Semakau,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sudong,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Western Water Catchment,Total,1050,50,70,60,30,200,70,60,110,80,80,80,60,20,10,10,10,20,20,,,
,Western Water Catchment,1050,50,70,60,30,200,70,60,110,80,80,80,60,20,10,10,10,20,20,,,
Woodlands,Total,"247,830","13,130","15,860","20,310","21,220","18,410","17,020","19,050","20,460","22,810","22,650","19,090","14,140","9,290","5,200","4,050","2,590","1,530","1,000",,,
,Greenwood Park,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Midview,"34,940","1,590","2,160","3,340","3,730","2,760","2,290","2,150","2,360","3,440","3,650","2,710","1,880","1,080",610,500,330,200,160,,,
,North Coast,"15,230",590,670,910,"1,180","1,170","1,090",1090,1020,"1,130","1,320","1,370","1,160",960,590,460,290,150,90,,,
,Senoko West,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Woodgrove,"36,250","1,560","2,060","3,140","3,780","3,010","2,350","2,280","2,530","3,460","3,730","2,890","2,160","1,310",680,520,380,230,180,,,
,Woodlands East,"95,000","5,610","7,010","8,030","7,430","6,510","6,440","8,060","9,190","9,270","8,380","6,880","4,820","3,090","1,600","1,210",750,460,270,,,
,Woodlands Regional Centre,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Woodlands South,"34,060","2,410","2,490","2,870","2,430","2,310","2,410","3,280","3,200","3,140","2,640","2,340","1,690","1,160",670,470,270,160,120,,,
,Woodlands West,"32,320","1,380","1,470","2,020","2,680","2,650","2,430","2,200","2,160","2,380","2,930","2,890","2,440","1,690","1,050",890,570,330,190,,,
Yishun,Total,"187,190","8,600","9,510","11,120","13,130","15,620","14,470","14,440","14,170","14,180","16,510","16,730","14,070","9,980","5,570","4,070","2,490","1,450","1,090",,,
,Khatib,"11,460",450,470,610,840,1010,900,810,820,810,1040,"1,140",920,710,370,240,150,90,70,,,
,Lower Seletar,"1,070",70,90,120,110,70,30,60,90,120,100,80,40,30,30,10,20,-,-,,,
,Nee Soon,890,50,50,50,50,60,50,60,80,90,80,70,50,50,30,20,20,10,10,,,
,Northland,"32,300","1,400","1,680","2,030","2,320","2,720","2,540","2,470","2,490","2,520","2,790","3,040","2,390","1,660",860,650,360,230,170,,,
,Springleaf,"3,890",150,200,230,330,360,240,240,260,250,270,340,310,290,180,120,50,50,40,,,
,Yishun Central,"1,570",70,50,80,150,150,140,120,90,80,140,150,140,90,60,30,20,10,10,,,
,Yishun East,"36,530","2,150","1,990","2,380","2,800","3,100","2,820","3,150","2,770","2,740","3,360","3,120","2,420","1,610",840,580,390,180,150,,,
,Yishun South,"39,720","1,680","1,980","2,220","2,860","3,540","3,050","2,940","2,970","2,890","3,460","3,570","3,110","2,230","1,210",910,540,320,250,,,
,Yishun West,"59,770","2,580","3,010","3,400","3,680","4,610","4,690","4,590","4,600","4,690","5,280","5,220","4,700","3,300","1,990","1,490",950,560,400,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
