"Singapore Residents by Planning Area/Subzone, Age Group and Sex, June 2005",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Planning Area,Subzone,Total,0 - 4,5 - 9,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 & Over,,,
,Joo Koon,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pioneer Sector,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Punggol,Total,"42,500","4,860","2,670","2,210","2,020","1,760","5,000","7,620","4,090","3,320","2,710","1,980","1,600",890,660,520,320,160,110,,,
,Subzone 1,230,20,10,10,20,10,20,20,20,20,30,20,20,-,10,10,-,-,-,,,
,Subzone 2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Subzone 3,"4,760",500,240,250,240,200,540,800,430,400,350,270,200,120,80,70,30,40,10,,,
,Subzone 4,"32,690","3,740","2,200","1,750","1,570","1,380","3,560","5,810","3,220","2,600","2,090","1,510","1,210",680,520,400,250,110,100,,,
,Subzone 5,"4,810",610,220,200,190,180,880,"1,000",430,300,250,180,160,90,60,40,20,10,10,,,
,Subzone 6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Queenstown,Total,"92,970","4,340","4,700","4,820","4,510","4,900","7,240","8,130","7,940","7,860","7,340","6,650","6,500","4,730","4,860","3,810","2,480","1,220",930,,,
,Commonwealth,"8,410",370,320,310,340,430,630,700,660,680,650,580,570,480,560,490,320,180,140,,,
,Dover,"11,700",620,700,780,590,590,910,"1,090","1,050","1,090",940,810,800,510,490,330,220,100,80,,,
,Ghim Moh,"11,460",460,560,540,490,610,950,"1,020",890,870,780,790,940,740,660,560,320,170,110,,,
,Holland Drive,"15,700",740,720,680,650,730,"1,290","1,600","1,390","1,240","1,060","1,040","1,170",950,960,680,430,210,170,,,
,Kent Ridge,"1,370",80,80,90,80,90,160,130,130,130,120,110,80,50,30,10,-,-,-,,,
,Margaret Drive,"7,350",350,390,400,310,370,650,690,660,650,590,500,490,330,350,260,190,100,80,,,
,Mei Chin,"17,180",810,950,970,960,900,"1,140","1,380","1,510","1,560","1,470","1,290","1,030",710,860,710,520,240,170,,,
,National University Of Singapore,110,10,10,-,-,10,30,20,10,10,10,-,-,-,-,-,-,-,-,,,
,One North,150,10,10,10,10,-,10,20,20,20,20,10,10,-,-,-,-,-,-,,,
,Pasir Panjang 1,"3,190",180,190,230,230,250,240,200,250,300,330,270,210,100,70,60,40,20,20,,,
,Pasir Panjang 2,"3,360",160,200,270,270,240,230,210,260,310,320,360,250,110,70,30,40,20,20,,,
,Port,240,10,10,20,10,10,20,20,20,30,20,10,20,10,10,10,10,-,-,,,
,Queensway,270,10,20,10,10,20,30,30,20,20,20,30,20,10,10,-,-,-,-,,,
,Singapore Polytechnic,110,10,10,-,10,10,10,10,20,10,10,10,10,-,-,-,-,-,-,,,
,Tanglin Halt,"12,380",520,520,510,540,650,960,"1,010","1,050",940,"1,000",840,920,720,830,670,390,180,130,,,
River Valley,Total,"9,330",420,490,530,510,500,770,860,890,830,860,720,660,390,300,220,180,110,100,,,
,Institution Hill,"2,930",150,150,160,170,170,280,310,290,260,260,230,180,100,90,50,40,20,20,,,
,Leonie Hill,"2,900",130,170,190,160,140,220,280,280,290,280,230,180,100,70,70,50,40,30,,,
,One Tree Hill,"1,880",80,110,100,110,110,140,120,170,160,180,140,160,90,60,50,40,40,30,,,
,Oxley,"1,430",60,60,80,60,80,120,140,130,110,130,100,120,90,70,40,40,20,20,,,
,Paterson,190,-,10,10,20,10,10,10,20,10,10,20,20,10,10,10,10,-,10,,,
Rochor,Total,"14,970",580,630,710,760,830,"1,190","1,220","1,140","1,150","1,320","1,190","1,110",840,770,600,480,230,210,,,
,Bencoolen,"1,540",60,70,70,80,70,100,120,140,130,140,120,110,70,90,80,50,30,30,,,
,Farrer Park,"2,770",110,110,130,150,200,240,220,190,200,260,250,190,150,110,100,90,60,30,,,
,Kampong Glam,210,10,10,10,10,10,10,20,10,10,10,20,20,10,20,20,30,10,10,,,
,Little India,"4,200",160,190,210,230,220,330,330,300,310,360,340,320,240,230,170,130,50,60,,,
,Mackenzie,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Mount Emily,860,40,40,60,40,30,70,110,120,90,90,50,30,20,20,10,20,10,10,,,
,Rochor Canal,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Selegie,330,10,20,20,20,20,30,30,30,20,20,30,30,20,10,10,10,-,-,,,
,Sungei Road,"2,460",110,110,120,120,130,180,200,170,170,180,180,200,180,150,120,80,40,20,,,
,Victoria,"2,560",90,80,100,120,150,230,200,190,200,240,200,220,150,150,90,70,40,40,,,
Seletar,Total,440,40,20,10,20,10,20,40,60,70,50,30,30,20,10,10,-,-,-,,,
,Seletar,440,40,20,10,20,10,20,40,60,70,50,30,30,20,10,10,-,-,-,,,
Sembawang,Total,"60,750","5,690","4,590","4,040","3,990","3,570","4,940","7,760","5,960","5,420","4,800","3,450","2,250","1,360","1,130",820,480,290,230,,,
,Admiralty,"9,610",960,600,540,570,550,970,"1,380",830,790,720,520,380,250,240,160,80,50,40,,,
,Sembawang Central,"27,040","2,460","2,250","1,980","1,900","1,570","1,910","3,370","2,800","2,560","2,220","1,530",910,520,410,340,180,100,60,,,
,Sembawang East,100,-,-,10,-,10,-,10,10,10,10,-,10,10,10,-,-,-,-,,,
,Sembawang North,"20,750","2,110","1,520","1,270","1,300","1,270","1,830","2,750","2,070","1,770","1,600","1,190",740,450,360,240,150,80,60,,,
,Sembawang Springs,"2,660",140,190,210,180,140,190,200,210,240,210,170,170,110,80,60,60,50,60,,,
,Sembawang Straits,530,20,30,40,40,30,30,40,30,50,50,30,50,20,30,20,10,10,10,,,
,Senoko North,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Senoko South,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,The Wharves,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sengkang,Total,"130,330","11,460","10,620","8,910","8,150","7,150","9,980","16,470","13,000","11,890","10,750","7,630","5,230","2,740","2,280","1,770","1,180",640,500,,,
,Buangkok,"25,210","2,780","1,660","1,320","1,320","1,260","2,430","4,430","2,340","2,010","1,780","1,350",940,560,430,280,190,80,70,,,
,Jalan Kayu East,"7,320",640,290,340,420,470,"1,200","1,110",500,480,550,450,350,160,130,120,60,30,20,,,
,Jalan Kayu West,970,20,50,70,70,60,60,30,40,80,100,70,60,30,40,40,40,40,90,,,
,Sengkang Town Centre,"45,770","3,920","4,220","3,420","2,830","2,410","2,730","5,270","5,010","4,480","3,910","2,580","1,760",940,850,620,440,230,160,,,
,Sungei Serangoon East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sungei Serangoon West,"49,650","3,980","4,320","3,690","3,420","2,870","3,370","5,460","5,000","4,720","4,320","3,080","2,060","1,020",820,690,440,250,160,,,
,Trafalgar,"1,400",130,90,70,100,80,190,170,100,130,100,100,60,20,30,30,-,10,10,,,
Serangoon,Total,"120,130","5,430","7,610","9,580","9,280","8,080","7,660","8,120","8,770","10,720","11,960","10,270","7,930","4,380","3,680","2,720","1,830","1,170",960,,,
,Seletar Hills,"11,070",410,700,960,960,750,660,570,650,880,"1,100","1,030",800,520,420,280,200,100,80,,,
,Serangoon Central,"51,480","2,320","3,130","3,990","4,090","3,410","3,210","3,600","3,720","4,640","5,360","4,420","3,460","1,820","1,620","1,140",760,460,340,,,
,Serangoon Garden,"39,760","1,580","2,130","2,910","3,000","2,870","2,700","2,590","2,630","3,210","3,880","3,600","2,910","1,640","1,340","1,080",710,520,450,,,
,Serangoon North,"17,810","1,120","1,650","1,730","1,230","1,050","1,090","1,350","1,780","1,990","1,610","1,220",760,400,310,220,150,90,70,,,
Simpang,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pulau Seletar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Simpang North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Simpang South,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tanjong Irau,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Singapore River,Total,"1,200",80,60,50,40,40,100,200,160,130,90,80,70,40,20,10,20,10,10,,,
,Boat Quay,180,10,-,10,10,10,20,30,20,20,20,10,20,10,10,10,-,-,-,,,
,Clarke Quay,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Robertson Quay,960,70,60,40,40,30,80,160,140,110,70,60,50,30,10,10,10,-,-,,,
Southern Islands,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sentosa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Southern Group,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Straits View,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Straits View,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sungei Kadut,Total,800,20,20,30,40,50,70,50,50,40,60,50,60,50,70,30,30,30,60,,,
,Kranji,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Mandai,130,-,-,-,-,-,-,-,-,-,-,10,10,10,20,10,20,20,50,,,
,Pang Sua,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Reservoir View,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Turf Club,620,20,20,30,40,40,70,50,40,40,50,30,50,40,50,20,10,10,10,,,
Tampines,Total,"250,850","14,070","19,060","22,440","20,240","17,500","15,910","17,990","21,670","24,840","24,410","18,890","12,700","6,370","5,230","4,050","2,820","1,550","1,110",,,
,Simei,"39,620","2,310","3,020","3,620","3,020","2,310","2,490","3,240","3,610","4,120","3,820","2,840","2,100",960,780,560,420,240,160,,,
,Tampines East,"133,350","7,220","9,980","11,950","10,770","9,580","8,440","9,160","11,290","13,110","13,090","10,310","6,800","3,460","2,870","2,310","1,570",820,630,,,
,Tampines North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tampines West,"75,810","4,400","5,860","6,650","6,320","5,520","4,880","5,450","6,560","7,340","7,280","5,600","3,710","1,920","1,550","1,160",820,480,310,,,
,Xilin,"2,070",140,200,220,130,90,110,150,210,280,230,140,90,30,20,30,10,10,10,,,
Tanglin,Total,"15,940",850,"1,110","1,110",880,770,980,"1,330","1,570","1,630","1,390","1,240","1,100",620,460,350,260,160,140,,,
,Chatsworth,"4,730",250,310,290,220,230,330,480,500,500,420,330,310,180,130,100,70,50,50,,,
,Nassim,"6,990",390,510,520,420,330,400,510,660,750,630,550,500,250,180,150,110,70,60,,,
,Ridout,"1,120",60,50,60,60,70,70,100,90,90,80,90,110,60,40,30,20,10,10,,,
,Tyersall,"3,110",150,240,250,180,130,170,240,310,300,260,270,180,130,120,70,60,20,20,,,
Tengah,Total,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tengah,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Toa Payoh,Total,"114,530","4,710","5,860","6,780","6,290","6,600","7,870","8,810","8,850","9,830","10,370","8,840","8,070","5,890","5,740","4,220","2,830","1,630","1,350",,,
,Bidadari,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Boon Teck,"16,220",680,780,910,840,920,970,"1,160","1,200","1,430","1,470","1,230","1,090",920,890,720,500,290,230,,,
,Braddell,"11,050",390,520,660,600,650,790,800,780,930,"1,000",860,780,630,600,400,310,190,140,,,
,Kallang,"8,560",350,480,530,410,470,640,700,680,690,690,610,590,470,450,340,220,140,100,,,
,Kim Keat,"8,720",370,480,610,590,530,570,660,700,770,870,640,600,390,390,250,170,70,80,,,
,Marymount,"12,720",470,540,690,610,670,890,"1,030","1,020","1,070","1,050",970,960,730,760,520,340,220,200,,,
,Paya Lebar,"6,520",250,350,420,420,410,470,460,490,550,590,530,470,290,290,220,160,80,70,,,
,Pei Chun,"11,640",590,680,600,590,590,770,"1,020","1,050","1,020","1,000",800,750,600,590,460,260,150,120,,,
,Potong Pasir,"12,440",490,520,690,810,910,930,940,860,"1,000","1,190","1,270","1,050",600,470,330,190,110,90,,,
,Sennett,"4,000",110,210,280,270,240,240,220,240,310,400,350,310,200,160,170,140,100,70,,,
,Toa Payoh Central,"21,300",960,"1,220","1,230","1,020","1,120","1,540","1,760","1,760","1,940","1,940","1,460","1,390","1,030","1,110",800,520,280,240,,,
,Woodleigh,"1,370",50,90,160,130,100,70,60,80,130,160,140,80,30,30,20,20,10,10,,,
Tuas,Total,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pioneer,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tengeh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Bay,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Coast,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Promenade,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas View,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Western Islands,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Bukum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Jurong Island,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sudong,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Western Water Catchment,Total,700,60,50,40,50,40,40,60,80,100,80,40,30,20,10,-,-,-,-,,,
,Western Water Catchment,700,60,50,40,50,40,40,60,80,100,80,40,30,20,10,-,-,-,-,,,
Woodlands,Total,"221,630","17,140","21,440","19,350","15,360","13,530","15,010","21,320","23,550","21,740","17,670","12,380","8,350","4,710","3,860","2,880","1,820",880,630,,,
,Greenwood Park,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Midview,"31,910","2,420","3,720","3,420","2,240","1,740","1,730","2,570","3,920","3,410","2,430","1,530",960,560,470,330,240,120,120,,,
,North Coast,"14,310",660,930,"1,070","1,020","1,070","1,070",990,"1,170","1,290","1,240","1,160","1,000",570,460,310,190,80,50,,,
,Senoko West,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Woodgrove,"31,870","2,020","3,450","3,420","2,390","1,960","1,720","2,430","3,670","3,400","2,670","1,800","1,090",570,470,370,230,110,90,,,
,Woodlands East,"87,340","8,030","8,580","6,830","5,630","5,040","6,620","10,170","9,560","8,390","6,610","4,360","2,800","1,480","1,230",910,600,310,190,,,
,Woodlands Regional Centre,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Woodlands South,"27,850","2,540","2,720","2,120","1,970","1,760","2,020","3,180","2,760","2,510","2,140","1,490","1,000",580,400,310,210,90,60,,,
,Woodlands West,"28,330","1,470","2,040","2,480","2,110","1,960","1,860","1,980","2,480","2,750","2,590","2,030","1,500",940,830,650,360,190,130,,,
Yishun,Total,"174,520","9,990","11,800","14,070","14,160","12,540","12,770","14,270","14,950","17,440","16,130","12,820","8,860","4,940","3,790","2,730","1,720",890,660,,,
,Khatib,"11,440",540,730,940,960,850,820,850,960,"1,160","1,150",900,630,330,220,170,110,70,50,,,
,Lower Seletar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Nee Soon,760,50,40,50,50,50,50,70,80,70,60,50,40,30,20,10,20,10,10,,,
,Northland,"31,430","1,900","2,250","2,530","2,620","2,360","2,330","2,580","2,720","3,110","2,960","2,230","1,490",780,610,430,300,140,110,,,
,Springleaf,"2,900",120,180,290,240,210,200,170,160,230,260,270,230,130,90,50,30,30,20,,,
,Yishun Central,"1,590",60,110,160,140,120,120,80,110,180,150,140,70,50,30,30,20,10,10,,,
,Yishun East,"30,950","2,020","2,370","3,010","2,510","1,940","2,230","2,660","2,820","3,320","2,720","2,040","1,320",720,510,390,220,100,70,,,
,Yishun South,"39,450","2,090","2,560","3,340","3,300","2,790","2,860","3,190","3,160","4,050","3,680","3,010","2,100","1,100",860,650,370,220,130,,,
,Yishun West,"56,000","3,220","3,570","3,760","4,340","4,240","4,160","4,670","4,940","5,320","5,160","4,190","2,970","1,800","1,450","1,010",660,300,260,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
