"Singapore Residents by Planning Area/Subzone, Age Group and Sex, June 2016",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Planning Area,Subzone,Total,0 - 4,5 - 9,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 & Over,,,
,Pasir Ris West,"35,620","1,380","1,800","2,330","3,320","3,560","2,140","1,880","2,260","2,750","3,520","3,790","2,580","1,660","1,070",530,480,320,250,,,
Paya Lebar,Total,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Airport Road,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar East,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar North,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar West,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Plab,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Pioneer,Total,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Benoi Sector,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Gul Basin,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Gul Circle,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Joo Koon,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pioneer Sector,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Punggol,Total,"130,380","14,490","10,870","7,460","5,590","4,490","7,840","18,030","16,250","12,600","7,960","6,600","5,430","4,590","3,750","1,780","1,330",740,590,,,
,Coney Island,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Matilda,"37,380","5,210","2,960","1,690","1,320","1,120","2,210","6,670","4,940","3,120","1,920","1,620","1,330","1,210","1,010",460,320,160,130,,,
,Northshore,290,10,20,20,30,30,20,10,10,20,30,40,20,20,10,10,10,10,-,,,
,Punggol Canal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Punggol Field,"45,200","2,890","3,860","3,480","2,660","2,050","2,230","3,230","4,890","5,440","3,600","2,880","2,540","1,970","1,530",750,600,340,270,,,
,Punggol Town Centre,"11,640","1,850",990,450,300,230,890,"2,420","1,770",830,490,400,260,260,230,100,80,50,30,,,
,Waterway East,"35,860","4,540","3,050","1,830","1,280","1,070","2,490","5,700","4,640","3,190","1,920","1,670","1,280","1,140",970,470,320,180,150,,,
Queenstown,Total,"99,350","4,800","4,470","4,280","4,730","5,090","6,320","7,460","7,760","8,070","7,580","7,550","6,750","6,250","6,130","3,780","3,920","2,530","1,900",,,
,Commonwealth,"7,940",290,280,310,340,370,520,530,530,610,590,680,610,520,520,340,390,310,220,,,
,Dover,"12,590",580,760,690,720,740,770,790,980,"1,060","1,050",970,850,710,720,430,390,240,170,,,
,Ghim Moh,"11,810",560,530,490,560,600,740,810,830,890,820,860,710,720,850,600,600,380,250,,,
,Holland Drive,"14,000",490,470,500,590,590,840,870,"1,020","1,240","1,110","1,040",960,930,"1,060",720,760,460,350,,,
,Kent Ridge,"1,020",20,50,60,40,60,90,80,60,80,100,90,80,80,70,30,30,10,-,,,
,Margaret Drive,"13,660","1,280",780,510,540,490,830,"1,780","1,510","1,160",860,780,700,680,680,350,360,220,160,,,
,Mei Chin,"16,430",580,680,780,940,"1,020","1,070","1,010","1,040","1,190","1,300","1,440","1,290","1,170",920,550,670,420,370,,,
,National University Of S'pore,290,20,10,10,10,110,50,20,20,20,10,10,10,10,-,-,-,-,-,,,
,One North,600,40,50,20,30,20,20,50,70,80,80,50,30,20,20,10,-,-,-,,,
,Pasir Panjang 1,"4,090",210,210,190,220,260,290,310,350,370,350,330,290,250,210,100,80,40,50,,,
,Pasir Panjang 2,"3,430",150,120,170,210,250,250,230,230,240,270,280,280,330,210,100,70,30,30,,,
,Port,130,-,-,10,10,10,20,10,10,-,10,10,20,10,10,10,-,-,-,,,
,Queensway,280,-,10,10,10,20,20,20,20,30,30,30,10,30,20,10,10,-,-,,,
,Singapore Polytechnic,170,20,20,10,10,10,10,10,30,20,10,10,10,10,-,-,-,-,-,,,
,Tanglin Halt,"12,920",560,520,530,500,530,810,940,"1,070","1,090","1,000",970,920,790,860,550,570,420,300,,,
River Valley,Total,"9,340",440,500,510,420,450,510,610,890,"1,040",920,740,580,520,490,270,200,100,130,,,
,Institution Hill,"3,370",220,220,190,140,140,190,260,370,430,310,230,160,170,170,70,60,30,20,,,
,Leonie Hill,"2,530",100,140,150,120,130,130,160,250,310,290,210,150,140,110,60,30,20,20,,,
,One Tree Hill,"1,860",60,70,100,110,110,90,90,120,150,180,190,160,120,110,80,50,30,40,,,
,Oxley,"1,400",50,70,70,40,60,90,80,130,120,130,100,100,90,90,60,50,20,40,,,
,Paterson,180,10,10,10,10,10,10,20,20,20,20,20,10,10,10,-,-,-,-,,,
Rochor,Total,"14,270",530,520,550,620,660,870,950,"1,200","1,230","1,060","1,090","1,100","1,030",960,580,530,360,410,,,
,Bencoolen,"1,450",70,50,40,60,70,80,100,100,120,130,120,130,100,90,50,50,50,50,,,
,Farrer Park,"3,030",110,140,140,140,120,180,210,290,270,230,210,220,220,170,110,80,70,110,,,
,Kampong Glam,180,10,10,-,-,10,10,10,10,20,10,10,10,10,10,10,10,10,30,,,
,Little India,"3,700",90,120,140,180,190,230,200,260,320,270,290,320,300,280,160,170,90,100,,,
,Mackenzie,120,-,10,10,10,-,10,20,20,20,10,10,-,-,-,-,-,-,-,,,
,Mount Emily,"1,170",60,70,60,30,30,70,120,180,170,100,80,60,50,40,10,20,10,20,,,
,Rochor Canal,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Selegie,250,10,10,10,10,20,10,20,40,30,20,20,20,20,10,10,10,10,10,,,
,Sungei Road,"2,350",110,70,120,120,130,150,140,160,160,170,190,150,160,180,120,100,80,40,,,
,Victoria,"2,030",60,40,50,70,90,130,140,150,150,130,170,190,160,190,110,100,60,60,,,
Seletar,Total,250,10,20,20,20,10,-,10,10,40,30,30,20,10,10,-,10,-,-,,,
,Pulau Punggol Barat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pulau Punggol Timor,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Seletar,230,10,20,20,20,10,-,10,10,40,30,30,10,10,-,-,-,-,-,,,
,Seletar Aerospace Park,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sembawang,Total,"77,350","4,390","5,220","5,350","5,060","4,560","5,150","6,030","7,100","7,620","6,290","5,850","5,140","3,680","2,430","1,300","1,040",640,510,,,
,Admiralty,"14,510",990,"1,080","1,010",830,700,"1,000","1,300","1,370","1,520","1,070",990,890,600,450,280,210,140,80,,,
,Sembawang Central,"28,830","1,440","1,730","1,890","2,060","1,870","2,080","2,130","2,490","2,760","2,450","2,310","2,060","1,460",870,440,360,230,190,,,
,Sembawang East,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sembawang North,"27,110","1,680","1,990","1,960","1,670","1,550","1,660","2,270","2,720","2,690","2,150","1,910","1,780","1,290",830,400,300,170,110,,,
,Sembawang Springs,"5,010",180,310,380,370,310,300,240,390,480,460,440,280,240,200,130,130,80,110,,,
,Sembawang Straits,"1,750",90,100,100,140,140,120,70,110,160,150,180,130,80,70,50,30,20,10,,,
,Senoko North,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Senoko South,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,The Wharves,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sengkang,Total,"219,380","16,650","15,700","13,270","12,660","11,370","14,900","21,950","22,200","20,230","15,800","14,370","13,390","10,250","7,450","3,590","2,730","1,580","1,320",,,
,Anchorvale,"39,170","3,240","3,110","2,650","1,970","1,630","2,850","4,190","4,000","4,220","2,660","2,160","2,120","1,670","1,260",600,460,220,180,,,
,Compassvale,"18,680","1,950","1,690","1,050",620,550,"1,010","2,420","2,940","1,890","1,060",860,730,700,550,280,220,90,70,,,
,Fernvale,"44,570","5,120","3,610","2,230","1,870","1,600","3,180","6,300","5,280","3,690","2,630","2,290","1,970","1,610","1,340",710,500,340,290,,,
,Lorong Halus North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Rivervale,"61,220","3,130","3,710","3,970","4,310","4,060","4,230","4,460","4,940","5,530","4,930","4,760","4,600","3,450","2,400","1,070",790,480,400,,,
,Sengkang Town Centre,"55,740","3,210","3,570","3,360","3,890","3,530","3,630","4,580","5,040","4,900","4,540","4,300","3,970","2,820","1,890",930,750,450,390,,,
,Sengkang West,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Serangoon,Total,"119,990","4,030","4,950","5,710","7,520","8,760","9,400","7,290","7,380","8,280","8,610","9,720","10,700","9,500","7,400","3,800","3,180","2,010","1,770",,,
,Lorong Chuan,"8,390",320,410,500,640,640,580,390,430,610,710,740,740,520,400,220,210,160,160,,,
,Seletar Hills,"13,820",520,620,700,"1,010","1,090","1,040",680,790,930,980,"1,140","1,130","1,040",850,480,400,220,200,,,
,Serangoon Central,"26,060",860,920,"1,120","1,420","1,650","2,250","1,840","1,600","1,870","1,830","1,990","2,460","2,270","1,730",820,710,410,330,,,
,Serangoon Garden,"38,620","1,220","1,480","1,710","2,210","2,710","2,880","2,400","2,370","2,580","2,620","3,010","3,380","3,270","2,650","1,420","1,160",810,750,,,
,Serangoon North,"17,040",580,800,980,"1,330","1,530","1,220","1,000","1,140","1,200","1,380","1,590","1,440","1,180",770,350,280,170,120,,,
,Serangoon North Ind Estate,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Upper Paya Lebar,"16,050",540,710,700,910,"1,140","1,420",970,"1,040","1,090","1,090","1,250","1,540","1,220","1,010",500,420,260,220,,,
Simpang,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pulau Seletar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Simpang North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Simpang South,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tanjong Irau,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Singapore River,Total,"2,840",230,180,140,100,100,100,230,410,390,300,190,140,100,100,60,40,10,30,,,
,Boat Quay,150,10,-,10,-,-,10,10,10,20,10,10,10,10,10,10,10,-,10,,,
,Clarke Quay,120,10,-,-,10,-,10,10,20,10,10,10,10,-,-,-,-,-,10,,,
,Robertson Quay,"2,570",210,180,130,90,90,90,210,380,350,280,170,120,90,90,50,30,10,20,,,
Southern Islands,Total,"1,600",100,90,100,100,80,70,80,120,170,210,190,130,80,50,20,20,-,10,,,
,Sentosa,"1,600",100,90,100,100,80,70,80,120,170,210,190,130,80,50,20,20,-,10,,,
,Southern Group,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Straits View,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Straits View,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sungei Kadut,Total,860,30,40,30,50,40,50,50,40,50,70,60,60,50,70,40,50,40,50,,,
,Gali Batu,130,-,-,-,-,-,-,-,-,10,-,-,10,10,20,10,20,20,30,,,
,Kranji,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pang Sua,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Reservoir View,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Turf Club,670,20,30,30,50,40,40,40,40,40,60,50,50,30,50,30,30,20,10,,,
Tampines,Total,"259,110","11,350","11,750","12,950","17,070","20,740","21,110","18,090","17,990","17,720","18,870","22,120","22,670","18,490","12,620","5,720","4,570","2,880","2,390",,,
,Simei,"41,880","1,920","2,010","2,140","2,720","3,170","3,120","2,790","3,260","3,280","3,130","3,520","3,510","2,760","2,020",880,760,430,460,,,
,Tampines East,"137,580","5,920","6,020","6,670","9,060","11,270","11,190","9,740","9,290","8,900","9,990","11,850","12,260","10,070","6,830","3,130","2,490","1,600","1,300",,,
,Tampines North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tampines West,"77,820","3,460","3,660","4,040","5,140","6,110","6,660","5,470","5,350","5,430","5,610","6,510","6,700","5,540","3,710","1,680","1,310",840,620,,,
,Xilin,"1,830",50,60,90,150,190,140,100,90,110,140,240,200,130,70,30,20,10,10,,,
Tanglin,Total,"19,650","1,030","1,340","1,090","1,040",990,920,"1,140","1,650","1,960","1,890","1,590","1,310","1,150","1,020",570,420,260,280,,,
,Chatsworth,"6,000",320,380,290,280,260,260,440,630,700,630,450,350,320,270,190,120,60,70,,,
,Nassim,"8,720",480,680,540,470,440,400,440,680,870,810,740,590,500,470,230,170,110,130,,,
,Ridout,"1,360",70,60,70,70,80,80,90,100,100,120,110,110,90,100,40,40,30,30,,,
,Tyersall,"3,570",160,230,190,220,210,200,180,240,300,340,300,260,240,190,120,90,60,50,,,
Tengah,Total,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tengah,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Toa Payoh,Total,"122,780","4,810","5,440","5,470","6,240","7,120","7,700","7,760","8,710","9,690","9,320","9,510","9,850","8,520","7,700","4,840","4,830","2,860","2,430",,,
,Bidadari,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Boon Teck,"14,780",530,630,670,800,900,910,780,830,990,"1,070","1,170","1,290","1,100",930,690,680,430,390,,,
,Braddell,"10,610",390,460,520,560,680,720,670,670,770,810,840,830,760,640,390,430,230,240,,,
,Joo Seng,"6,670",230,330,280,340,370,470,410,460,560,480,510,540,500,430,250,240,150,120,,,
,Kim Keat,"8,600",270,330,320,410,590,650,530,570,620,600,680,810,650,570,340,340,170,140,,,
,Lorong 8 Toa Payoh,"8,040",250,280,300,440,500,520,440,510,610,590,640,690,580,560,360,380,230,180,,,
,Pei Chun,"11,480",360,530,570,650,600,630,640,730,970,990,950,940,760,700,470,490,290,220,,,
,Potong Pasir,"12,420",450,470,520,530,660,870,860,890,990,930,900,"1,040","1,110",990,480,370,220,140,,,
,Sennett,"4,560",120,190,220,260,320,310,250,270,290,290,330,410,350,330,190,160,110,170,,,
,Toa Payoh Central,"30,280","1,720","1,610","1,420","1,530","1,640","1,700","2,220","2,700","2,630","2,340","2,230","2,120","1,690","1,560","1,000","1,020",640,510,,,
,Toa Payoh West,"12,930",380,440,490,600,690,770,790,890,"1,030","1,000","1,080","1,020",880,890,620,680,390,310,,,
,Woodleigh,"2,410",130,160,160,130,160,160,170,200,230,220,160,170,160,100,40,30,20,20,,,
Tuas,Total,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tengeh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Bay,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas North,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Promenade,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas View,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas View Extension,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Western Islands,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Jurong Island And Bukom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Semakau,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sudong,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Western Water Catchment,Total,800,40,50,40,40,80,60,50,80,90,60,60,60,40,10,10,10,10,20,,,
,Western Water Catchment,800,40,50,40,40,80,60,50,80,90,60,60,60,40,10,10,10,10,20,,,
Woodlands,Total,"249,780","11,840","13,750","16,010","20,640","20,430","18,400","17,640","18,500","20,020","21,770","21,530","17,510","12,680","8,300","4,090","3,340","1,980","1,350",,,
,Greenwood Park,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Midview,"36,030","1,700","1,830","2,330","3,450","3,380","2,760","2,520","2,310","2,520","3,370","3,340","2,360","1,710","1,000",530,440,270,230,,,
,North Coast,"14,220",490,530,660,970,"1,160","1,100",890,920,920,"1,110","1,340","1,210","1,000",840,450,330,200,120,,,
,Senoko West,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Woodgrove,"35,930","1,320","1,700","2,200","3,240","3,510","2,810","2,200","2,310","2,670","3,400","3,390","2,620","1,880","1,150",540,450,290,240,,,
,Woodlands East,"94,280","4,730","5,700","6,620","7,810","7,060","6,780","6,890","7,690","8,600","8,380","7,880","6,270","4,190","2,600","1,160",990,570,380,,,
,Woodlands Regional Centre,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Woodlands South,"36,450","2,200","2,560","2,610","2,900","2,410","2,410","2,890","3,290","3,170","3,030","2,610","2,230","1,660","1,140",570,400,230,140,,,
,Woodlands West,"32,770","1,390","1,420","1,580","2,280","2,910","2,550","2,240","1,940","2,130","2,480","2,970","2,830","2,250","1,560",840,730,420,250,,,
Yishun,Total,"205,840","10,930","10,070","10,280","12,040","14,240","17,180","17,450","15,810","15,320","14,640","17,230","16,550","13,130","9,300","4,500","3,560","2,070","1,550",,,
,Khatib,"10,600",330,400,460,600,840,"1,000",730,640,750,740,"1,010","1,050",810,590,280,200,120,80,,,
,Lower Seletar,"4,600",550,310,270,270,210,500,650,420,370,330,260,190,110,90,30,30,20,10,,,
,Nee Soon,900,50,40,50,50,50,60,40,60,80,80,90,70,50,40,40,20,20,20,,,
,Northland,"30,520","1,180","1,370","1,590","1,940","2,360","2,520","2,180","2,180","2,230","2,320","2,720","2,790","2,030","1,450",660,540,280,210,,,
,Springleaf,"4,010",140,170,250,260,360,330,180,250,260,240,320,350,280,290,150,100,40,50,,,
,Yishun Central,"1,460",50,60,40,100,140,130,110,90,70,80,150,140,120,80,50,20,10,10,,,
,Yishun East,"56,750","4,950","3,520","2,770","3,110","3,500","4,780","6,790","5,220","4,050","3,520","4,110","3,600","2,800","1,930",840,650,400,230,,,
,Yishun South,"38,180","1,390","1,590","1,870","2,230","2,970","3,370","2,570","2,580","2,850","2,710","3,440","3,370","2,790","1,960",910,770,450,370,,,
,Yishun West,"58,820","2,300","2,620","2,980","3,480","3,830","4,500","4,200","4,370","4,670","4,620","5,140","4,990","4,150","2,880","1,550","1,240",730,560,,,
,,,,,,,,,,,,,,,,,,,,,,,
