"Singapore Residents by Planning Area/Subzone, Age Group and Sex, June 2013",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Planning Area,Subzone,Total,0 - 4,5 - 9,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 & Over,,,
Paya Lebar,Total,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Airport Road,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar East,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar North,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar West,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Plab,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Pioneer,Total,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Benoi Sector,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Gul Basin,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Gul Circle,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Joo Koon,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pioneer Sector,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Punggol,Total,"88,070","9,180","7,160","4,950","3,510","3,410","6,670","12,510","11,050","7,820","5,310","4,520","3,860","3,130","2,060","1,310",770,460,390,,,
,Coney Island,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Matilda,"17,500","2,140","1,090",760,600,600,"1,930","3,230","2,050","1,270",880,810,670,600,360,240,130,90,50,,,
,Northshore,280,10,20,20,20,20,10,20,20,30,30,30,30,20,10,10,10,10,-,,,
,Punggol Canal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Punggol Field,"43,870","3,450","4,030","3,110","2,100","1,990","2,370","4,100","5,700","4,680","3,070","2,610","2,210","1,660","1,140",690,450,250,260,,,
,Punggol Town Centre,"4,590",830,320,140,90,90,290,"1,240",580,260,170,120,140,120,70,50,30,20,10,,,
,Waterway East,"21,830","2,750","1,710",920,700,710,"2,070","3,930","2,710","1,590","1,160",940,810,730,470,310,160,110,70,,,
Queenstown,Total,"98,970","4,490","4,480","4,590","5,010","5,380","5,990","7,590","8,220","8,090","8,010","7,270","6,880","6,280","5,150","4,500","3,380","2,150","1,510",,,
,Commonwealth,"8,350",300,340,330,330,400,510,650,620,640,690,650,630,520,430,460,390,280,170,,,
,Dover,"13,340",700,820,760,850,810,710,970,"1,120","1,110","1,150",970,850,780,650,450,330,180,140,,,
,Ghim Moh,"11,850",510,520,550,610,580,740,860,900,900,860,800,760,790,770,680,490,310,210,,,
,Holland Drive,"14,700",570,530,580,620,640,830,1030,"1,300","1,310","1,130","1,010",1010,1040,960,890,620,370,270,,,
,Kent Ridge,"1,120",40,60,40,50,70,100,90,90,120,110,90,90,70,50,30,20,10,-,,,
,Margaret Drive,"9,760",630,470,430,420,440,630,950,"1,060",790,710,660,590,610,440,370,290,170,120,,,
,Mei Chin,"17,300",700,790,890,1040,"1,040","1,100","1,130","1,220","1,370","1,490","1,410","1,350","1,050",710,750,580,400,280,,,
,National University Of S'pore,450,10,10,10,20,270,40,20,10,10,30,10,10,-,-,-,-,-,-,,,
,One North,630,50,30,20,20,20,30,90,80,100,70,40,20,20,10,10,-,-,-,,,
,Pasir Panjang 1,"3,890",190,180,220,230,240,270,300,350,360,330,310,290,210,160,100,60,40,40,,,
,Pasir Panjang 2,"3,420",150,160,180,250,250,220,240,220,250,320,270,330,270,150,90,30,30,20,,,
,Port,230,-,10,10,10,20,20,20,20,20,20,30,20,20,20,10,-,10,-,,,
,Queensway,290,10,10,10,20,10,20,20,30,40,20,20,20,20,20,10,-,-,-,,,
,Singapore Polytechnic,150,10,10,10,10,10,10,20,30,20,10,10,10,-,-,-,-,-,-,,,
,Tanglin Halt,"13,490",640,550,540,540,570,770,"1,210","1,190","1,050","1,080",980,910,870,790,650,570,360,240,,,
River Valley,Total,"8,930",430,490,440,450,480,480,690,890,"1,000",830,690,590,510,370,240,160,80,120,,,
,Institution Hill,"3,210",190,210,160,160,170,200,290,400,380,270,200,180,170,100,70,40,20,20,,,
,Leonie Hill,"2,370",110,120,140,120,120,120,190,230,300,240,200,150,130,90,40,30,20,20,,,
,One Tree Hill,"1,810",60,80,80,110,110,80,100,120,160,190,160,150,120,100,60,50,20,40,,,
,Oxley,"1,400",70,70,60,50,70,70,110,120,150,110,110,100,80,80,60,40,20,30,,,
,Paterson,150,10,10,10,-,10,-,10,20,20,20,20,10,10,-,10,-,-,-,,,
Rochor,Total,"15,080",570,630,590,660,810,940,"1,160","1,380","1,200","1,160","1,160","1,130","1,070",780,700,480,340,350,,,
,Bencoolen,"1,530",60,60,60,60,90,100,120,120,130,120,140,120,110,60,70,50,40,40,,,
,Farrer Park,"3,280",160,170,130,150,150,210,300,330,270,240,220,250,210,140,120,80,60,90,,,
,Kampong Glam,200,10,-,-,10,10,20,10,10,10,10,30,10,10,-,10,10,10,30,,,
,Little India,"4,070",130,160,180,190,240,230,280,330,310,320,330,320,310,230,220,120,90,90,,,
,Mackenzie,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Mount Emily,"1,030",60,70,40,30,30,70,100,180,120,90,60,50,50,20,20,10,10,10,,,
,Rochor Canal,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Selegie,280,10,10,10,10,20,10,20,40,20,20,20,20,20,10,10,10,10,10,,,
,Sungei Road,"2,470",100,110,110,120,150,160,160,190,180,180,180,170,180,160,140,110,60,30,,,
,Victoria,"2,140",50,60,50,90,120,140,150,170,140,170,180,190,180,140,120,90,60,50,,,
Seletar,Total,300,20,20,20,10,10,10,10,40,40,40,30,30,10,10,-,10,-,-,,,
,Pulau Punggol Barat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pulau Punggol Timor,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Seletar,280,20,20,20,10,10,-,10,30,40,40,30,20,10,10,-,10,-,-,,,
,Seletar Aerospace Park,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sembawang,Total,"73,420","4,660","5,300","5,260","4,500","4,570","4,820","6,710","7,620","7,030","5,840","5,320","4,310","2,920","1,730","1,220",780,490,350,,,
,Admiralty,"12,230",830,980,850,650,700,790,"1,060","1,450","1,180",890,830,660,480,330,240,160,100,60,,,
,Sembawang Central,"29,740","1,750","1,960","2,230","1,950","2,040","2,030","2,630","2,890","2,940","2,470","2,270","1,830","1,130",630,430,270,160,110,,,
,Sembawang East,110,-,-,-,10,10,10,10,10,20,10,-,10,10,10,10,-,-,-,,,
,Sembawang North,"26,050","1,850","2,060","1,830","1,470","1,450","1,740","2,720","2,850","2,470","1,990","1,760","1,500","1,020",550,380,220,130,90,,,
,Sembawang Springs,"3,690",140,210,250,300,240,170,210,290,280,340,290,220,210,160,120,90,90,80,,,
,Sembawang Straits,"1,550",90,80,90,120,130,80,80,120,140,130,170,90,70,60,40,30,10,10,,,
,Senoko North,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Senoko South,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,The Wharves,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sengkang,Total,"182,980","13,290","13,540","11,850","10,850","10,180","11,890","18,700","19,380","16,580","13,500","12,870","10,940","7,650","4,640","3,110","1,850","1,250",920,,,
,Anchorvale,"31,100","2,360","2,920","2,050","1,520","1,480","1,720","2,920","4,040","3,300","2,100","1,990","1,690","1,190",750,550,250,170,110,,,
,Compassvale,"14,820","1,710","1,330",670,500,500,770,"2,350","2,380","1,120",810,720,620,500,320,230,160,70,70,,,
,Fernvale,"24,450","2,680","1,860","1,140",890,980,"1,960","3,620","2,910","1,730","1,400","1,300","1,230",960,660,440,280,230,190,,,
,Lorong Halus North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Rivervale,"56,880","3,030","3,730","4,080","4,090","3,850","3,660","4,350","5,030","5,220","4,630","4,630","3,980","2,730","1,610",960,600,400,290,,,
,Sengkang Town Centre,"55,730","3,510","3,710","3,910","3,850","3,360","3,780","5,450","5,030","5,210","4,560","4,240","3,420","2,260","1,310",930,570,380,260,,,
,Sengkang West,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Serangoon,Total,"122,610","4,450","5,500","6,840","8,440","9,690","8,520","7,870","7,900","8,970","9,550","10,570","10,720","8,570","5,410","3,740","2,640","1,750","1,490",,,
,Lorong Chuan,"8,360",320,430,580,690,680,410,370,530,690,760,780,660,420,330,230,200,150,140,,,
,Seletar Hills,"12,760",460,580,790,980,"1,110",800,690,750,860,980,"1,080","1,070",920,600,460,300,210,150,,,
,Serangoon Central,"27,090",920,1090,"1,420","1,560","2,040","2,200","1,890","1,770","2,020","1,950","2,360","2,600","1,980","1,280",850,590,320,260,,,
,Serangoon Garden,"40,080","1,430","1,670","2,010","2,590","3,070","2,770","2,570","2,540","2,790","2,940","3,340","3,590","3,080","1,990","1,360","1,000",700,650,,,
,Serangoon North,"18,230",750,1010,"1,260","1,570","1,450","1,210","1,280","1,270","1,500","1,740","1,550","1,370",970,510,320,220,140,100,,,
,Serangoon North Ind Estate,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Upper Paya Lebar,"16,060",570,720,790,1050,"1,340","1,140",1070,1050,"1,110","1,180","1,450","1,420","1,180",710,520,340,240,190,,,
Simpang,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pulau Seletar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Simpang North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Simpang South,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tanjong Irau,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Singapore River,Total,"2,540",160,150,120,80,80,110,300,360,360,240,180,150,80,70,50,30,10,30,,,
,Boat Quay,170,10,10,-,-,-,10,20,20,20,20,10,10,10,10,10,10,-,-,,,
,Clarke Quay,140,-,10,10,10,-,10,20,10,20,20,10,10,-,-,-,-,-,10,,,
,Robertson Quay,"2,230",160,140,110,80,80,90,260,320,320,200,160,130,70,60,40,20,10,20,,,
Southern Islands,Total,"1,300",80,70,70,70,80,50,60,120,160,180,130,100,60,30,10,10,10,-,,,
,Sentosa,"1,300",80,70,70,70,80,50,60,120,160,180,130,100,60,30,10,10,10,-,,,
,Southern Group,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Straits View,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Straits View,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sungei Kadut,Total,870,30,30,40,40,40,50,60,60,60,60,50,60,50,60,50,50,30,60,,,
,Gali Batu,150,-,-,10,-,-,-,-,10,-,-,10,10,10,10,20,20,20,40,,,
,Kranji,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pang Sua,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Reservoir View,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Turf Club,660,30,30,30,40,40,40,50,50,50,50,40,50,40,50,30,30,10,10,,,
Tampines,Total,"259,470","11,270","12,600","15,490","20,130","21,820","18,790","19,050","17,830","18,670","21,580","23,450","21,350","15,150","8,560","5,560","3,730","2,470","1,980",,,
,Simei,"43,380","2,010","2,260","2,590","3,120","3,490","2,880","3,510","3,400","3,450","3,520","3,810","3,260","2,420","1,390",880,600,420,370,,,
,Tampines East,"137,570","5,930","6,420","7,990","10,870","11,650","10,110","10,060","9,020","9,490","11,600","12,490","11,600","8,170","4,620","3,040","2,060","1,350","1,090",,,
,Tampines North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tampines West,"76,520","3,270","3,820","4,760","5,950","6,510","5,690","5,370","5,290","5,590","6,240","6,920","6,300","4,460","2,500","1,610","1,050",680,510,,,
,Xilin,"1,990",60,100,140,180,170,120,120,120,140,220,230,190,100,50,30,20,20,10,,,
Tanglin,Total,"18,090",850,"1,190","1,050","1,020",950,780,"1,120","1,600","1,960","1,690","1,450","1,210","1,080",800,520,330,240,250,,,
,Chatsworth,"5,260",250,290,270,270,240,250,430,550,640,490,400,340,280,200,160,90,50,70,,,
,Nassim,"7,950",390,630,500,450,410,300,440,670,860,760,620,520,480,360,210,130,110,120,,,
,Ridout,"1,370",60,70,60,90,80,70,80,120,100,110,140,110,100,70,40,30,30,30,,,
,Tyersall,"3,510",150,210,210,220,220,180,170,260,360,330,300,240,220,170,110,80,50,40,,,
Tengah,Total,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tengah,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Toa Payoh,Total,"127,540","5,260","5,750","6,170","7,060","7,510","7,630","9,350","9,770","10,140","10,010","10,200","9,660","8,240","6,500","5,670","3,880","2,590","2,170",,,
,Bidadari,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Boon Teck,"15,810",560,700,810,920,970,880,970,980,"1,140","1,220","1,350","1,270","1,030",900,800,590,400,350,,,
,Braddell,"10,920",410,530,530,680,690,650,760,790,830,860,900,840,690,530,490,320,220,210,,,
,Joo Seng,"6,950",310,340,320,360,450,410,480,550,550,520,580,560,450,350,280,190,140,110,,,
,Kim Keat,"8,790",300,360,380,530,650,610,620,600,680,690,790,720,560,470,350,240,130,120,,,
,Lorong 8 Toa Payoh,"8,480",270,310,410,520,520,480,530,600,660,640,730,620,620,450,470,290,220,130,,,
,Pei Chun,"12,080",490,600,690,620,600,670,770,950,"1,070","1,080",930,870,720,610,590,400,250,180,,,
,Potong Pasir,"13,060",490,520,570,640,810,890,990,1000,"1,040",1000,1010,"1,190","1,100",740,480,300,160,140,,,
,Sennett,"4,400",120,180,230,290,340,250,250,230,280,290,360,410,330,260,180,130,150,140,,,
,Toa Payoh Central,"30,830","1,780","1,580","1,510","1,680","1,580","1,850","2,850","2,800","2,590","2,380","2,270","1,980","1,680","1,310","1,190",840,530,440,,,
,Toa Payoh West,"13,840",410,470,560,690,710,810,960,1070,"1,070","1,120","1,120","1,020",940,800,820,560,370,330,,,
,Woodleigh,"2,390",110,170,160,140,190,140,190,210,230,210,170,190,120,70,40,20,20,10,,,
Tuas,Total,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tengeh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Bay,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas North,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Promenade,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas View,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas View Extension,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Western Islands,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Jurong Island And Bukom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Semakau,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sudong,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Western Water Catchment,Total,1000,50,50,50,40,210,80,50,90,80,60,80,60,30,10,10,10,10,20,,,
,Western Water Catchment,1000,50,50,50,40,210,80,50,90,80,60,80,60,30,10,10,10,10,20,,,
Woodlands,Total,"249,710","12,740","15,320","19,190","21,530","19,040","17,340","19,150","19,640","22,330","22,860","19,850","15,070","10,090","5,890","4,200","2,720","1,620","1,130",,,
,Greenwood Park,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Midview,"34,880","1,490","1,990","3,050","3,730","2,960","2,330","2,130","2,210","3,130","3,710","2,900","2,000","1,250",710,540,350,230,190,,,
,North Coast,"15,250",590,660,860,"1,130","1,230","1,120",1040,1030,"1,070","1,340","1,360","1,180",970,660,470,300,150,100,,,
,Senoko West,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Woodgrove,"36,020","1,490","1,930","2,860","3,770","3,120","2,450","2,310","2,400","3,190","3,730","3,010","2,270","1,360",760,540,380,250,190,,,
,Woodlands East,"94,570","5,220","6,700","7,630","7,700","6,610","6,270","7,960","8,630","9,270","8,390","7,120","5,210","3,300","1,810","1,210",780,450,310,,,
,Woodlands Regional Centre,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Woodlands South,"36,100","2,530","2,530","2,900","2,610","2,370","2,630","3,380","3,270","3,300","2,830","2,510","1,870","1,420",820,520,320,190,120,,,
,Woodlands West,"32,820","1,410","1,510","1,900","2,600","2,760","2,530","2,330","2,090","2,360","2,870","2,940","2,540","1,780","1,130",920,590,340,220,,,
Yishun,Total,"188,140","8,550","9,460","10,740","12,550","15,540","14,640","14,800","13,890","14,300","15,740","16,880","14,680","10,470","6,370","4,260","2,580","1,550","1,150",,,
,Khatib,"11,370",420,480,560,790,1030,910,850,750,820,960,"1,140",950,730,430,270,140,90,70,,,
,Lower Seletar,"1,130",80,90,120,110,60,30,70,90,120,100,90,50,30,40,20,20,10,-,,,
,Nee Soon,860,50,30,50,50,60,50,50,80,80,70,80,60,50,50,30,10,10,10,,,
,Northland,"31,920","1,300","1,620","1,960","2,190","2,630","2,540","2,480","2,460","2,460","2,640","2,990","2,510","1,710",990,640,390,240,180,,,
,Springleaf,"3,900",160,180,220,320,350,260,230,240,270,270,320,330,280,210,120,60,50,40,,,
,Yishun Central,"1,560",70,60,70,140,140,140,140,80,70,140,150,140,100,50,40,20,10,10,,,
,Yishun East,"38,350","2,370","2,130","2,380","2,740","3,270","2,920","3,540","2,880","2,840","3,240","3,290","2,550","1,780","1,010",640,410,210,170,,,
,Yishun South,"39,570","1,640","1,920","2,140","2,610","3,520","3,070","2,960","2,870","2,980","3,220","3,600","3,230","2,300","1,450",910,550,350,250,,,
,Yishun West,"59,470","2,460","2,970","3,240","3,600","4,480","4,730","4,500","4,430","4,660","5,090","5,230","4,860","3,500","2,160","1,600",960,590,410,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
