"Singapore Residents by Planning Area/Subzone, Age Group and Sex, June 2011",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Planning Area,Subzone,Total,0 - 4,5 - 9,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 & Over,,,
,,Total (Number),,,,,,,,,,,,,,,,,,,,,
,Pasir Ris Drive,"61,070","2,810","3,470","5,150","6,620","4,860","3,540","3,830","4,160","5,070","6,670","5,340","3,620","2,470","1,130",960,690,400,290,,,
,Pasir Ris Park,"1,570",80,100,120,140,90,80,100,160,180,200,130,80,40,30,30,10,10,10,,,
,Pasir Ris Wafer Fab Park,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pasir Ris West,"35,990","1,840","2,440","3,480","3,680","2,190","1,830","2,290","2,910","3,810","4,010","2,680","1,720","1,150",600,570,400,240,160,,,
Paya Lebar,Total,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Airport Road,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar East,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar North,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar West,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Plab,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Pioneer,Total,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Benoi Sector,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Gul Basin,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Gul Circle,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Joo Koon,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pioneer Sector,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Punggol,Total,"64,530","6,550","5,510","3,620","2,800","2,840","4,330","8,120","9,010","5,350","4,270","3,570","2,870","2,390","1,180",960,600,320,230,,,
,Coney Island,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Matilda,"6,640",630,520,330,290,330,410,810,940,490,500,430,330,270,130,100,70,40,30,,,
,Northshore,260,10,20,20,20,10,10,10,20,30,30,20,20,20,10,10,10,-,-,,,
,Punggol Canal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Punggol Field,"42,660","4,040","3,840","2,690","1,990","1,930","2,420","4,750","6,150","3,810","2,880","2,440","1,940","1,580",790,650,410,210,170,,,
,Punggol Town Centre,"3,300",500,170,100,90,80,520,790,320,180,150,100,100,90,40,40,20,10,10,,,
,Waterway East,"11,670","1,380",970,490,410,490,980,"1,760","1,580",840,730,570,480,430,220,160,100,60,30,,,
Queenstown,Total,"97,830","4,510","4,320","4,680","4,860","4,970","6,400","7,850","8,650","7,930","8,030","7,160","6,580","6,580","4,280","4,570","3,220","1,970","1,270",,,
,Commonwealth,"8,540",310,320,320,330,420,620,610,700,660,710,640,590,590,410,480,410,250,170,,,
,Dover,"12,100",650,670,660,700,600,730,930,"1,140","1,040","1,060",890,750,790,500,440,290,160,110,,,
,Ghim Moh,"11,630",470,520,590,590,560,700,860,970,840,900,750,750,910,640,670,460,270,180,,,
,Holland Drive,"15,180",590,560,640,620,720,890,1190,"1,470","1,270","1,160","1,070",980,1160,810,900,590,340,220,,,
,Kent Ridge,"1,250",60,60,60,70,70,110,120,130,120,120,100,90,80,40,30,10,-,-,,,
,Margaret Drive,"9,180",600,430,440,390,380,580,950,960,730,710,620,560,590,340,390,260,160,100,,,
,Mei Chin,"17,310",740,790,970,1020,990,"1,120","1,100","1,340","1,440","1,550","1,390","1,270","1,010",630,770,540,390,240,,,
,National University Of S'pore,260,10,10,20,20,80,30,20,20,20,20,10,10,-,-,-,-,-,-,,,
,One North,460,30,20,10,20,10,30,60,70,70,50,30,20,20,10,10,-,-,-,,,
,Pasir Panjang 1,"3,710",210,180,200,240,250,270,290,350,340,310,290,260,210,100,70,60,40,40,,,
,Pasir Panjang 2,"3,420",130,170,190,250,250,240,250,230,280,280,300,360,230,120,70,30,20,20,,,
,Port,260,-,10,10,20,20,10,30,20,20,30,30,20,20,10,10,10,10,-,,,
,Queensway,280,10,10,20,20,10,20,30,30,30,30,10,20,20,10,10,-,-,-,,,
,Singapore Polytechnic,140,10,10,10,10,10,20,20,20,10,20,10,10,-,-,-,-,-,-,,,
,Tanglin Halt,"14,130",690,580,550,570,590,1020,"1,390","1,210","1,080","1,080",1020,890,970,670,740,560,340,200,,,
River Valley,Total,"8,380",360,430,440,500,420,510,680,810,890,810,660,570,470,280,230,130,100,100,,,
,Institution Hill,"2,790",130,150,160,160,140,210,260,330,300,250,180,180,150,70,70,30,20,20,,,
,Leonie Hill,"2,340",100,130,130,150,120,130,190,230,270,230,210,160,130,70,40,30,20,20,,,
,One Tree Hill,"1,740",70,80,90,120,90,90,100,110,170,200,150,120,100,80,60,40,30,40,,,
,Oxley,"1,390",60,60,60,60,70,70,110,130,140,120,110,90,90,70,60,30,30,30,,,
,Paterson,120,10,10,10,10,-,-,10,20,20,20,10,10,-,-,-,-,-,-,,,
Rochor,Total,"15,440",640,620,630,710,830,1060,"1,340","1,370","1,170","1,190","1,240","1,110","1,080",680,700,490,330,270,,,
,Bencoolen,"1,540",60,50,60,60,80,110,110,130,140,130,140,100,100,60,70,60,40,30,,,
,Farrer Park,"3,450",200,160,160,140,190,260,350,320,260,250,260,250,190,140,110,100,60,80,,,
,Kampong Glam,160,10,-,-,-,10,10,10,20,10,10,10,10,10,10,10,10,10,20,,,
,Little India,"4,120",150,170,190,210,240,250,320,360,290,310,340,320,310,190,220,130,80,60,,,
,Mackenzie,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Mount Emily,970,50,60,30,40,40,80,120,140,110,90,60,50,40,20,20,10,10,10,,,
,Rochor Canal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Selegie,300,10,10,10,30,20,20,30,30,20,20,20,20,20,10,10,10,10,-,,,
,Sungei Road,"2,500",100,110,110,130,140,170,170,190,190,190,180,170,200,140,130,100,60,30,,,
,Victoria,"2,310",70,60,70,100,120,170,210,170,140,180,220,180,200,130,130,80,50,40,,,
Seletar,Total,310,20,20,20,20,10,10,10,40,40,40,30,20,10,10,10,10,-,-,,,
,Pulau Punggol Barat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pulau Punggol Timor,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Seletar,280,20,20,20,20,10,10,10,40,40,40,20,20,10,10,-,10,-,-,,,
,Seletar Aerospace Park,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sembawang,Total,"73,120","5,320","5,490","5,030","4,360","4,520","5,390","7,380","8,050","6,320","5,790","5,160","3,760","2,560","1,350","1,140",760,430,310,,,
,Admiralty,"12,270","1,060",980,740,630,710,850,"1,330","1,510",970,900,790,570,440,260,240,170,80,50,,,
,Sembawang Central,"29,920","1,900","2,170","2,220","1,950","2,070","2,210","2,810","3,190","2,710","2,490","2,240","1,590",970,490,400,270,140,100,,,
,Sembawang East,110,10,10,10,10,10,10,10,10,20,-,10,10,10,10,10,-,-,-,,,
,Sembawang North,"26,000","2,140","2,080","1,730","1,420","1,430","2,070","2,930","2,950","2,220","1,920","1,760","1,310",860,430,350,220,120,80,,,
,Sembawang Springs,"3,580",150,200,270,270,210,190,230,280,300,340,250,220,210,130,110,90,70,80,,,
,Sembawang Straits,"1,190",60,60,70,90,100,60,70,100,90,130,120,70,70,40,30,10,10,10,,,
,Senoko North,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Senoko South,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,The Wharves,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sengkang,Total,"171,250","13,280","12,440","11,500","9,980","9,540","12,180","18,350","18,930","14,590","12,910","12,200","9,210","6,640","3,270","2,670","1,690","1,090",790,,,
,Anchorvale,"31,060","2,820","2,770","1,830","1,440","1,500","1,970","3,450","4,430","2,660","2,090","1,950","1,490","1,140",560,470,250,150,100,,,
,Compassvale,"14,330","1,850","1,030",550,460,490,"1,130","2,940","1,790",950,760,660,570,440,250,210,120,80,70,,,
,Fernvale,"16,560","1,790","1,150",710,620,700,"1,450","2,440","1,960","1,150",920,990,800,680,370,290,250,160,140,,,
,Lorong Halus North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Rivervale,"56,250","3,400","3,800","4,290","3,900","3,690","3,830","4,640","5,480","4,930","4,710","4,560","3,470","2,400","1,130",850,570,370,260,,,
,Sengkang Town Centre,"53,030","3,430","3,690","4,120","3,560","3,160","3,790","4,880","5,280","4,900","4,430","4,040","2,890","1,980",970,850,510,340,230,,,
,Sengkang West,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Serangoon,Total,"123,610","4,610","5,760","7,680","9,130","9,430","8,520","8,060","8,570","8,950","10,320","11,270","10,120","8,050","4,180","3,610","2,430","1,620","1,300",,,
,Lorong Chuan,"8,540",320,480,660,710,610,420,410,590,760,810,800,580,450,240,240,190,140,130,,,
,Seletar Hills,"12,050",440,530,850,950,"1,010",720,700,710,790,980,"1,050","1,000",850,500,420,260,170,120,,,
,Serangoon Central,"27,720",960,1180,"1,560","1,820","2,190","2,170","1,800","2,050","1,960","2,210","2,660","2,450","1,910",950,830,500,310,230,,,
,Serangoon Garden,"39,980","1,440","1,680","2,190","2,800","2,940","2,850","2,650","2,680","2,700","3,160","3,560","3,470","2,880","1,530","1,310",940,640,590,,,
,Serangoon North,"18,620",840,1130,"1,520","1,670","1,330","1,200","1,340","1,410","1,620","1,820","1,550","1,280",820,380,300,190,130,90,,,
,Serangoon North Ind Estate,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Upper Paya Lebar,"16,680",620,750,900,1190,"1,350","1,160",1160,1120,"1,130","1,340","1,650","1,340","1,140",590,510,350,220,150,,,
Simpang,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pulau Seletar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Simpang North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Simpang South,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tanjong Irau,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Singapore River,Total,"2,150",120,110,100,90,70,140,240,310,300,200,140,100,80,60,40,10,20,20,,,
,Boat Quay,170,10,10,-,-,10,20,20,30,10,20,10,10,10,10,10,-,-,-,,,
,Clarke Quay,110,10,10,10,-,-,10,10,20,10,10,10,-,-,-,-,-,-,10,,,
,Robertson Quay,"1,870",110,100,90,80,60,120,210,270,280,180,120,90,70,50,30,10,10,10,,,
Southern Islands,Total,880,50,60,50,50,50,40,50,80,130,120,80,70,30,20,10,10,10,-,,,
,Sentosa,880,50,60,50,50,50,40,50,80,130,120,80,70,30,20,10,10,10,-,,,
,Southern Group,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Straits View,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Straits View,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sungei Kadut,Total,860,30,20,30,40,40,50,50,60,50,60,60,50,70,50,50,40,40,60,,,
,Gali Batu,150,-,-,-,-,-,-,-,-,-,-,-,10,10,10,20,20,20,50,,,
,Kranji,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pang Sua,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Reservoir View,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Turf Club,670,30,20,30,40,40,50,50,50,40,50,50,40,60,40,30,20,10,10,,,
Tampines,Total,"260,850","11,740","13,560","17,700","21,420","21,100","19,230","18,830","18,700","19,920","23,220","23,690","19,340","13,460","6,150","5,170","3,540","2,350","1,740",,,
,Simei,"42,630","2,010","2,250","2,880","3,400","3,200","2,840","3,350","3,530","3,400","3,830","3,750","2,940","2,230",960,820,510,390,330,,,
,Tampines East,"138,800","6,220","7,010","9,220","11,550","11,200","10,510","9,960","9,470","10,460","12,290","12,730","10,520","7,250","3,340","2,840","1,990","1,300",960,,,
,Tampines North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tampines West,"77,370","3,430","4,180","5,450","6,280","6,550","5,760","5,400","5,580","5,900","6,840","6,990","5,730","3,900","1,820","1,490","1,020",640,440,,,
,Xilin,"2,060",80,120,160,200,150,120,110,130,170,260,220,150,80,40,20,30,20,10,,,
Tanglin,Total,"17,510",880,"1,040","1,050","1,060",880,880,"1,170","1,610","1,790","1,620","1,390","1,210","1,090",620,470,300,240,210,,,
,Chatsworth,"5,000",240,240,270,270,240,300,440,530,540,440,380,340,280,190,130,70,60,60,,,
,Nassim,"7,690",400,540,470,460,390,350,450,690,800,740,610,510,500,250,180,130,110,110,,,
,Ridout,"1,300",60,60,60,90,70,70,80,110,90,120,100,110,100,50,50,30,20,20,,,
,Tyersall,"3,520",190,190,240,240,180,160,210,290,350,330,300,260,220,130,110,80,50,30,,,
Tengah,Total,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tengah,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Toa Payoh,Total,"125,570","5,060","5,620","6,470","7,310","7,260","7,900","9,180","9,970","9,670","10,100","10,490","9,130","8,360","5,410","5,610","3,750","2,350","1,930",,,
,Bidadari,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Boon Teck,"17,010",660,780,940,1050,1020,970,1030,1170,"1,220","1,380","1,490","1,290","1,070",820,820,590,370,350,,,
,Braddell,"10,160",340,460,510,640,600,700,720,690,730,820,880,790,680,450,490,280,200,180,,,
,Joo Seng,"6,920",310,330,370,380,450,440,510,560,540,550,560,520,480,280,260,190,130,90,,,
,Kim Keat,"8,890",320,350,440,620,640,570,610,700,690,730,850,640,550,360,390,210,130,90,,,
,Lorong 8 Toa Payoh,"8,670",280,340,490,550,510,490,580,630,660,700,730,620,620,410,460,290,180,130,,,
,Pei Chun,"12,210",530,620,690,600,620,700,850,1090,"1,080","1,000",990,790,770,530,580,400,210,160,,,
,Potong Pasir,"13,270",500,560,580,670,840,1010,1050,1070,980,990,1140,"1,230","1,100",540,450,300,140,110,,,
,Sennett,"4,440",110,170,240,320,340,300,260,250,280,310,450,360,320,190,160,140,140,120,,,
,Toa Payoh Central,"27,670","1,460","1,360","1,450","1,550","1,400","1,710","2,440","2,460","2,240","2,250","2,130","1,720","1,630","1,080","1,130",820,480,370,,,
,Toa Payoh West,"14,350",460,530,630,760,680,890,1020,1200,"1,100","1,190","1,120",990,1040,720,840,530,340,320,,,
,Woodleigh,"1,970",100,120,130,160,160,140,130,150,170,180,170,170,100,40,30,20,20,10,,,
Tuas,Total,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tengeh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Bay,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas North,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Promenade,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas View,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas View Extension,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Western Islands,Total,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Jurong Island And Bukom,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Semakau,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sudong,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Western Water Catchment,Total,1000,50,70,50,30,180,70,70,100,80,80,80,50,20,10,10,10,10,30,,,
,Western Water Catchment,1000,50,70,50,30,180,70,70,100,80,80,80,50,20,10,10,10,10,30,,,
Woodlands,Total,"247,410","13,780","16,640","21,240","20,620","17,700","17,570","19,400","21,340","23,110","22,400","18,240","13,230","8,850","4,480","3,880","2,550","1,440",930,,,
,Greenwood Park,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Midview,"35,020","1,690","2,330","3,600","3,610","2,590","2,270","2,190","2,530","3,640","3,590","2,530","1,730","1,020",550,490,330,190,170,,,
,North Coast,"15,510",620,720,970,"1,210","1,170","1,140",1080,1040,"1,210","1,400","1,370","1,160",970,530,430,280,160,70,,,
,Senoko West,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Woodgrove,"35,780","1,590","2,170","3,410","3,620","2,810","2,350","2,240","2,630","3,620","3,610","2,740","1,960","1,240",570,510,340,210,170,,,
,Woodlands East,"95,360","5,990","7,310","8,290","7,150","6,370","6,830","8,370","9,660","9,170","8,210","6,620","4,500","2,910","1,350","1,180",750,430,270,,,
,Woodlands Regional Centre,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Woodlands South,"33,710","2,510","2,560","2,870","2,320","2,220","2,590","3,340","3,290","2,960","2,640","2,220","1,610","1,080",570,430,260,170,90,,,
,Woodlands West,"32,000","1,390","1,550","2,100","2,710","2,540","2,390","2,180","2,190","2,500","2,960","2,770","2,280","1,650",920,850,590,280,170,,,
Yishun,Total,"185,490","8,530","9,760","11,590","13,670","15,160","14,320","14,060","14,320","14,290","17,040","16,470","13,340","9,510","4,770","3,870","2,410","1,410",980,,,
,Khatib,"11,570",500,500,640,860,1010,900,850,850,850,1040,"1,130",910,680,320,230,150,80,70,,,
,Lower Seletar,"1,090",80,110,110,100,70,30,60,100,120,100,70,40,30,30,20,20,-,10,,,
,Nee Soon,890,50,50,50,50,60,50,60,90,80,80,70,50,50,40,20,10,10,10,,,
,Northland,"32,500","1,470","1,760","2,140","2,410","2,690","2,550","2,500","2,530","2,580","3,000","2,990","2,230","1,560",740,620,360,230,160,,,
,Springleaf,"3,820",160,200,240,350,330,220,250,230,250,300,340,280,300,140,110,60,40,30,,,
,Yishun Central,"1,590",70,40,100,150,140,150,120,90,100,160,140,130,90,50,30,30,20,10,,,
,Yishun East,"33,970","1,780","2,000","2,380","2,880","2,840","2,440","2,590","2,680","2,640","3,320","2,900","2,210","1,490",700,540,350,170,110,,,
,Yishun South,"40,040","1,720","2,020","2,380","3,080","3,420","3,130","3,000","3,070","2,890","3,650","3,580","3,010","2,160","1,010",860,540,300,240,,,
,Yishun West,"60,020","2,710","3,080","3,560","3,800","4,620","4,850","4,650","4,690","4,800","5,400","5,240","4,480","3,150","1,740","1,440",900,560,350,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
