"Singapore Residents by Planning Area/Subzone, Age Group and Sex, June 2009",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Planning Area,Subzone,Total,0 - 4,5 - 9,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 & Over,,,
,Benoi Sector,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Gul Basin,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Gul Circle,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Joo Koon,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pioneer Sector,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Punggol,Total,"56,950","6,690","4,700","2,790","2,610","2,400","3,860","8,430","7,680","4,350","3,660","3,060","2,370","1,710","1,060",690,470,260,180,,,
,Subzone 1,210,10,10,10,10,10,10,20,20,20,10,20,20,20,10,-,10,-,-,,,
,Subzone 2,410,60,20,10,10,20,90,80,40,20,10,10,10,10,10,-,-,-,-,,,
,Subzone 3,"6,530",750,480,260,320,280,450,"1,040",800,470,470,380,300,200,140,80,60,40,30,,,
,Subzone 4,"41,520","4,630","3,580","2,210","1,960","1,810","2,730","5,660","5,720","3,280","2,740","2,260","1,720","1,270",760,530,340,200,130,,,
,Subzone 5,"8,290","1,240",600,290,310,290,580,"1,640","1,090",570,430,390,320,220,150,80,60,20,20,,,
,Subzone 6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Queenstown,Total,"98,490","4,690","4,550","4,830","4,890","5,100","7,010","8,500","8,690","8,120","7,740","7,160","6,540","5,840","4,870","4,220","2,960","1,680","1,110",,,
,Commonwealth,"8,840",360,360,330,350,460,690,670,740,690,700,650,580,550,510,490,360,230,160,,,
,Dover,"11,820",630,650,680,710,580,800,"1,010","1,060","1,040",990,870,760,700,470,420,240,150,80,,,
,Ghim Moh,"11,950",520,550,600,550,590,830,970,"1,010",900,840,800,800,860,750,580,440,220,160,,,
,Holland Drive,"15,560",620,670,650,650,740,"1,020","1,420","1,510","1,250","1,140","1,050","1,060","1,030",980,800,500,280,200,,,
,Kent Ridge,"1,350",70,70,80,70,80,130,130,130,130,110,130,90,60,40,20,10,-,-,,,
,Margaret Drive,"8,970",610,440,420,410,360,660,"1,070",870,710,700,570,550,430,370,320,230,140,90,,,
,Mei Chin,"17,370",800,840,980,"1,030",980,"1,060","1,230","1,430","1,540","1,470","1,380","1,150",910,740,740,570,330,200,,,
,National University Of Singapore,290,20,10,10,10,100,20,30,20,20,20,10,-,-,-,-,-,-,-,,,
,One North,230,10,10,10,10,10,20,30,40,40,30,10,10,10,10,-,-,-,-,,,
,Pasir Panjang 1,"3,550",200,210,200,230,240,270,280,330,310,330,300,220,160,100,60,50,30,30,,,
,Pasir Panjang 2,"3,470",160,150,230,260,250,250,240,260,300,290,330,340,190,110,40,30,20,20,,,
,Port,300,10,10,20,20,20,20,30,20,30,30,30,10,20,10,-,10,10,-,,,
,Queensway,300,10,10,20,20,20,30,30,40,30,20,20,20,20,10,10,-,-,-,,,
,Singapore Polytechnic,170,10,10,10,10,10,20,20,20,10,20,10,-,-,-,-,-,-,-,,,
,Tanglin Halt,"14,320",670,570,590,580,670,"1,210","1,360","1,200","1,120","1,060","1,000",940,880,770,740,520,280,170,,,
River Valley,Total,"7,980",350,420,440,460,420,560,700,790,810,710,600,550,430,260,190,120,90,100,,,
,Institution Hill,"2,650",130,160,140,160,150,200,270,280,270,220,190,180,110,70,50,30,10,20,,,
,Leonie Hill,"2,200",90,120,140,130,130,160,170,230,240,230,170,130,120,50,30,30,10,20,,,
,One Tree Hill,"1,640",70,80,100,90,80,90,110,120,180,140,140,130,100,60,60,30,30,40,,,
,Oxley,"1,410",50,60,50,80,60,90,140,140,120,120,100,110,90,70,50,30,30,30,,,
,Paterson,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Rochor,Total,"15,930",690,640,660,760,870,"1,220","1,480","1,320","1,200","1,200","1,270","1,180",970,810,640,480,320,240,,,
,Bencoolen,"1,620",60,60,60,70,90,110,120,140,170,130,140,110,90,80,70,60,40,20,,,
,Farrer Park,"3,420",180,140,140,140,200,300,380,300,250,250,260,250,180,150,100,80,80,40,,,
,Kampong Glam,200,10,10,10,-,10,20,10,20,10,10,20,10,10,10,10,20,20,10,,,
,Little India,"4,290",180,190,190,230,240,290,370,320,300,330,350,330,270,230,190,130,80,70,,,
,Mackenzie,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Mount Emily,980,50,40,40,50,40,80,140,140,110,70,60,50,30,20,20,10,10,10,,,
,Rochor Canal,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Selegie,330,10,10,20,30,20,30,40,30,20,20,20,30,20,10,10,10,10,-,,,
,Sungei Road,"2,550",110,110,110,130,140,180,200,190,160,190,180,190,180,170,130,100,50,30,,,
,Victoria,"2,490",90,70,90,110,130,200,210,180,170,200,230,210,180,140,120,70,40,50,,,
Seletar,Total,300,20,20,20,20,10,10,20,40,50,50,30,10,20,10,-,-,-,-,,,
,Seletar,300,20,20,20,20,10,10,20,40,50,50,30,10,20,10,-,-,-,-,,,
Sembawang,Total,"70,080","5,630","5,520","4,530","4,410","4,180","5,530","7,510","7,860","5,940","5,500","4,590","3,230","1,950","1,370",980,690,360,310,,,
,Admiralty,"11,370","1,110",850,600,620,600,900,"1,500","1,300",860,840,660,510,330,270,200,130,50,60,,,
,Sembawang Central,"29,760","2,110","2,380","2,130","2,070","1,930","2,340","2,840","3,380","2,650","2,450","2,060","1,350",750,490,360,250,130,90,,,
,Sembawang East,110,10,10,10,10,10,10,10,20,10,-,-,10,10,20,-,-,-,-,,,
,Sembawang North,"24,330","2,210","2,010","1,450","1,390","1,400","2,010","2,860","2,780","2,030","1,800","1,540","1,100",640,430,300,200,110,70,,,
,Sembawang Springs,"3,560",150,230,280,250,200,200,230,290,310,320,240,210,170,140,90,100,60,70,,,
,Sembawang Straits,880,40,40,60,80,50,60,50,70,70,90,80,50,50,30,30,10,10,20,,,
,Senoko North,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Senoko South,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,The Wharves,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sengkang,Total,"160,980","13,460","12,000","10,780","9,550","9,000","12,470","17,720","17,960","13,260","12,500","11,070","7,800","4,970","3,150","2,130","1,560",930,710,,,
,Buangkok,"30,410","3,260","2,440","1,580","1,440","1,500","2,280","4,040","4,090","2,320","2,050","1,750","1,360",880,600,360,240,140,90,,,
,Jalan Kayu East,"10,900","1,370",640,370,460,540,"1,030","1,920","1,200",640,610,660,530,380,210,140,120,50,30,,,
,Jalan Kayu West,"1,170",20,40,70,90,60,60,50,40,80,80,110,80,50,60,60,60,50,110,,,
,Sengkang Town Centre,"51,180","3,550","4,060","4,070","3,410","2,890","3,760","4,480","5,610","4,750","4,330","3,700","2,420","1,510",970,710,480,310,180,,,
,Sungei Serangoon East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sungei Serangoon West,"56,140","3,850","4,190","4,330","3,780","3,570","3,900","4,870","5,920","4,840","4,820","4,290","2,980","1,870","1,090",730,570,330,220,,,
,Trafalgar,"11,190","1,410",630,360,370,440,"1,450","2,370","1,090",630,610,550,430,290,210,140,90,50,80,,,
Serangoon,Total,"124,550","4,970","6,470","8,260","9,760","9,120","8,860","7,960","8,930","9,480","10,960","11,500","9,450","6,590","4,250","3,200","2,220","1,390","1,190",,,
,Seletar Hills,"11,790",400,610,850,"1,050",890,720,650,720,790,"1,010","1,120",970,690,500,350,220,150,110,,,
,Serangoon Central,"53,390","2,080","2,720","3,300","4,100","4,010","3,810","3,420","3,900","4,010","4,790","5,130","4,030","2,920","1,820","1,380",940,590,430,,,
,Serangoon Garden,"40,680","1,560","1,820","2,430","2,990","3,010","3,040","2,600","2,760","2,850","3,380","3,780","3,350","2,360","1,530","1,220",880,550,560,,,
,Serangoon North,"18,690",930,"1,320","1,670","1,610","1,210","1,290","1,290","1,540","1,840","1,780","1,480","1,100",620,390,260,180,100,80,,,
Simpang,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pulau Seletar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Simpang North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Simpang South,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tanjong Irau,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Singapore River,Total,"1,660",100,90,80,60,50,120,210,260,180,150,100,80,60,50,30,10,20,20,,,
,Boat Quay,180,10,10,-,10,10,30,20,20,20,10,10,10,10,20,10,-,-,-,,,
,Clarke Quay,120,10,10,10,-,-,10,20,20,10,10,10,10,10,-,-,-,-,10,,,
,Robertson Quay,"1,360",90,70,70,50,50,90,170,220,160,130,80,70,40,30,20,10,10,10,,,
Southern Islands,Total,380,30,20,20,20,20,10,20,40,60,60,30,30,10,10,-,-,-,-,,,
,Sentosa,380,30,20,20,20,20,10,20,40,60,60,30,30,10,10,-,-,-,-,,,
,Southern Group,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Straits View,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Straits View,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sungei Kadut,Total,860,30,30,30,40,50,50,60,70,50,50,60,50,60,50,50,40,40,60,,,
,Kranji,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Mandai,160,-,-,-,-,-,-,-,-,-,-,10,10,10,10,20,20,30,50,,,
,Pang Sua,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Reservoir View,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Turf Club,650,30,30,30,40,50,50,50,60,40,50,50,40,50,40,40,20,10,10,,,
Tampines,Total,"261,340","12,500","15,380","19,780","22,170","19,890","19,450","18,190","19,490","21,830","24,450","23,140","17,080","10,520","6,120","4,570","3,260","2,040","1,510",,,
,Simei,"42,920","2,190","2,600","3,150","3,700","2,870","2,960","3,280","3,680","3,590","4,170","3,600","2,660","1,760",940,700,480,330,260,,,
,Tampines East,"138,450","6,470","7,840","10,420","11,780","10,680","10,550","9,410","9,850","11,510","12,840","12,520","9,290","5,660","3,330","2,510","1,830","1,120",850,,,
,Tampines North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tampines West,"77,880","3,750","4,800","6,030","6,510","6,210","5,800","5,360","5,830","6,520","7,180","6,810","5,020","3,040","1,810","1,330",920,580,400,,,
,Xilin,"2,100",90,140,180,180,130,150,130,130,210,270,210,110,70,30,20,30,10,10,,,
Tanglin,Total,"16,690",830,"1,080","1,040","1,020",790,870,"1,190","1,550","1,690","1,610","1,310","1,170",910,560,390,290,220,180,,,
,Chatsworth,"4,840",250,270,290,290,200,300,420,510,520,450,370,300,230,180,100,60,60,50,,,
,Nassim,"7,220",340,540,450,440,360,340,450,670,710,690,580,540,410,210,150,130,100,90,,,
,Ridout,"1,250",60,60,70,70,60,80,100,80,100,140,100,100,100,40,40,30,20,20,,,
,Tyersall,"3,370",180,210,230,220,170,150,220,280,360,330,260,230,160,130,100,70,50,20,,,
Tengah,Total,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tengah,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Toa Payoh,Total,"122,910","5,140","5,710","6,440","7,110","6,740","8,690","9,270","9,840","9,590","10,110","10,150","8,620","7,260","6,040","4,940","3,480","2,060","1,720",,,
,Bidadari,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Boon Teck,"15,330",610,690,780,860,840,980,940,"1,060","1,150","1,300","1,300","1,050",950,850,740,540,340,340,,,
,Braddell,"11,490",440,470,600,700,650,850,830,810,850,950,970,830,710,610,510,340,200,180,,,
,Kallang,"8,760",320,410,500,550,460,580,630,700,650,750,660,630,510,500,390,270,150,120,,,
,Kim Keat,"8,930",340,380,510,660,590,580,620,740,720,770,810,620,510,400,320,190,110,80,,,
,Marymount,"13,270",470,550,600,680,620,900,"1,050","1,100","1,050","1,050","1,010",960,830,770,660,440,290,250,,,
,Paya Lebar,"6,620",280,310,360,420,410,460,490,480,510,540,570,490,390,280,240,180,130,60,,,
,Pei Chun,"12,360",610,680,660,610,620,800,950,"1,120","1,060","1,010",950,760,690,610,520,370,190,150,,,
,Potong Pasir,"13,300",510,600,580,730,850,"1,090","1,030","1,080","1,010","1,010","1,260","1,230",880,560,380,270,120,110,,,
,Sennett,"4,410",130,200,240,330,310,300,240,250,290,350,440,340,290,190,140,160,120,100,,,
,Toa Payoh Central,"26,670","1,350","1,330","1,480","1,410","1,280","2,020","2,390","2,340","2,150","2,200","2,010","1,590","1,420","1,240","1,020",710,420,320,,,
,Woodleigh,"1,760",80,110,150,170,120,120,100,140,160,180,170,130,70,40,20,20,10,10,,,
Tuas,Total,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pioneer,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tengeh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Bay,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Coast,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Promenade,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas View,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Western Islands,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Bukum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Jurong Island,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sudong,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Western Water Catchment,Total,"1,010",60,70,60,30,150,60,80,110,80,110,70,50,20,10,10,10,10,30,,,
,Western Water Catchment,"1,010",60,70,60,30,150,60,80,110,80,110,70,50,20,10,10,10,10,30,,,
Woodlands,Total,"242,760","15,140","18,790","21,590","19,340","16,190","17,880","19,360","22,760","23,510","21,130","16,630","11,260","7,070","4,530","3,340","2,220","1,260",760,,,
,Greenwood Park,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Midview,"34,490","1,780","2,840","3,810","3,180","2,330","2,210","2,150","2,970","3,920","3,200","2,250","1,390",830,580,440,290,180,150,,,
,North Coast,"15,080",640,760,"1,000","1,180","1,090","1,160","1,020","1,050","1,250","1,420","1,240","1,100",820,530,410,240,130,60,,,
,Senoko West,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Woodgrove,"35,140","1,710","2,620","3,720","3,360","2,400","2,340","2,230","2,940","3,890","3,210","2,580","1,620",920,560,420,310,170,130,,,
,Woodlands East,"94,660","7,010","8,110","8,150","6,760","5,930","7,140","8,750","10,280","8,990","7,870","5,910","3,830","2,310","1,400","1,000",650,390,190,,,
,Woodlands Regional Centre,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Woodlands South,"32,120","2,540","2,740","2,610","2,220","2,100","2,640","3,110","3,340","2,770","2,500","1,980","1,400",870,510,340,240,140,80,,,
,Woodlands West,"31,220","1,460","1,710","2,300","2,620","2,320","2,400","2,100","2,180","2,690","2,940","2,660","1,920","1,330",950,740,500,250,150,,,
Yishun,Total,"184,360","9,320","10,640","12,110","14,790","14,430","14,610","13,860","14,620","15,380","17,410","15,550","11,970","7,500","4,780","3,260","2,080","1,190",880,,,
,Khatib,"11,660",480,560,740,990,960,940,840,890,920,"1,160","1,040",870,520,300,190,130,70,60,,,
,Lower Seletar,"1,010",70,100,110,70,50,40,70,110,110,100,60,30,30,30,20,10,10,-,,,
,Nee Soon,880,60,50,50,60,60,60,60,80,80,80,60,40,50,40,10,10,10,10,,,
,Northland,"32,710","1,690","1,980","2,210","2,600","2,590","2,630","2,620","2,570","2,760","3,100","2,770","2,010","1,230",770,520,310,200,150,,,
,Springleaf,"3,530",140,190,240,350,280,230,220,230,230,290,310,310,230,120,80,40,30,30,,,
,Yishun Central,"1,610",60,60,120,150,150,150,110,80,120,170,150,120,70,50,30,20,10,10,,,
,Yishun East,"32,390","1,790","2,100","2,470","3,030","2,340","2,390","2,430","2,640","2,830","3,200","2,600","1,880","1,080",670,450,270,140,80,,,
,Yishun South,"40,400","1,880","2,240","2,570","3,440","3,310","3,180","2,900","3,160","3,220","3,880","3,510","2,680","1,720","1,070",720,480,250,220,,,
,Yishun West,"60,170","3,140","3,380","3,610","4,100","4,700","5,000","4,620","4,860","5,110","5,430","5,060","4,030","2,570","1,750","1,230",800,470,320,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
