"Singapore Residents by Planning Area/Subzone, Age Group and Sex, June 2002",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Planning Area,Subzone,Total,0 - 4,5 - 9,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 & Over,,,
,Pioneer Sector,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Punggol,Total,"12,860","1,180",830,790,690,700,"1,520","1,760","1,330","1,200",950,630,420,330,210,140,90,60,50,,,
,Subzone 1,210,10,10,20,10,20,10,10,10,20,20,30,10,10,-,-,-,-,-,,,
,Subzone 2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Subzone 3,260,20,10,10,10,20,30,30,30,30,20,10,10,10,10,-,-,-,-,,,
,Subzone 4,"12,390","1,150",810,760,660,670,"1,470","1,720","1,280","1,150",910,600,400,310,200,130,90,50,40,,,
,Subzone 5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Subzone 6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Queenstown,Total,"95,090","4,980","5,110","4,870","4,410","5,590","8,040","8,300","8,500","7,720","7,310","6,900","5,310","5,780","4,590","3,500","2,220","1,120",860,,,
,Commonwealth,"8,850",440,340,380,370,490,740,780,740,690,630,590,480,640,570,430,270,170,130,,,
,Dover,"11,770",720,770,660,540,720,990,"1,030","1,200","1,070",880,870,620,600,450,280,210,110,80,,,
,Ghim Moh,"11,970",590,610,540,530,780,"1,130","1,020",940,820,820,930,810,820,640,450,270,150,100,,,
,Holland Drive,"16,780",870,790,730,660,940,"1,650","1,680","1,450","1,240","1,140","1,230","1,020","1,150",870,650,380,200,160,,,
,Kent Ridge,"1,280",70,110,110,90,70,110,100,150,140,120,100,50,30,20,10,10,-,-,,,
,Margaret Drive,"6,690",380,370,320,310,390,560,610,650,560,520,500,350,360,290,250,160,70,70,,,
,Mei Chin,"17,060",870,980,960,850,870,"1,260","1,390","1,590","1,490","1,470","1,150",830,"1,020",790,710,470,200,160,,,
,National University Of Singapore,130,10,10,10,10,10,20,20,20,10,10,10,-,-,-,-,-,-,-,,,
,One North,240,10,20,20,10,10,10,30,40,30,20,20,10,10,10,10,-,-,-,,,
,Pasir Panjang 1,"3,130",170,220,260,210,200,230,210,280,340,330,240,140,100,70,50,40,20,20,,,
,Pasir Panjang 2,"3,270",180,250,270,230,240,180,210,290,310,380,300,170,110,50,40,30,20,20,,,
,Port,260,10,20,10,10,20,20,20,30,30,20,20,10,10,10,10,10,-,-,,,
,Queensway,250,10,10,20,20,20,20,20,30,20,30,20,10,10,10,-,-,-,-,,,
,Singapore Polytechnic,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tanglin Halt,"13,310",640,610,590,590,830,"1,110","1,160","1,090",970,930,920,820,940,830,610,380,190,120,,,
River Valley,Total,"9,440",390,560,560,480,550,760,860,840,860,860,740,590,420,300,240,220,110,100,,,
,Institution Hill,"2,930",140,160,180,150,180,280,290,290,270,270,240,130,120,80,60,50,30,20,,,
,Leonie Hill,"2,960",140,200,190,150,160,220,270,280,320,270,200,180,110,90,70,70,40,20,,,
,One Tree Hill,"1,900",60,120,120,110,120,110,140,160,150,170,170,160,90,60,50,50,30,30,,,
,Oxley,"1,480",60,70,60,50,70,140,150,110,120,130,130,110,80,70,50,50,10,20,,,
,Paterson,180,-,10,10,10,10,10,10,10,10,20,20,10,10,10,10,10,-,10,,,
Rochor,Total,"17,140",670,730,850,780,"1,000","1,360","1,220","1,250","1,440","1,350","1,400","1,030","1,110",850,890,740,270,230,,,
,Bencoolen,"2,740",120,100,120,110,120,190,230,210,250,210,230,150,180,160,140,100,60,80,,,
,Farrer Park,"2,640",90,110,120,160,170,180,150,170,220,250,220,170,170,140,120,130,40,30,,,
,Kampong Glam,350,10,10,10,10,10,20,10,10,20,20,20,20,30,20,50,70,10,10,,,
,Little India,"4,860",190,200,250,210,280,380,320,330,380,370,400,290,340,230,290,270,60,60,,,
,Mackenzie,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Mount Emily,860,50,60,50,30,30,80,100,110,100,70,40,30,20,20,40,20,10,10,,,
,Rochor Canal,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Selegie,380,20,30,20,20,40,30,30,40,30,30,30,20,10,10,10,10,-,-,,,
,Sungei Road,"2,470",100,100,130,100,140,220,180,180,190,160,200,180,200,140,120,80,40,10,,,
,Victoria,"2,790",90,110,140,120,200,260,200,210,250,230,270,170,150,130,110,70,40,40,,,
Seletar,Total,440,30,30,10,30,30,30,40,60,50,40,30,20,20,10,10,-,-,-,,,
,Seletar,440,30,30,10,30,30,30,40,60,50,40,30,20,20,10,10,-,-,-,,,
Sembawang,Total,"50,650","4,830","3,790","3,710","3,020","2,870","5,130","6,270","5,260","4,790","3,730","2,390","1,360","1,160",910,640,380,240,170,,,
,Admiralty,"7,040",570,430,470,380,440,850,830,660,650,510,370,240,210,190,110,60,50,20,,,
,Sembawang Central,"25,230","2,530","2,040","1,950","1,520","1,370","2,540","3,170","2,720","2,390","1,830","1,120",590,500,370,280,150,90,70,,,
,Sembawang East,130,-,10,10,10,10,10,20,10,10,-,10,10,20,-,10,-,-,-,,,
,Sembawang North,"15,250","1,570","1,080","1,060",950,810,"1,510","2,020","1,570","1,480","1,160",690,360,320,260,170,120,60,40,,,
,Sembawang Springs,"2,330",120,190,170,140,150,170,190,240,190,180,160,130,90,70,60,40,30,30,,,
,Sembawang Straits,570,30,40,50,30,30,40,40,50,60,40,40,30,30,30,20,20,10,10,,,
,Senoko North,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Senoko South,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,The Wharves,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sengkang,Total,"102,650","9,280","8,470","7,480","6,120","5,570","9,430","12,140","10,760","10,220","7,950","5,240","2,890","2,330","1,710","1,420",860,470,330,,,
,Buangkok,"17,100","1,410","1,060","1,100",990,"1,050","2,410","2,070","1,630","1,610","1,310",920,490,370,250,210,130,60,50,,,
,Jalan Kayu East,360,10,30,40,20,20,20,20,30,30,40,40,20,10,10,10,-,10,-,,,
,Jalan Kayu West,"1,250",50,90,100,90,90,80,70,100,130,130,100,70,60,40,30,20,10,10,,,
,Sengkang Town Centre,"40,580","3,950","3,580","2,940","2,230","1,990","3,450","5,110","4,500","4,050","2,980","1,970","1,050",920,680,560,340,190,110,,,
,Sungei Serangoon East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sungei Serangoon West,"43,000","3,870","3,720","3,300","2,790","2,430","3,480","4,860","4,500","4,380","3,460","2,180","1,220",890,660,560,350,210,150,,,
,Trafalgar,370,-,-,-,-,-,-,-,10,10,30,30,50,80,70,40,20,10,10,,,
Serangoon,Total,"120,880","6,410","8,870","10,240","8,340","7,810","8,300","8,430","9,970","12,010","11,800","9,280","5,730","4,590","3,150","2,500","1,660",970,830,,,
,Seletar Hills,"11,550",510,840,"1,070",780,770,750,660,780,"1,090","1,140",960,700,560,350,280,160,90,70,,,
,Serangoon Central,"50,600","2,510","3,480","4,410","3,590","3,170","3,550","3,450","4,010","5,270","5,130","3,980","2,380","1,960","1,310","1,040",690,370,320,,,
,Serangoon Garden,"40,770","1,850","2,600","3,290","2,920","2,850","2,900","2,610","3,050","3,850","4,010","3,390","2,120","1,660","1,210",990,680,430,370,,,
,Serangoon North,"17,960","1,540","1,940","1,470","1,040","1,030","1,100","1,710","2,130","1,800","1,520",950,540,410,270,200,140,80,80,,,
Simpang,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pulau Seletar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Simpang North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Simpang South,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tanjong Irau,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Singapore River,Total,"1,010",60,70,40,40,40,100,140,130,100,70,70,60,40,20,20,10,-,10,,,
,Boat Quay,240,10,20,10,10,10,20,20,30,20,20,20,20,20,10,10,-,-,-,,,
,Clarke Quay,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Robertson Quay,730,40,50,30,30,30,80,110,100,80,50,40,30,20,10,10,10,-,-,,,
Southern Islands,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sentosa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Southern Group,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Straits View,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Straits View,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sungei Kadut,Total,920,30,40,40,50,70,70,60,40,50,50,70,50,60,50,50,40,30,50,,,
,Kranji,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Mandai,170,-,10,-,-,-,-,-,-,-,-,-,-,10,20,20,20,20,50,,,
,Pang Sua,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Reservoir View,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Turf Club,680,30,30,40,40,70,70,50,40,40,40,60,40,50,30,20,10,10,10,,,
Tampines,Total,"252,530","17,590","22,410","22,840","18,210","15,970","16,490","20,220","25,390","26,380","22,750","16,030","8,420","6,470","4,720","3,780","2,540","1,370",950,,,
,Simei,"38,000","2,730","3,270","3,570","2,390","2,170","2,600","3,260","3,900","4,180","3,330","2,500","1,270",930,660,510,370,200,150,,,
,Tampines East,"135,440","9,110","12,040","12,080","10,070","8,710","8,720","10,460","13,570","13,940","12,440","8,660","4,560","3,610","2,650","2,130","1,430",750,520,,,
,Tampines North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tampines West,"77,000","5,580","6,860","7,010","5,630","5,010","5,070","6,350","7,610","7,970","6,770","4,770","2,550","1,890","1,390","1,130",740,410,270,,,
,Xilin,"2,100",170,240,180,110,90,100,160,310,290,210,110,40,30,30,20,10,10,10,,,
Tanglin,Total,"15,110",770,"1,080","1,020",780,810,"1,030","1,210","1,420","1,430","1,360","1,280",870,640,460,400,300,130,130,,,
,Chatsworth,"4,450",220,280,270,220,250,350,420,400,440,380,380,250,200,140,100,90,40,40,,,
,Nassim,"6,590",340,530,480,360,340,380,470,660,630,610,560,370,240,180,180,140,60,60,,,
,Ridout,"1,150",50,60,70,70,70,80,80,100,90,100,110,90,60,40,40,30,20,10,,,
,Tyersall,"2,910",170,210,200,140,150,220,240,260,270,280,230,160,140,100,70,50,20,20,,,
Tengah,Total,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tengah,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Toa Payoh,Total,"117,730","5,380","6,720","7,080","6,220","7,140","9,190","9,090","9,790","10,640","10,050","8,850","6,620","6,890","4,970","3,950","2,510","1,500","1,130",,,
,Bidadari,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Boon Teck,"16,560",730,930,890,800,930,"1,180","1,230","1,370","1,530","1,390","1,130",990,"1,080",830,640,440,270,200,,,
,Braddell,"11,450",480,640,670,590,700,870,830,910,"1,010","1,020",850,650,730,500,410,300,170,130,,,
,Kallang,"8,910",430,510,500,430,560,790,740,740,750,620,680,490,550,380,340,210,130,100,,,
,Kim Keat,"9,050",460,590,670,540,540,690,740,770,900,750,640,480,480,310,230,140,70,70,,,
,Marymount,"13,080",510,680,710,630,700,"1,090","1,000","1,080","1,140","1,070","1,050",800,910,620,490,310,160,140,,,
,Paya Lebar,"6,890",310,420,490,390,460,560,490,560,610,620,520,370,340,260,230,130,70,60,,,
,Pei Chun,"11,890",670,670,620,610,720,"1,020","1,070","1,050","1,030",910,810,650,690,530,380,240,150,90,,,
,Potong Pasir,"13,320",550,660,870,900,"1,010","1,050",930,"1,000","1,150","1,400","1,320",790,620,420,280,170,120,90,,,
,Sennett,"4,190",140,210,330,250,250,250,250,270,390,400,330,260,210,170,200,120,80,60,,,
,Toa Payoh Central,"20,980","1,050","1,290","1,170",980,"1,190","1,640","1,740","1,920","1,970","1,700","1,420","1,100","1,240",940,740,430,260,190,,,
,Woodleigh,"1,410",70,130,160,100,90,60,80,120,170,160,110,50,30,30,20,20,10,10,,,
Tuas,Total,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pioneer,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tengeh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Bay,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Coast,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Promenade,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas View,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Western Islands,Total,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Bukum,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Jurong Island,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sudong,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Western Water Catchment,Total,580,40,40,50,30,20,30,40,90,80,60,50,20,10,-,-,-,-,-,,,
,Western Water Catchment,580,40,40,50,30,20,30,40,90,80,60,50,20,10,-,-,-,-,-,,,
Woodlands,Total,"208,220","20,120","20,710","16,810","13,000","11,670","15,920","23,590","23,230","19,500","14,580","9,910","5,630","4,690","3,420","2,540","1,620",780,510,,,
,Greenwood Park,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Midview,"31,080","3,370","3,960","2,620","1,790","1,500","1,860","3,720","4,090","2,800","1,950","1,210",670,570,380,260,200,90,50,,,
,North Coast,"14,980",910,"1,050","1,110","1,040","1,200","1,210","1,220","1,280","1,320","1,230","1,120",700,620,430,270,160,70,50,,,
,Senoko West,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Woodgrove,"30,370","2,760","3,730","2,800","1,950","1,660","1,800","3,140","3,720","2,900","2,230","1,370",680,550,420,300,190,100,80,,,
,Woodlands East,"77,620","8,380","7,380","5,890","4,660","4,060","6,650","9,900","8,770","7,400","5,130","3,300","1,790","1,450","1,020",860,540,290,160,,,
,Woodlands Regional Centre,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Woodlands South,"25,770","2,790","2,190","1,960","1,620","1,410","2,400","3,270","2,590","2,370","1,740","1,160",710,530,380,320,200,90,70,,,
,Woodlands West,"28,360","1,910","2,410","2,430","1,940","1,840","2,010","2,350","2,780","2,710","2,310","1,740","1,080",970,790,540,330,150,100,,,
Yishun,Total,"175,020","11,400","13,160","15,780","12,590","12,300","13,810","14,630","17,470","17,710","15,160","10,920","6,400","4,940","3,370","2,380","1,470",860,660,,,
,Khatib,"11,850",670,910,"1,140",850,780,910,950,"1,180","1,260","1,060",840,430,310,200,160,100,70,40,,,
,Lower Seletar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Nee Soon,560,30,30,40,50,40,50,30,50,50,40,40,30,30,10,20,20,10,-,,,
,Northland,"31,800","2,200","2,400","2,870","2,440","2,270","2,480","2,730","3,110","3,330","2,740","1,910","1,050",810,550,400,260,140,100,,,
,Springleaf,"2,750",110,230,270,210,220,210,140,170,250,240,260,170,110,50,50,30,20,20,,,
,Yishun Central,"1,640",90,160,160,120,120,110,80,170,170,160,110,70,40,30,20,10,10,-,,,
,Yishun East,"30,550","2,280","2,820","3,120","1,880","1,970","2,340","2,650","3,510","3,150","2,400","1,650",940,720,480,290,190,90,60,,,
,Yishun South,"40,160","2,470","3,090","3,760","2,830","2,770","3,070","3,250","4,000","4,180","3,590","2,570","1,440","1,140",780,560,340,190,150,,,
,Yishun West,"55,720","3,550","3,530","4,420","4,220","4,140","4,640","4,800","5,280","5,310","4,930","3,560","2,270","1,780","1,260",880,530,320,290,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
