"Singapore Residents by Planning Area/Subzone, Age Group and Sex, June 2004",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Planning Area,Subzone,Total,0 - 4,5 - 9,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 & Over,,,
,Joo Koon,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pioneer Sector,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Punggol,Total,"36,360","3,900","2,170","2,070","1,770","1,600","4,870","6,010","3,450","2,990","2,360","1,690","1,250",790,570,400,250,130,100,,,
,Subzone 1,220,10,10,10,20,10,10,20,10,20,30,20,20,10,10,-,-,-,-,,,
,Subzone 2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Subzone 3,"3,430",340,160,210,170,130,460,510,320,310,250,180,130,90,60,50,30,30,-,,,
,Subzone 4,"29,050","3,160","1,820","1,680","1,430","1,300","3,630","4,870","2,780","2,410","1,860","1,330",990,620,460,320,210,100,90,,,
,Subzone 5,"3,670",390,170,180,150,160,760,620,330,250,230,160,110,70,50,30,10,10,10,,,
,Subzone 6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Queenstown,Total,"92,800","4,500","4,820","4,760","4,470","5,010","7,270","8,060","8,080","7,760","7,310","6,620","6,050","5,170","4,760","3,680","2,300","1,240",920,,,
,Commonwealth,"8,520",390,340,320,360,460,630,710,700,690,650,550,520,560,570,470,310,180,130,,,
,Dover,"11,480",630,760,740,560,600,860,"1,020","1,050","1,060",920,820,740,530,480,310,220,100,90,,,
,Ghim Moh,"11,630",510,580,520,530,660,980,"1,020",920,820,820,810,910,800,650,550,290,180,120,,,
,Holland Drive,"15,820",770,720,670,630,790,"1,390","1,630","1,380","1,230","1,090","1,080","1,080","1,050",920,620,390,220,170,,,
,Kent Ridge,"1,310",70,90,90,90,100,130,130,120,120,130,100,80,40,20,10,-,-,-,,,
,Margaret Drive,"6,840",350,370,350,310,350,580,610,610,630,540,490,410,340,310,240,180,90,60,,,
,Mei Chin,"17,400",850,990,"1,010",910,890,"1,170","1,420","1,580","1,560","1,490","1,260",980,830,860,730,470,250,170,,,
,National University Of Singapore,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,One North,150,10,10,10,10,10,10,10,20,30,10,10,10,10,-,10,-,-,-,,,
,Pasir Panjang 1,"3,110",170,180,240,230,220,230,200,270,320,340,250,190,100,60,60,30,20,20,,,
,Pasir Panjang 2,"3,260",150,230,260,250,240,220,200,280,310,330,340,210,120,50,30,30,20,20,,,
,Port,230,10,10,10,10,10,20,20,20,30,20,10,20,10,-,10,10,-,-,,,
,Queensway,240,10,10,10,10,20,20,30,20,20,20,20,20,10,10,-,-,-,-,,,
,Singapore Polytechnic,100,10,10,10,10,-,10,10,20,10,10,-,-,-,-,-,-,-,-,,,
,Tanglin Halt,"12,620",570,520,520,560,670,"1,020","1,060","1,070",950,950,870,890,790,840,640,370,200,140,,,
River Valley,Total,"9,200",420,490,550,480,500,760,870,860,840,860,720,620,350,280,210,180,120,110,,,
,Institution Hill,"2,840",160,150,170,150,170,270,280,280,260,260,220,170,100,80,50,50,20,20,,,
,Leonie Hill,"2,850",130,170,190,160,140,220,280,290,300,270,200,180,90,60,70,50,40,30,,,
,One Tree Hill,"1,920",70,110,110,110,120,140,140,160,160,190,160,160,80,70,50,40,40,30,,,
,Oxley,"1,420",60,60,80,50,60,120,160,120,110,130,120,110,90,60,40,30,20,20,,,
,Paterson,170,-,10,10,10,10,10,10,10,10,10,20,20,10,10,10,10,-,10,,,
Rochor,Total,"14,720",570,640,730,750,860,"1,150","1,160","1,090","1,160","1,290","1,190","1,020",900,730,620,450,230,200,,,
,Bencoolen,"1,540",60,70,70,80,70,110,120,140,140,130,120,90,90,80,90,40,20,30,,,
,Farrer Park,"2,490",80,120,100,160,180,190,160,150,200,250,230,180,150,100,90,100,40,30,,,
,Kampong Glam,200,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,20,10,10,,,
,Little India,"4,190",160,180,230,220,230,320,330,300,330,360,350,290,260,230,170,110,50,60,,,
,Mackenzie,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Mount Emily,860,40,50,60,40,30,70,110,110,100,80,40,30,20,20,20,20,10,10,,,
,Rochor Canal,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Selegie,350,20,20,20,20,30,40,30,30,20,20,30,20,20,10,10,10,-,-,,,
,Sungei Road,"2,440",110,110,120,110,130,180,200,170,160,190,190,190,200,150,120,70,40,20,,,
,Victoria,"2,600",90,90,120,110,180,230,210,190,200,250,220,200,160,130,90,70,50,30,,,
Seletar,Total,410,30,30,10,20,10,30,50,60,70,40,30,30,10,10,10,-,-,-,,,
,Seletar,410,30,30,10,20,10,30,50,60,70,40,30,30,10,10,10,-,-,-,,,
Sembawang,Total,"57,820","5,480","4,250","4,070","3,710","3,350","4,990","7,420","5,620","5,330","4,500","3,140","1,900","1,370","1,060",720,460,260,210,,,
,Admiralty,"8,800",830,530,540,500,500,940,"1,190",760,780,640,490,310,260,210,150,70,50,40,,,
,Sembawang Central,"26,490","2,520","2,130","2,010","1,790","1,490","2,080","3,370","2,700","2,560","2,090","1,390",800,530,420,280,170,90,70,,,
,Sembawang East,110,-,-,10,10,10,-,20,10,10,-,10,10,20,-,-,-,-,-,,,
,Sembawang North,"19,400","1,970","1,360","1,260","1,230","1,170","1,730","2,620","1,910","1,690","1,530","1,050",620,440,330,210,150,80,50,,,
,Sembawang Springs,"2,440",130,190,200,150,140,170,170,210,240,190,170,140,110,70,60,50,30,30,,,
,Sembawang Straits,530,20,40,50,30,30,30,30,40,50,50,40,30,20,30,10,10,10,10,,,
,Senoko North,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Senoko South,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,The Wharves,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sengkang,Total,"122,270","10,980","9,890","8,560","7,610","6,740","9,680","15,470","12,330","11,480","10,010","6,830","4,260","2,760","2,060","1,590","1,050",580,410,,,
,Buangkok,"23,710","2,410","1,430","1,310","1,280","1,270","2,760","3,890","2,200","1,940","1,690","1,270",770,570,370,260,170,80,60,,,
,Jalan Kayu East,"5,290",380,200,280,350,380,850,660,370,390,440,340,240,140,100,100,40,30,20,,,
,Jalan Kayu West,850,30,60,90,60,70,50,30,50,90,100,70,40,30,30,20,20,10,10,,,
,Sengkang Town Centre,"44,510","4,090","4,050","3,330","2,660","2,260","2,720","5,470","4,870","4,370","3,680","2,370","1,490",990,790,590,410,220,130,,,
,Sungei Serangoon East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sungei Serangoon West,"47,880","4,070","4,160","3,550","3,270","2,770","3,310","5,420","4,840","4,680","4,110","2,780","1,720","1,010",780,620,410,240,170,,,
,Trafalgar,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Serangoon,Total,"118,230","5,620","7,850","9,610","9,080","7,850","7,420","8,120","8,880","11,020","11,870","9,760","6,980","4,540","3,450","2,560","1,660","1,090",880,,,
,Seletar Hills,"11,070",430,740,"1,010",900,740,680,590,680,940,"1,120",970,720,550,380,260,180,110,70,,,
,Serangoon Central,"50,110","2,300","3,120","4,000","4,010","3,250","3,100","3,500","3,650","4,770","5,280","4,160","3,050","1,910","1,490","1,070",690,420,340,,,
,Serangoon Garden,"39,340","1,640","2,240","2,920","3,010","2,820","2,600","2,600","2,660","3,370","3,920","3,490","2,560","1,680","1,290","1,010",670,460,410,,,
,Serangoon North,"17,720","1,250","1,740","1,680","1,150","1,040","1,040","1,430","1,890","1,940","1,560","1,130",650,420,290,220,130,90,70,,,
Simpang,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pulau Seletar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Simpang North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Simpang South,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tanjong Irau,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Singapore River,Total,"1,020",70,60,40,40,40,100,160,150,100,70,60,50,30,20,10,20,-,10,,,
,Boat Quay,170,10,-,10,10,10,10,20,20,20,20,10,20,10,10,10,-,-,-,,,
,Clarke Quay,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Robertson Quay,800,60,40,30,30,30,80,130,130,90,50,50,40,20,10,10,10,-,-,,,
Southern Islands,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sentosa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Southern Group,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Straits View,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Straits View,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sungei Kadut,Total,800,20,30,40,40,50,80,60,40,40,60,50,60,50,60,30,30,30,50,,,
,Kranji,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Mandai,130,-,-,-,-,-,-,-,-,-,10,-,10,-,20,10,20,20,40,,,
,Pang Sua,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Reservoir View,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Turf Club,630,20,30,40,40,50,70,50,40,30,40,50,50,40,40,10,10,10,10,,,
Tampines,Total,"249,430","15,050","20,090","22,570","19,630","16,780","15,580","18,350","22,640","25,420","24,030","17,770","10,960","6,590","4,970","3,910","2,570","1,500","1,050",,,
,Simei,"38,380","2,380","3,030","3,640","2,770","2,250","2,450","3,140","3,530","4,180","3,610","2,710","1,750",960,720,540,380,200,170,,,
,Tampines East,"133,090","7,770","10,580","11,950","10,580","9,180","8,260","9,430","11,990","13,380","12,980","9,700","5,890","3,640","2,730","2,210","1,420",820,580,,,
,Tampines North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tampines West,"75,910","4,760","6,280","6,770","6,160","5,260","4,770","5,650","6,870","7,570","7,220","5,240","3,260","1,950","1,500","1,140",760,470,290,,,
,Xilin,"2,060",140,210,210,130,90,100,130,250,300,220,130,60,40,20,20,10,10,10,,,
Tanglin,Total,"15,120",790,"1,080","1,040",830,760,930,"1,250","1,460","1,520","1,340","1,210",990,610,450,340,260,160,110,,,
,Chatsworth,"4,530",220,310,280,210,250,310,440,460,470,400,350,280,180,140,90,70,50,40,,,
,Nassim,"6,540",320,500,480,390,320,380,500,620,660,590,540,450,240,170,170,110,70,50,,,
,Ridout,"1,100",70,60,60,70,60,80,80,100,100,90,90,100,50,40,30,20,20,10,,,
,Tyersall,"2,950",180,210,230,160,130,160,230,290,290,260,240,170,140,110,60,60,20,20,,,
Tengah,Total,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tengah,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Toa Payoh,Total,"114,490","4,920","6,060","6,760","6,230","6,750","8,020","8,970","9,010","10,060","10,230","8,760","7,380","6,390","5,460","4,030","2,650","1,550","1,270",,,
,Bidadari,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Boon Teck,"16,500",700,850,900,840,920,"1,050","1,230","1,240","1,490","1,430","1,190","1,070","1,010",900,700,480,280,220,,,
,Braddell,"10,850",390,560,640,570,650,780,810,770,930,"1,000",830,710,650,570,390,280,180,130,,,
,Kallang,"8,630",390,480,500,420,500,670,730,680,750,640,650,520,520,420,320,220,140,110,,,
,Kim Keat,"8,790",390,500,670,560,530,580,710,720,800,840,640,540,430,360,230,150,70,80,,,
,Marymount,"12,790",490,560,660,620,690,930,"1,050","1,030","1,080","1,050","1,010",900,830,710,510,320,180,170,,,
,Paya Lebar,"6,580",260,360,440,420,420,510,460,490,570,610,530,410,310,270,230,160,70,60,,,
,Pei Chun,"11,600",620,660,600,580,630,820,"1,030","1,060","1,020",950,790,690,650,570,440,240,150,120,,,
,Potong Pasir,"12,640",510,560,740,820,950,940,900,910,"1,030","1,290","1,290",940,620,450,330,170,120,90,,,
,Sennett,"3,990",120,210,280,280,240,240,230,260,330,400,330,280,210,150,160,130,90,60,,,
,Toa Payoh Central,"20,760",980,"1,240","1,170","1,000","1,130","1,460","1,760","1,780","1,920","1,850","1,380","1,260","1,140","1,030",710,490,260,220,,,
,Woodleigh,"1,350",60,90,160,110,100,50,70,90,150,170,130,70,30,20,20,20,10,10,,,
Tuas,Total,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pioneer,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tengeh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Bay,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Coast,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Promenade,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas View,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Western Islands,Total,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Bukum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Jurong Island,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sudong,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Western Water Catchment,Total,630,60,50,30,40,30,30,60,70,100,70,50,30,10,-,-,-,-,-,,,
,Western Water Catchment,630,60,50,30,40,30,30,60,70,100,70,50,30,10,-,-,-,-,-,,,
Woodlands,Total,"217,290","18,180","21,330","18,500","14,610","12,940","14,920","22,220","23,640","21,030","16,870","11,460","7,240","4,780","3,730","2,670","1,750",870,570,,,
,Greenwood Park,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Midview,"31,420","2,730","3,860","3,170","2,100","1,610","1,720","2,790","4,100","3,200","2,300","1,400",820,550,430,270,200,100,70,,,
,North Coast,"14,380",740,960,"1,080","1,010","1,070","1,120","1,050","1,180","1,330","1,180","1,170",860,590,470,280,180,70,50,,,
,Senoko West,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Woodgrove,"31,260","2,240","3,610","3,200","2,210","1,880","1,670","2,560","3,810","3,180","2,570","1,630",920,570,460,340,210,120,80,,,
,Woodlands East,"85,070","8,190","8,220","6,550","5,370","4,860","6,750","10,430","9,270","8,100","6,260","4,030","2,400","1,540","1,160",880,590,300,190,,,
,Woodlands Regional Centre,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Woodlands South,"26,950","2,670","2,500","2,040","1,880","1,600","1,860","3,350","2,690","2,470","2,030","1,380",870,560,410,290,220,90,70,,,
,Woodlands West,"28,200","1,610","2,180","2,450","2,060","1,910","1,800","2,050","2,580","2,760","2,550","1,860","1,350",960,810,610,350,190,120,,,
Yishun,Total,"173,120","10,490","12,000","14,680","13,580","12,240","12,670","14,320","15,510","17,630","15,640","12,200","7,840","5,130","3,590","2,490","1,590",880,670,,,
,Khatib,"11,410",580,780,970,930,830,780,910,"1,000","1,210","1,090",890,550,320,210,170,90,70,50,,,
,Lower Seletar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Nee Soon,690,40,40,40,50,40,50,70,60,70,60,40,40,30,20,10,20,10,10,,,
,Northland,"31,100","2,010","2,240","2,620","2,530","2,290","2,290","2,590","2,780","3,140","2,810","2,130","1,320",820,590,390,290,160,100,,,
,Springleaf,"2,760",100,190,270,240,200,180,170,150,230,230,250,220,110,90,50,30,30,20,,,
,Yishun Central,"1,600",60,130,160,140,120,100,90,130,190,150,130,70,50,30,30,10,10,10,,,
,Yishun East,"30,710","2,140","2,450","3,120","2,230","1,950","2,230","2,670","3,010","3,330","2,620","1,930","1,130",740,510,310,190,90,70,,,
,Yishun South,"39,350","2,220","2,650","3,530","3,130","2,720","2,840","3,160","3,380","4,130","3,630","2,820","1,840","1,190",820,590,350,220,140,,,
,Yishun West,"55,510","3,340","3,510","3,980","4,340","4,090","4,200","4,680","5,000","5,330","5,050","4,010","2,670","1,870","1,320",940,600,290,280,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
